de	of
revêtirais	would put on
revêtez-le	put it on
revécu	relived
revigore	invigorates
revient-elle	is she coming back
reviendrais-tu	would you come back
reviendra-t-elle	will she come back
revidée	re-emptied
revestiaire	locker room
reverriez	would see again
reverrez’	you will see again'
reverdi	greened again
revendiquée	claimed
revendiquera	will claim
revendaient	were reselling
retînt	held back
retrouverait	would find
retrouvant	finding
retroussés	rolled up
retrousse	roll up
retraçant	tracing
retranches	cutbacks
retranchassent	were cutting back
retranchait	removed
retrait-lignager	lineage withdrawal
retrace	trace
retours	returns
retournâtes	returned
retournions	let's go back
retournez-	go back
retournerons-nous	will we return
retournerions	would return
retournerait-il	would he return
retournerais-tu	would you return
retournera-t-on	will we return
retourne-t’en	go back
retounera	will return
retordu	twisted
retombé	fallen back
retomberas	will fall back
retirez-le	take it off
retirerais	would withdraw
retirera-t-il	will he withdraw
retire-t-on	do we withdraw
retirassent	withdraw
retirasse	withdraw
retins	hold back
retiens-tu	do you hold back
retiennent-elles	do they hold back
retiendrais-je	would I remember
restreins	restricted
restreignait	restricted
restes-là	stay there
resteront-ils	will they stay
resteront-elles	will they stay
restera-t-elle	will she stay
reste-ci	stay here
restaurez	restore
restaurerait	would restore
restaure-toi	restore yourself
ressuscitée	resurrected
ressuscitons	let's resurrect
ressusciteront-ils	will they rise again?
ressouviens	remember
ressouvienne	remember
ressouvenue	remembered
ressorti	came out
ressortent	stand out
ressortait	stood out
resserrées	tightened
ressentaient	felt
ressembleront-elles	will they look like
ressemblerez	will look like
ressemblerai	will look like
ressaisit	pulls together
resplendissantes	resplendent
resplendissaient	were shining
respirât	breathed
respecterez-vous	will you respect
respecterais	would respect
respectent-ils	do they respect
respectais	respected
requérait	required
requerrait	would require
requerrai	will require
repue	full
reprît	resumed
représentez	represent
représentes	represent
représenterez	will represent
représentent-ils	do they represent
représentatifs	representative
représentais	represented
reproduisez-vous	do you reproduce
reproduira	will reproduce
reprochés	reproached
reprochée	reproached
reprochez-vous	do you blame yourself
reproches-tu	do you blame
reprocherait	would reproach
reprochant	reproaching
reprochaient	reproached
reprisse	recovery
reprises 	covers 
reprenez-le	take it back
reprends-la	take it back
reprendrait-il	would he resume
reprendrait	would resume
reprendrais	would resume
reprend-il	he resumes
reprend-elle	she resumes
repousserez	will push back
repousseraient	would push back
reposons	let's rest
reposerait-elle	would she rest
reposerait	would rest
reportée	postponed
reporté	postponed
reportez-le	report it
reporterai	will report
replient	fold
repliait	folded up
replia	folded
replaçant	replacing
replantée	replanted
replanté	replanted
replanterai 	will replant 
replacez	replace
replacent	replace
repeuplés	repopulated
repeuplèrent	repopulated
repensé	redesigned
repensa	rethink
repassât	ironed
repasserait	would pass by
repassai	ironed
repartirai	will leave again
repartant	leaving
repars	leave
reparais	reappear
repaissez-vous	eat up
renvoyez-le	send it back
renvoie-t-il	does he send back
renvoie-la	send her back
renversez-les	knock them over
renverserons	will overturn
renverserait	would overturn
renverseraient	would overturn
renverse-t-il	does he overturn
renversais	overturned
rentrez-vous	are you coming back?
rentra 	returned 
renseignes	information
renseignerez	will inform
renouvelèrent	renewed
renouvelleras	will renew
renouvelleraient	would renew
renouvellera-t-il	will he renew
renouvelait	renewed
renoncerons-nous	will we give up
renonceriez-vous	would you give up
renoncerais	would give up
renommées	renowned
reniflent	sniff
renifle	sniff
renies	denies
renierait	would deny
renieEt	deniesAnd
renforçant	reinforcing
renforçaient	reinforced
renforcerons	will strengthen
renforce-toi	strengthen yourself
renfermées	closed
renfermée	closed
renfermes-tu	do you lock yourself away
renferma	contained
rends-les-leur	give them back to them
rendrons-nous	will we surrender
rendra-t-elle	will she make it
rendort	go back to sleep
rendormi	fell asleep again
rendez-le-lui	give it back to him
rendaient-elles	did they make
rencontrâmes	met
rencontrions	let's meet
rencontre 	encounter 
renaît	reborn
renaissait	was reborn
remémoratif	memorial
remédierai	will remedy
remène	bring back
remuez	stir
remueurs	stirrers
remues	stirs
remuerait	would stir
remueraient	would stir
remue-toi	move yourself
remuais	stirred
remporteront	will win
remportant	winning
remplissez-vous	fill yourself up
remplissez-moi	fill me up
remplissez-la	fill it
remplissentDe	fillOf
remplis-nous	fill us up
remplirait	would fill
remplira-t-elle	will it fill
remplaçons-les	let's replace them
remplaçaient	replaced
remorquant	towing
remontrerais	would show again
remonterais-je	would I go back up
remonterai-je	will i go back up
remontaient	were going back up
remmenez	bring back
remettrions	would hand over
remettras-tu	will you recover
remettrait-on	would we put back
remettrais-tu	would you put back
remettez-vous	get over it
remettez-nous	give us back
remettez-leur	give them back
remettez-les	put them back
remettez-le	put it back
remettez-la	put it back
remets-toi	get over it
remercîment	thanks
remerciera	will thank
rembourserez	will refund
rembourserait	would reimburse
remblaierai	will fill
remarquez	notice
remarquerez-vous	will you notice
remarquerais	would notice
remarque-le	notice it
remarquaient	noticed
remariées	remarried
remariera	will remarry
remariant	remarriage
remanié	reworked
reléguerez	will relegate
relèveront-ils	will they rise?
relèverez-vous	will you get up
relèverais	would raise
relèvera-t-on	will we raise
relègue	relegates
relâcherai-je	will i release
relâchaient	released
reluisent	shine
reluisants	shiny
reluiront	will shine
reluira	will shine
religieuses 	religious 
relevât	raised
relevais	raised
relayaient	relayed
relatée	related
relachât	released
rejoindrez	will join
rejoindraient	would join
rejoignons	let's join
rejetté	rejected
rejette-les	reject them
rejette-le	reject it
rejetiez	reject
rejetas	rejects
rejetais	rejected
regroupé	grouped
regroupez-vous	come together
regroupez	group together
regroupera	will regroup
regrettera-t-il	will he regret
regrettant	regretting
regoûter	taste again
regorgé	overflowing
regorgera	will overflow
regermera	will germinate again
regard’	glance'
regardsSur	looksOn
regardez-là	look at her
regardez-les	look at them
regarderons	will look
regarderas-tu	will you look
regarderait-il	would he look
regarderai-je	will i look
regarde-le	look at him
regardassent	were looking at
regardas	look
regardait-il	was he looking at
regains	gains
regagné	regained
regagnerai	will win back
regagnent	regain
refît	rebuilt
refusé 	denied 
refusés	refused
refusâtes	refused
refuserions-nous	would we refuse
refusera-t-il	will he refuse
refroidi	cooled
refoulent	repress
refond	refound
reflétant	reflecting
refluèrent	flowed back
refluent	ebb
reflua	flowed back
refleuri	re-flowered
refermerai	will close
refaites	redo
refaisaient	were redoing
redéposer	re-deposit
redécouvert	rediscovered
redresseront	will straighten up
redressais	straightened up
redoutées	dreaded
redoutez-vous	do you fear
redoute-la	fear her
redoutant	dreading
redoublerais	would redouble
redoublera	will redouble
redoublent-ils	do they repeat
redoublent	redouble
redoublements	repeats
redouble-t-il	does he repeat
redoublaient	redoubled
redoubla	redoubled
redonnez-lui	give it back to him
redonnaient	gave back
redistribuaient	redistributed
redise	repeat
redis-les	say them again
rediront	will say again
redirait	would say again
redeviendraient	would become again
redeviendra-t-il	will it become again
redevenus	become again
redevenu	become again
redescendra	will come down
redescendis	come back down
redemanderez-vous	will you ask again
redemande-le	ask again
redemandai	asked again
recèlent	conceal
reculs	setbacks
reculez	step back
reculaient	were retreating
recuis	annealed
recueillît	collected
recueillions	collected
recueilles-en	collect some
recto-verso	double-sided
recrutées	recruited
recrutèrent	recruited
recreusa	re-dug
recouvrées	recovered
recouvrez-nous	cover us
recouvreront	will recover
recouvreras	will recover
recouvrera-t-on	will we recover
recourrez-vous	will you resort to
recourrez	resort
recourons	let's resort
recourez	resort
recoure	resort
recopie	copy
reconsécration	rededication
reconstruisez-la	rebuild it
reconstruisez	rebuild
reconstruiras	will rebuild
reconstitutions	reconstructions
reconstituent	reconstitute
reconsacrés	reconsecrated
reconsacrez	rededicate
reconquise	reconquered
reconquiert	reconquers
reconnut-il	he recognized
reconnurent 	recognized 
reconnaîtrait-il	would he recognize
reconnaîtrais	would recognize
reconnaîtraient	would recognize
reconnaissons-nous	do we recognize each other
reconnaissons-le	let's recognize it
reconnaissez-moi	recognize me
reconnaissent 	recognize 
reconnaissances	recognitions
reconnaissaient-ils	did they recognize
reconduisez-les	take them back
reconduisez-le	bring him back
reconduisent	reconduct
reconduiront	will reconduct
recommencerez	will start again
recommandes	recommend
recommanderas	will recommend
reclore	re-scrawl
rechigne	balks
rechignant	reluctant
recherchât	searched
recherchâmes	wanted
recherches-tu	are you looking for
rechauffé	reheated
rechargé	recharged
rechante	sing again
recevrions-nous	would we receive
recevrait-elle	would she receive
recevraient-ils	would they receive
recensera	will list
rebâtissait	was rebuilding
rebâtissais	was rebuilding
rebutée	rejected
rebuté	rejected
rebute	rejects
rebuta	rejected
rebroussez	turn back
rebiffant	rebelling
rebelle 	rebel 
rebellerions	would rebel
rebelleEt	rebelAnd
rebaptisé	renamed
re-lève	re-rise
ra’a	ra'a
rayons-la	Ray it
rayonneras	will shine
rayez	cross out
rayerai	will scratch
ravît	delighted
ravivez	revive
ravives	revive
ravitaillaient	were refueling
ravisés	changed their minds
ravisé	changed my mind
ravissantes	lovely
ravissait	delighted
ravissaient	delighted
ravisera	will change
ravise	delighted
ravirent	delighted
ravage-le	ravage it
rattrappa	caught up
rattraperons	let's catch up
rattraperai-je	will i catch up
rattrape-le	catch up with him
rattachées	attached
rattachèrent	attached
rattacheront	will attach
rattachera	will attach
rattache-moi	tie me up
rattachaient	attached
rattacha	attached
ratifiera-t-il	will he ratify
ratifiera	will ratify
raterais	would miss
rassures	reassure
rassuraient	reassured
rassemblez-vous-y	gather there
rassemble-la	gather it
rassasiéeDes	satiated
rassasieras-tu	will you be satisfied
rassasie-nous	satisfy us
rasezJusqu'à	shaveUntil
rase-les	shave them
raqia‘	raqia'
rapprochées	close together
rapprochons-nous	let's get closer
rapproche-les	bring them closer
rapportât	reported
rapportons-le	let's report it
rapportiez	reported
rapportez-nous	report to us
rapportez-le	report it
rapportent-elles	do they report
rapporteUne	reportsA
rapporte-le-moi	bring it back to me
rapportais	reported
rappelles-tu	do you remember
rappellerons	will call back
rappelleras	will call back
rappellerai-je	will i remember
rappelez-le	remember him
rappelerai	will remind
rappelas	remember
rappaisent	rapassent
rapièce	patch up
rapetassés	patched up
rançonnera	will ransom
ranimés	revived
ranimez-moi	revive me
ranime-toi	come alive
ranimait	revived
rangeraient	would put away
rangeant	tidying up
rangeai	put away
rancuniers	resentful
ramènes-y	bring it back
ramènerais	would bring back
rampons	let's crawl
rampants	crawling
rampantes	creeping
rament	row
ramenons-le	let's bring it back
ramenez-le-moi	bring it back to me
ramenez-le-lui	bring it back to him
ramassez	pick up
ramasses	collects
ramassera-t-on	will we pick up
ramas	pick up
rallongeront	will extend
rallierai	will join
ralentis	slow down
ralentira	will slow down
rajeuni	rejuvenated
raisonnant	reasoning
raison-là	reason-there
rainures	grooves
raides	stiff
ragaillardi	cheered up
rafraîchissez-moi	refresh me
rafraîchissantes	refreshing
rafraîchis-toi	refresh yourself
rafraîchirent	refreshed
rafraîchies	refreshed
raflèrent	snatched up
raflez	rake in
raflent	raffle
raffermissais	strengthened
raffermis	firmed up
raffermirent	strengthened
radoubeurs	refitters
racornissaient	were shriveling
racornie	shrivelled
racontéLes	toldThe
racontez-les	tell them
racontez-le	tell it
raconterez-vous	will you tell
raconterais	would tell
raconteraiCe	will tellThis
raconte-t-il	he tells
raconte-nous	tell us
raconte-moi	tell me
raconte-le	tell it
racontassent	were telling
racontage	storytelling
raconta-t-il	he told
rachèterions	would buy back
rachèterais-je	would i buy back
rachète-le	buy it back
rachetèrent	bought back
rachetas	bought back
rachetait	bought back
rachetai	bought back
raccourcirai	will shorten
raccommodé	mended
rabâchées	rehashed
rabâches-tu	are you repeating yourself
rabroueront	will reprimand
rabats	flaps
rabaisseras	will lower
r'entre	go home
r'entra	came back
r'enduite	coated
r'avoir	to have
qésitas	qesitas
qésita	qesita
qénite	kenite
qéba	qeba
qèdèm	qedem
qu’êtres	what beings
qu’était-il	what was he
qu’était-ce	what was it
qu’équité	that fairness
qu’épouvante	what a horror
qu’écrire	what to write
qu’Éthan	that Ethan
qu’Éphraïm	that Ephraim
qu’Épafrodite	that Epaphroditus
qu’Élihou	that Elihu
qu’Éliel	that Eliel
qu’Éliachib	that Eliachib
qu’Éli	that Eli
qu’Élath	that Elath
qu’Éhud	that Ehud
qu’Éhoud	that Ehud
qu’Éfraïm	that Ephraim
qu’Édom	that Edom
qu’ossements	that bones
qu’orgueilleux	how proud
qu’ordonna	that ordered
qu’opère	what operates
qu’oppresseurs	as oppressors
qu’ombragent	that shade
qu’offrent	what they offer
qu’offre	what offers
qu’obscurité	that darkness
qu’intercesseur	as intercessor
qu’intendant	that steward
qu’inspirent	that inspire
qu’inspiraient	that inspired
qu’imposent	that impose
qu’imaginent	what do they imagine
qu’il 	that he 
qu’héritent	that inherit
qu’hypocrisie	what hypocrisy
qu’exécuteront	that will execute
qu’exercer	what to exercise
qu’exclut	that excludes
qu’exaspéré	that exasperated
qu’exaspérer	than exasperate
qu’es-tu	what are you
qu’envoyèrent	that sent
qu’entrer	what to enter
qu’entoure	that surrounds
qu’entendent	what do they hear
