Mладоженецот	The groom	Mladozhenetsot
селоно	rural	selono
селото	the village	seloto
Селса	Celsa	Selsa
селските	the villagers	selskite
Селум	Salem	Selum
Селума	Seluma	Seluma
Селумил	Selumil	Selumil
Селумов	Selumov	Selumov
Селумови	Selums	Selumovi
Селха	Selha	Selkha
селца	villages	seltsa
селцата	the villages	seltsata
Сем	Sam	Sem
сема	scheme	sema
Семаев	Semaev	Semaev
Семаија	Shemaiah	Semaija
Семаијевото	Semajevo	Semaijevoto
Семаин	Semaine	Semain
Семај	Semaj	Semaj
Семаја	Semaya	Semaja
Семараим	Semaraim	Semaraim
Семариј	Semarium	Semarij
Семарија	Semaria	Semarija
Семаријците	The Samaritans	Semarijtsite
Сематиеви	Semathiev	Sematievi
Сематиј	Semathius	Sematij
Семахиј	Semahius	Semakhij
Семахија	Semakhia	Semakhija
семе	seed	seme
Семегар	Semegar	Semegar
Семеев	Semeev	Semeev
Семееви	Families	Semeevi
Семеевите	The Semey family	Semeevite
Семеево	Family	Semeevo
семеен	family	semeen
Семеиев	Semeyev	Semeiev
Семеиеви	Families	Semeievi
Семеиевите	The family	Semeievite
семеизлив	ejaculation	semeizliv
семеизливот	ejaculation	semeizlivot
Семеинов	Semeinov	Semeinov
семеј	family	semej
Семеја	Family	Semeja
семејната	family	semejnata
семејни	family	semejni
семејните	family	semejnite
Семејов	Semeyov	Semejov
семејства	families	semejstva
семејствава	these families	semejstvava
семејствата	families	semejstvata
семејство	family	semejstvo
семејството	family	semejstvoto
семеносна	seed-bearing	semenosna
Семеонови	Semyonov	Semeonovi
Семер	Semer	Semer
Семераим	Semeraim	Semeraim
Семераимската	The Semeraim	Semeraimskata
семерскиот	the Semitic	semerskiot
Семес	Semes	Semes
семетечение	seminal fluid	semetechenie
семето	the seed	semeto
Семидини	Semi-finished products	Semidini
Семиеви	Family	Semievi
Семиевиот	Sammy's	Semieviot
Семија	Semia	Semija
Семин	Semin	Semin
семиња	seeds	seminja
семињата	the seeds	seminjata
Семира	Semira	Semira
Семираелови	Semiraelites	Semiraelovi
Семирамот	The Semiramis	Semiramot
Семирамота	Semiramota	Semiramota
Семирови	Semirovich	Semirovi
семките	the seeds	semkite
Семна	Semna	Semna
Семоќ	Omnipotence	Semokj
семоќен	omnipotent	semokjen
семоќни	omnipotent	semokjni
семоќниот	the almighty	semokjniot
Семрим	Semrim	Semrim
Семрон	Semron	Semron
сен	dream	sen
сена	hay	sena
Сенаа	Senaa	Senaa
Сенаар	Shinar	Senaar
Сенаеви	Senaev	Senaevi
Сенаини	Senaini	Senaini
Сенам	Senam	Senam
Сенан	Senan	Senan
Сенар	Sennar	Senar
Сенара	Senara	Senara
Сенарска	Senarska	Senarska
Сенарската	The Sennar	Senarskata
сенарски	Sennar	senarski
сенарскот	the senary	senarskot
Сенасар	Senasar	Senasar
Сенахерим	Sennacherib	Senakherim
Сенахерима	Sennacherib	Senakherima
Сенахир	Sennacherib	Senakhir
Сенахирим	Sennacherib	Senakhirim
Сенахирима	Sennacherib	Senakhirima
Сенахиримовите	Sennacherib	Senakhirimovite
Сенахировите	Sennacherib	Senakhirovite
Сене	Sene	Sene
Сенеја	Seneca	Seneja
Сени	Seni	Seni
сение	porch	senie
сението	the shade	senieto
Сенир	Senior	Senir
сенирски	senior	senirski
сенирските	senior citizens	senirskite
сеница	gazebo	senitsa
сеницата	the gazebo	senitsata
сеници	gazebos	senitsi
сениците	the gazebos	senitsite
сенка	shadow	senka
сенката	the shadow	senkata
сенки	shadows	senki
сенките	the shadows	senkite
сено	hay	seno
сеното	the hay	senoto
Сенуиев	Senuyev	Senuiev
Сенуин	Senuin	Senuin
сенчести	shady	senchesti
сенчестите	the shady ones	senchestite
сенчесто	shady	senchesto
сење	sowing	senje
Сеобидоа	They tried.	Seobidoa
Сеон	Seon	Seon
Сеорим	Seorim	Seorim
Сеорима	Seorima	Seorima
сеосили	omnipotent	seosili
сепак	however	sepak
сепале	sepals	sepale
сепалени	burnt	sepaleni
сепалениси	sepalenisi	sepalenisi
сепаленица	burnt offering	sepalenitsa
сепаленицата	the burnt offering	sepalenitsata
сепаленици	burnt offerings	sepalenitsi
сепалениците	burnt offerings	sepalenitsite
сепалеции	sepals	sepaletsii
сепалиница	semolina	sepalinitsa
сепалиници	firecrackers	sepalinitsi
сепалненици	all-purpose flour	sepalnenitsi
Сепарваим	Sepharvaim	Separvaim
Сеправедниот	The All-Just	Sepravedniot
септември	September	septemvri
Сепфамара	Sepphamara	Sepfamara
Сепфариум	Seppharium	Sepfarium
Сепфаруим	Sepharuim	Sepfaruim
сепфаруимски	Sepharuim	sepfaruimski
Сепфаруимците	The Sepharvites	Sepfaruimtsite
Сепфон	Sepphone	Sepfon
Сепфора	Sephora	Sepfora
Сепфоров	Sepphorov	Sepforov
Сепфоровиот	Sepphorus	Sepforoviot
сер	sir	ser
сера	sera	sera
серазвеселивме	we all cheered up	serazveselivme
Сераиевиот	The Seraiah	Seraieviot
Сераија	Seraiah	Seraija
Сераиното	The Seraino	Serainoto
Серај	Seraj	Seraj
Сераја	Seraya	Seraja
Серанија	Serrania	Seranija
серафим	seraphim	serafim
серафими	seraphim	serafimi
серафимите	the seraphim	serafimite
серафимот	the seraphim	serafimot
Серах	Serah	Serakh
Сергиј	Sergius	Sergij
Серевиј	Serebius	Serevij
Серевија	Seravia	Serevija
Серед	Inside	Sered
Середиев	Serediev	Serediev
Серес	Ceres	Seres
Сереса	Ceresa	Seresa
Серет	Seret	Seret
сериозен	serious	seriozen
сериозна	serious	seriozna
сериозни	serious	seriozni
сериозно	seriously	seriozno
сериозност	seriousness	serioznost
серкс	circus	serks
Серор	Seror	Seror
Серуа	Serua	Serua
Серугов	Serugov	Serugov
Серуин	Seruin	Seruin
Серуина	Seruina	Seruina
Серуини	Cerwini	Seruini
Серуиниот	The Seruin	Seruiniot
Серуинови	Seruins	Seruinovi
Серуја	Seruya	Seruja
Серух	Seruh	Serukh
Серуха	Seruha	Serukha
Серухов	Serukhov	Serukhov
Серуховото	Seruhovoto	Serukhovoto
Сесај	Say	Sesaj
Сесаја	Sesaya	Sesaja
Сесах	Sesah	Sesakh
Сесветиот	The All-Holy	Sesvetiot
Сесиј	Session	Sesij
сесилниот	the almighty	sesilniot
сесите	the sessions	sesite
сесрдните	the wholehearted	sesrdnite
сесрдно	wholeheartedly	sesrdno
сесрдност	wholeheartedness	sesrdnost
сестра	sister	sestra
сестрани	versatile	sestrani
сестрано	versatile	sestrano
сестрата	the sister	sestrata
сестри	sisters	sestri
сестрин	sister	sestrin
сестринска	sister's	sestrinska
сестрите	the sisters	sestrite
сестричка	little sister	sestrichka
сестричке	little sister	sestrichke
сестро	sister	sestro
сет	set	set
сета	all	seta
сетам	I remember	setam
Сетар	Setar	Setar
сетат	they remember	setat
сете	all	sete
сетевме	we remembered	setevme
сетете	remember	setete
сети	remember	seti
сетив	I remembered	setiv
сетивме	we remembered	setivme
сетија	memories	setija
сетилата	the senses	setilata
сетина	memory	setina
Сетирот	The Setyr	Setirot
сетите	remember	setite
сетици	tens	setitsi
сетиш	you remember	setish
сетливо	thoughtfully	setlivo
сетникот	the memory	setnikot
сетница	reminder	setnitsa
сето	everything	seto
сеттата	the set	settata
сетти	setti	setti
сеттиот	the seventh	settiot
Сетур	Setur	Setur
Сеф	Safe	Sef
сефалениот	the self-praised one	sefaleniot
Сефам	Sepham	Sefam
Сефамиев	Sefamiev	Sefamiev
Сефанов	Sefanov	Sefanov
Сефар	Sephar	Sefar
Сефарад	Sephardic	Sefarad
Сефарваим	Sepharvaim	Sefarvaim
сефарваимски	Sepharvaim	sefarvaimski
сефарваимските	the Sepharvaim	sefarvaimskite
Сефарваимците	The Sepharvaim	Sefarvaimtsite
Сефарвим	Sepharvim	Sefarvim
Сефард	Sephardic	Sefard
Сефат	Sefat	Sefat
Сефата	The safe	Sefata
Сефатиев	Sefatiev	Sefatiev
Сефатиеви	Sefatievs	Sefatievi
Сефатиини	Sephatini	Sefatiini
Сефатиините	The Sephatins	Sefatiinite
Сефатиј	Sefatius	Sefatij
Сефатиови	Sefati's	Sefatiovi
Сефатската	The Sephatian	Sefatskata
Сефела	Sefela	Sefela
Сефер	Sefer	Sefer
Сеферијците	The Sepherites	Seferijtsite
Сефиј	Sephi	Sefij
Сефија	Sephia	Sefija
Сефин	Sefin	Sefin
Сефирови	Sephiras	Sefirovi
Сефо	Sefo	Sefo
Сефон	Siphon	Sefon
Сефоров	Seforov	Seforov
Сефоровиот	Sephora's	Seforoviot
Сефуван	Safe	Sefuvan
Сефуфам	Sefufam	Sefufam
Сеханиев	Sekhaniev	Sekhaniev
Сеханиеви	Sekhanievs	Sekhanievi
Сеханиевите	The Sehanians	Sekhanievite
Сеханиј	Sechanius	Sekhanij
Сеханија	Sechania	Sekhanija
Сехах	Sahah	Sekhakh
Сехаха	Sehaha	Sekhakha
Сехем	Sechem	Sekhem
Сехемови	Sechems	Sekhemovi
Сехениев	Secheniev	Sekheniev
Сехенија	Sechenia	Sekhenija
Сехија	Sehiya	Sekhija
Сехим	Sehim	Sekhim
Сехонија	Sechoniah	Sekhonija
Сеху	Sehu	Sekhu
сец	sec	sets
сеци	cuts	setsi
сецот	the cut	setsot
сечам	I am cutting.	secham
сечари	woodcutters	sechari
сечат	they cut	sechat
сече	cut	seche
сечеа	they cut	sechea
сечев	I cut.	sechev
Сечејќи	Cutting	Sechejkji
сечен	cut	sechen
сечени	cut	secheni
сечените	the cut ones	sechenite
сечење	cutting	sechenje
сечете	cut	sechete
сечеш	you cut	sechesh
сечеше	cut	secheshe
сечи	cutting	sechi
сечива	blades	sechiva
сечиво	blade	sechivo
сечие	cutting	sechie
сечии	everyone's	sechii
сечија	everyone's	sechija
сечијата	everyone's	sechijata
сечила	blades	sechila
сечило	blade	sechilo
сечилото	the blade	sechiloto
сечината	the clearing	sechinata
сечки	election	sechki
сеш	sesh	sesh
сеше	sat down	seshe
сешто	everything	seshto
си	you are	si
Сиа	Sia	Sia
Сиан	Xian	Sian
Сиаха	Siaha	Siakha
Сибекај	Sibekaj	Sibekaj
сиболет	sibolet	sibolet
сив	gray	siv
Сива	Gray	Siva
сивамска	Sivam	sivamska
сивамските	the Sivams	sivamskite
сивамското	the Sivamian	sivamskoto
сиван	gray	sivan
Сиварим	Sivarim	Sivarim
сиве	gray	sive
Сивехај	Siwehai	Sivekhaj
сиви	gray	sivi
Сивиа	Sivia	Sivia
Сивиј	Gray	Sivij
Сивија	Sivia	Sivija
Сивината	The grayness	Sivinata
сивите	the gray ones	sivite
Сивма	Sivma	Sivma
сивмајска	Sivmajska	sivmajska
сивмански	Sivmanski	sivmanski
сивновите	the Sivanites	sivnovite
сиво	gray	sivo
Сивраим	Sivraim	Sivraim
Сивхај	Sivhai	Sivkhaj
Сигор	Sigor	Sigor
Сигриј	Sigryus	Sigrij
сигур	sure	sigur
сигурен	sure	siguren
сигурна	safe	sigurna
сигурната	the safe one	sigurnata
сигурни	sure	sigurni
сигурниот	the safe one	sigurniot
сигурно	sure	sigurno
сигурност	security	sigurnost
сидање	descent	sidanje
Сидим	Siddim	Sidim
Сидимската	Siddim	Sidimskata
Сидон	Sidon	Sidon
Сидона	Sidon	Sidona
Сидоне	Sidon	Sidone
Сидонки	Sidonians	Sidonki
