-Abarīmas	-Abarimas
saiesanas	gatherings
saiešanas	gatherings
saieta	meeting
saietas	meetings
saiets	meeting
saietu	meeting
saīga	saiga
saīguši	healed
saime	family
saimē	in the family
saimei	family
saimes	families
saimi	family
saimnieces	mistresses
saimniecība	farm
saimniecībā	on the farm
saimniecības	farms
saimniecībās	on farms
saimniecību	farm
saimniekam	to the owner
saimniekojot	while farming
saiņi	bundles
saiņos	in bundles
saiņu	bundle
šaipus	this way
sairst	to fall apart
šais	this one
saīsinājis	shortened
saīsinājums	abbreviation
saīsinās	shortens
saisinātas	related
saīsinātas	shortened
saīsināti	abbreviated
saista	binds
saistās	binds
saistekļus	ties
saistībām	obligations
saistības	obligations
saistīdamies	binding
saistīdams	binding
saistīja	tied
saistījās	bound
saistījies	bound
saistījis	tied
saistījuši	tied
saistījušies	bound
saistīs	will bind
saistīsi	will tie
saistīsiet	will bind
saistīt	to bind
saistīta	related
saistītā	related
saistītais	related
saistītajos	related
saistītas	related
saistītās	related
saistītiem	related
saistīties	to bind
saistīts	related
saistītu	related
saistītus	related
saistot	binding
saišu	links
saite	link
saitē	in the link
saites	links
saitēs	in the links
saiti	link
Sajāja	Sajāya
šajās	in these
sajauc	mix
sajauca	mixed up
sajaucās	got mixed up
sajaucis	confused
sajaucot	mixing
sajauksim	let's mix
sajaukt	mix
sajaukta	mixed
sajauktas	mixed
sajaukti	mixed
sajauktiem	mixed
sajaukties	to mix up
sajaukts	mixed
sajauktu	mixed
sajaukusies	confused
sajaukušies	confused
šajos	in these
sajozās	confused
sajozieties	get confused
sāju	I saw
sajūgti	coupled
sajūkošo	confused
sajukumu	confusion
sajukušu	confused
sajūsma	excitement
sajūsmā	excited
sajūsmināts	excited
sajūsmu	excitement
sajust	to feel
sajustu	I would feel
sajūt	feel
sajuta	felt
sajūta	feeling
sajūtam	feeling
sajūtamā	tangible
sajūtams	perceptible
sajūtas	feelings
sajūti	feel
Sajūtiet	Feel it
sajutis	felt
sajutīs	feel short
sajutīsi	you will feel
sajutīsit	you will feel
sajutu	I felt
sajūtu	feeling
Sak	Say
sāk	begins
saka	says
sāka	started
šaka	shake
sakā-vuši	defeated
saka—jums	says—to you
sakait	say
sakaitina	irritates
sakaitinādami	irritatingly
sakaitināja	irritated
sakaitināt	to irritate
sakaitinātu	would annoy
sakala	divide
šakaļi	jackals
šakāļi	jackals
šakaļiem	jackals
šakāļiem	jackals
sakalst	wither
sakalta	dried
sakaltušas	withered
sakaltusi	withered
sakaltuši	withered
sakaltušie	withered
sakaltušu	withered
sakaltušus	withered
šakaļu	jackal
šakāļu	jackal
sakām	we say
sākam	let's start
sākām	we started
sakāmā	to be said
sakāmas	to say
sakāmiem	to say
sakāmo	to say
sakāmos	we will begin
sakampa	camp
sakampj	grab
sakampt	to grab
sakāms	to say
sakāmu	to say
sakāmus	to say
sakāmvārds	proverb
sakāmvārdu	proverb
sakaņā	in connection
sakāpa	climbed
sakapāja	chopper
sakapāt	to chop
sakara	connection
sakarā	regarding
sakari	communications
sakariem	communications
sakaros	in communication
sakars	communication
sakarst	heats up
sakarsuši	heated
sakārti	arranged
sakārto	arrange
sakārtoja	arranged
sakārtojas	getting better
sakārtojās	got organized
sakārtojiet	arrange
sakārtojis	arranged
sakārtoju	I arranged
sakārtojumā	in order
sakārtojumiem	arrangements
sakārtojusi	arranged
sakārtojušies	arranged
sakārtot	to arrange
sakārtotas	arranged
sakārtoti	arranged
sakārtotiem	organized
sakārtoties	to get organized
sakārtotos	sorted
sakārtots	organized
sakārtotu	would arrange
sakaru	communication
sakarus	communications
sakas	says
sākas	begins
sākās	started
sakāt	say
sākat	start
sakauj	defeat
sakauji	defeated
sakaus	will defeat
sakausējums	alloy
sakausi	gather
sakaut	defeat
sakauta	defeated
sakauti	defeated
sakauts	defeated
sakautu	defeated
sakāva	defeated
sakāvām	defeated
sakāve	defeat
sakāves	defeats
sakāvi	defeat
sakāvis	defeated
sakāvuši	defeated
sākdami	starting
sākdams	starting
saķēries	caught
saķers	will grip
saki	say
sakiet	say
saķildojās	quarreled
saķildojušies	quarreled
saklāja	covered
saklau-sīti	listen-sit
saklausāma	audible
saklausīsi	you will hear
saklausīt	to listen
sakļausit	will close
saknāju	I rooted
sakne	root
saknei	root
saknēm	roots
saknes	roots
sakni	root
saknītes	roots
sakņodamies	taking root
sakņojas	takes root
saķņojas	confused
sakņu	root
sakoda	bite
sakodīs	will bite
sakopj	clean up
sakopo	collect
sakopoja	tidied up
sakopojumi	collections
sakopojumu	tidying up
sakopošu	tidying up
Sakopoti	Collected
sakoptiem	tidy
sakosts	bitten
sakot	saying
sakot—nevienu	saying—no one
sākoties	starting
sākotnējie	initial
sakož	bites
sakrāj	collect
sakrāja	saved
sakrājās	accumulated
sakrāji	saved
sakrājiet	collect
sakrājis	accumulated
sakrāju	I saved
sakrājuši	have accumulated
sakrās	will accumulate
sakrāsi	you will collect
sakrāsies	will accumulate
sakrāšu	I will collect
sakrāt	to save
sakrātajās	accumulated
sakrāti	collected
sakratītu	would shake
sakraujiet	stack
sakraušu	I will stack
sakrauti	stacked
sakrauts	stacked
sakrāva	piled up
sakrita	coincided
sakropļojuši	mutilated
sakropļots	mutilated
sakrupušajai	shrunken
sāksies	will begin
sāksiet	will start
sāksim	let's start
sāksit	will start
sākšu	I will start
sākt	start
sākta	started
saktas	brooches
sāktos	would begin
sāktu	would start
saku	I say
sāku	I started
sakūda	shake
sakūdīja	shook
sakūdījis	shaken
sakūdījuši	shaken
sakūdīšu	I will shake
sakūlās	shakes
sakuldami	beating
sakulsi	beaten
sākums	beginning
sākumu	beginning
sakuploja	gathered
sakūra	sakura
sakurināja	ignited
sakurināt	to kindle
sakurs	burn
sakūruši	have kindled
sākušas	have begun
sākusi	started
sākuši	started
sakustas	shaken
sakustējās	moved
sakustēšanās	movement
sakustēšanos	movement
sakustēsies	will move
sakustētos	would move
sakustināja	moved
sakustināšu	I will move
sakustināt	to stir
sakustināti	moved
sakustināts	moved
sala	island
salā	on the island
Sala-manam	Island-man
salaida	joins
sālainajā	in the salty
salaist	to patch
salaista	broken
salaistas	patched
salaistiem	spliced
sālāja	salty
šalal	shalal
salām	islands
Salaman	Salaman
Salamana	Proverbs
Salamanam	To Solomon
Salamans	Solomon
Salamanu	Solomon
Salamanu—ēdomietim	Solomon—to the Edomite
Salamīnā	Salamis
salāpītām	patched up
salāpīti	patched up
salapojušiem	leafed
salas	islands
salās	on the islands
salasa	read
Salasait	Password
salasās	will read
salasi	collect
salasiet	read
salasīja	read
salasījāt	you read
salasījis	read
salasījums	reading
salasījušam	having read
salasījusi	read
salasījuši	have read
salasījušies	read
salasīs	will read
salasīsies	will read
salasīšu	I will read.
salasīt	to read
salasītu	read
salašņas	gossip
salašņu	frosty
salasu	I will read.
Salatiēla	Salathiel
Šalatiēla	Shealtiel
Salatiēls	Salathiel
Salatiēlu	Salathiel
salaulāta	married
Salaulātā	Married
salaupīja	robbed
salaupījis	robbed
salaupījuši	robbed
salaupītā	robbed
salaupītām	robbed
salaupītās	robbed
salaupīto	the looted
salaupīts	robbed
salauz	break
salauž	breaks
salauza	broke
salauzējs	breaker
salauzi	broke
salauziet	break
salauzījis	broken
salauzis	broken
salauzīs	will break
salauzīsit	will break
salauzīšu	I will break
salauzīt	to break
salauzīts	broken
salauzītu	broken
salauzt	to break
salauzta	broken
salauztam	broken
salauztas	broken
salauzti	broken
salauztiem	broken
salauzto	broken
salauzts	broken
salauztu	broken
salauzu	I broke
šalc	whisper
salda	sweet
saldā	sweet
saldai	sweet
saldajām	sweet
saldajiem	for the sweet
saldāki	sweeter
saldāks	sweeter
saldas	sweet
saldenu	sweet
saldi	sweet
saldiem	sweet
saldkārē	in a sweet tooth
saldkāres	sweet tooth
saldo	sweet
saldos	sweet
salds	sweet
saldu	sweet
saldumiem	sweets
saldums	sweetness
saldumu	sweets
Šalechetas	Shalechetas
Šalehetas	Shalekheta
Salemā	In Salem
Salemas	Salem
Salēmas	Salem
Šalepu	Shalepu
sāli	salt
sālī	in salt
salī-dzināms	comparable
salī-dzinātu	compare
Salīcis	Bent
salīdzi-nājumā	in comparison
salīdzi-nāšanos	comparison
salīdzinā-šanās	comparison
salīdzināja	compared
salīdzinājās	compared
salīdzinājis	compared
salīdzinājuma	comparison
salīdzinājumā	in comparison
salīdzinājumu	comparison
salīdzinām	let's compare
salīdzināmā	comparable
salīdzināmam	comparable
salīdzināmās	comparable
salīdzināms	comparable
salīdzinās	will compare
salīdzināšana	comparison
salīdzināšanai	for comparison
salīdzināšanas	comparison
salīdzināšanās	comparison
salīdzināšanos	comparison
salīdzināšanu	comparison
salīdzināsies	will compare
salīdzināsit	will compare
salīdzināšu	I will compare
salīdzināt	compare
salīdzināta	compared
salīdzinātāju	comparator
salīdzinātas	compared
salīdzināti	compared
salīdzināties	compare
salīdzinātos	would compare
salīdzināts	compared
salīdzinātu	would compare
Salīdzini	Compare
salīdzinies	compare
salīdzinu	I compare
salīdzis	compared
saliec	fold
saliecis	bent
saliedē	unite
saliedējās	united
saliedējot	uniting
saliek	assemble
saliekamus	foldable
saliekta	bent
saliektā	bent
saliektas	bent
salīga	icy
salīgojās	agreed
sālīgs	salty
salīgst	to agree
salīgstiet	agree
salīgtu	would agree
salīguši	agreed
salikt	to assemble
saliktam	assembled
saliktas	assembled
salikti	assembled
salikts	assembled
saliktu	would put together
saļima	break
Šalima	Shalim
Salimas	Salim
saļimis	folded
saļims	break
saliņai	for the island
salipušas	stuck together
sālīs	will salt
Šališa	Shalisha
sālīsi	salted
sālīta	salted
sālītai	salted
sālīts	salted
sālītu	salted
Salkai	For sale
Šalkai	To Shalka
šalkoņas	murmurs
Salku	Salku
Sallajs	Sallay
Šalluma	Shallum
Sallus	Sallus
Salma	Salma
Šalmaja	Shalmaya
Salmanasars	Salmanasar
Šalmans	Shalman
Salmas	Salma
salmi	straw
salmiem	straw
salmiņš	straw
Salmona	Salmon
Salmones	Salmon
Salmoni	Salmon
Salmons	Salmon
Salmonu	Salmon
salmos	in straw
salmu	straw
salmus	straw
salnu	frost
saļodzījās	wobbled
saloki	folds
Salome	Salome
Salomona	Solomon
Salomons	Salomon
Salomonu	Solomon
sals	frost
sāls	salt
sāļš	salty
sālsavots	salt spring
Sālsjūļras	Salt marshes
salta	cold
saltumā	in the cold
saltus	cold
salu	island
Saluma	Salum
Šaluma	Shalum
Salums	Salum
Šalums	Shalum
Salumu	Salum
Šalumu	Shalom
Salus	Islands
salūst	breaks
salūzis	broken
salūzīs	will break
salūzt	to break
salūzušo	broken
šām	for
Sama	Catfish
Šama	Shame
Samaijas	Samayas
samaisi	mix
samaitā	corrupt
samaitāja	corrupted
samaitājusi	corrupted
samaitās	corrupt
samaitāšanā	in corruption
samaitāšanai	for corruption
samaitāšanas	corruption
samaitāšanu	corruption
samaitāšu	corrupt
samaitāt	to corrupt
samaitāta	corrupted
samaitātā	corrupt
samaitātas	corrupted
samaitātās	corrupted
samaitāti	corrupted
samaitātību	corruption
samaitāts	corrupted
samaitātu	corrupt
Šamaja	Shamaya
Šamajs	Shamai
Šamaju	Shamaya
samaksā	pay
samaksāja	paid
samaksājis	paid
samaksāšu	I will pay.
samaksāt	to pay
samaksāts	paid
samaksu	payment
samala	small
samalsi	grind
samalt	grind
samalti	grind
samalu	grind
Šamam	Shamam
samanītu	Samanid
samanto	Samantha
samaņu	consciousness
Samari-jas	Samaria
samarieši	Samaritans
samariešiem	to the Samaritans
samariešu	Samaritan
samariete	Samaritan
samāriete	Samaritan
samarietes	Samaritans
samārietes	Samaritans
samarietis	Samaritan
Samarija	Samaria
Samarijā	In Samaria
Samarijai	Samaria
Samarijas	Samaria
Samariju	Samaria
samazgas	washes
samazināju	reduced
samazināsies	will decrease
samazināto	reduced
samazināts	reduced
samazinot	reducing
sameklē	find
sameklēdams	searching
sameklēja	searched
Sameklējiet	Find it
sameklēju	I found
sameklēs	will find
Sameklēsim	Let's find it.
sameklēšu	I will find
sameklēt	to find
sameklētu	would find
samēra	measure
samērā	relatively
samēriem	proportions
samērus	proportionally
samērus—tu	in proportion—you
sameta	threw
sametas	sweeps
sametās	will be thrown
Sametiet	Throw it away
sametinātu	welded
sametušās	gathered
Šamgara	Shamgar
Šamgars	Shamgar
Samgars-Nebo	Shamgar-Nebo
Šamhuts	Shamhut
samīca	kneaded
samīci	knead
samīcīja	crushed
samīcījis	crushed
samīda	trampled
samīdami	trampled
samīdāt	to trample
samīdīju	trampled
samīdījuši	trampled
samīdīšanai	trampling
samīdīt	trample
samierināja	reconciled
samierinājās	reconciled
samierinājies	reconciled
samierinās	reconciles
samierināšanās	reconciliation
samierinātāju	conciliator
samierināties	to reconcile
samierinies	reconcile
samierinieties	reconcile
samin	to crush
samina	sad
saminam	for the sake of
saminama	saminame
saminami	to be exchanged
saminat	to break
saminējus	having mentioned
saminis	Sami
saminu	I am surprised.
saminuši	have stumbled
Šamīra	Shamir
Šamīrā	In Shamir
Šamīrs	Shamir
samīs	Sami
samīšanai	trampling
samīsi	you will be fine
samīsit	you will crush
samīšu	Sami
samīt	trample
samīti	to meet
samītu	summit
Samla	Sand
Šamma	Shamma
Šamma—valdnieks	Shammah—ruler
Šammas	Shamma
Samosā	In Samos
Samotrākē	Samothrace
Samotrakiju	Samothrace
Samotrāķiju	Samothrace
Šamots	Fireclay
Sampsonu	Sampson
Šamšerajs	Shamsheraj
Samsonu	Samson
Samu	Samoan
Samu-ēlam	To Samuel
Samua	Samoa
Šamua	Shamu
Šamuas	Chamois
Samuēja	Samoë
Samuēl	Samuel
Samuēla	Samuel
Samuēlam	To Samuel
Samuēls	Samuel
Samuēlu	Samuel
samulsa	embarrassed
samulsinādami	embarrassingly
samulsinājuši	embarrassed
samulsinās	will be embarrassed
samulsināsi	you will embarrass
samulsināšu	I will embarrass
samulsināties	to be embarrassed
samusina	confuses
sanāca	got together
sanācām	we met
Sanāciet	Meet
sanācis	met
sanāk	meet
sanākam	let's meet
sanākat	meet
sanākdami	meeting
sanāks	will meet
sanāks-mēs	we will meet
sanāksme	meeting
sanāksmē	at the meeting
sanāksmei	for the meeting
sanāksmes	meetings
sanāksmēs	in meetings
sanāksmi	meeting
sanāksmju	meetings
sanākt	to meet
sanāktu	would come together
sanākušajām	gathered
sanākušās	gathered
sanākusi	met
sanākuši	gathered
sanākušo	gathered
sanākušus	having gathered
Sanballata	Sanballat
Sanballats	Sanballat
Sanballatu	Sanballat
sāncense	rival
sandalēm	sandals
sandales	sandals
sandali	sandals
saņem	receives
saņēma	received
saņemam	we receive
saņēmām	we received
saņemami	receivable
saņemat	you receive
saņēmāt	received
saņemdami	receiving
saņemdams	receiving
saņēmējam	to the recipient
saņēmēji	recipients
saņēmējiem	recipients
saņēmēju	recipient
saņēmi	received
Saņemies	Get up.
saņemiet	receive
saņēmis	received
saņems	will receive
saņemsi	you will receive
saņemsiet	will receive
saņemsim	we will receive
saņemsit	will receive
saņemta	received
saņemtais	received
saņemti	received
saņemtos	received
saņēmu	received
saņēmu-šas	received
saņēmušas	received
saņēmusi	received
saņēmuši	received
sanes	drift
sanesa	alluvium
sanesiet	drift
sanesīs	drift
Sanheriba	Sennacherib
Sanheribs	Sennacherib
Sanheribu	Sennacherib
sanīdies	meet
sāniem	sideways
sanikno	enrage
saniknojās	got angry
saniknotā	enraged
sānis	side
sānkauliem	ribs
sānkaulu	costal bone
Sanoa	Sanoa
Sanoā	Sanoa
Sanoas	Sanoa
sānos	on the side
Sansana	Sansan
sānu	side
sāņus	sideways
saoda	smell
sāp	hurts
sapelējusi	moldy
sapelnīja	earned
sapelnīju	I earned
sāpēm	for pain
sāpēs	will hurt
Sapfiru	Sapphire
sāpīgā	painful
sāpīgas	painful
sāpīgi	painfully
sāpina	hurts
sāpināja	hurt
sapinas	entangles
sapinās	entangled
sapinies	tangled
sapinis	tangled
sapinusies	tangled
sapīsies	will get tangled
sapītas	intertwined
sapīties	to get entangled
sapītos	would intertwine
sāpiu	I hurt.
sāpju	pain
saplaisāja	cracked
saplaisās	cracks
saplaisāt	to crack
saplakdami	flattening
saplaks	flat
sapļautos	would break up
saplēš	tears
saplēsa	tore
Saplēsiet	Tear it up
saplēsis	torn
saplēsīs	will tear
saplēsīšu	I will tear
saplēst	to tear
saplēstajā	torn
saplēstajās	torn
saplēstām	torn
saplēsu	I will tear
saplīst	to break
saplīstat	you break
saplok	fold
saplosa	torn apart
saplosi	torn
saplosīdami	tearing apart
Saplosiet	Tear apart
saplosīja	tore
saplosījis	torn
saplosījušas	torn
saplosījuši	torn
saplosīs	will tear
saplosīšu	I will tear
saplosīt	to tear
saplosīta	torn
saplosītā	torn
saplosītiem	torn
saplosīto	torn
saplosīts	torn
saplosītu	torn
saplosu	I will tear
saplūdīs	will merge
saplūduši	merged
saplūst	merge
sapņa	dream
sapni	dreams
sapnī	in a dream
sapņi	dreams
sapņiem	dreams
sapnim	for a dream
sapnis	dream
sapņo	dreaming
sapņoja	dreamed
sapņojām	we dreamed
sapņoji	dreamed
sapņojis	dreamed
sapņoju	I dreamed
sapņojuši	dreamed
sapņos	in dreams
sapņotājs	dreamer
sapņotāju	dreamer
sapņu	dream
sapņus	dreams
saposās	will get together
saposta	ruined
saprašana	understanding
saprašanā	in understanding
saprašanai	for understanding
saprašanas	understanding
saprašanu	understanding
saprast	understand
saprasts	understood
saprastu	would understand
saprata	understood
saprāta	of reason
saprātam	for reason
sapratāt	understood
sapratīga	intelligent
saprātīga	reasonable
sapratīgais	intelligent
saprātīgais	the intelligent one
sapratīgajam	to the intelligent
sapratīgajiem	for the intelligent
sapratīgākajiem	for the most intelligent
saprātīgākajiem	the most intelligent
sapratīgam	intelligent
saprātīgām	reasonable
sapratīgas	intelligent
sapratīgi	intelligently
saprātīgi	reasonably
sapratīgie	intelligent
sapratīgiem	intelligent
saprātīgiem	reasonable
sapratīgo	the intelligent
sapratīgs	intelligent
saprātīgs	reasonable
sapratīgu	intelligent
saprātīgu	reasonable
sapratīgus	intelligent
sapratis	understood
sapratīs	will understand
sapratīsi	you will understand
sapratīsiet	you will understand
sapratīsit	you will understand
sapratnē	in understanding
saprāts	intelligence
saprātu	reason
sapratuši	understood
saprazdami	understandingly
saprecamies	let's get married
saprot	understands
saprotam	we understand
saprotama	understandable
saprotamas	understandable
saprotami	understandably
saprotams	understandable
saprotamu	understandable
saprotat	you understand
saproti	understand
saprotiet	understand
saprotu	I understand
sapuicē	boyish
sapuiic	boy
sapul-cējušies	gathered
sapulce	meeting
sapulcē	at the meeting
sapulcei	for the meeting
sapulcēja	gathered
sapulcējas	gathers
sapulcējās	gathered
sapulcējaties	gather together
Sapulcējiet	Gather
sapulcējieties	gather together
Sapulcējieties—es	Gather together—I
sapulcējis	gathered
sapulcējoties	gathering
sapulcējušās	gathered
sapulcējuši	gathered
sapulcējusies	gathered
sapulcējušies	gathered
sapulcējušos	gathered
sapulcēm	meetings
sapulces	meetings
sapulcēs	in meetings
sapulcēšanās	gathering
sapulcēsies	will gather
sapulcēšu	will gather
sapulcētā	gathered
sapulcētai	gathered
sapulcētajiem	to the assembled
sapulcētas	gathered
sapulcētās	gathered
sapulcēti	gathered
sapulcētie	gathered
sapulcētiem	gathered
sapulcēties	to gather
sapulcēto	gathered
sapulcētu	would gather
sapulci	meeting
sapulcina	gathers
sapulcinādams	gathering
sapulcināja	gathered
sapulcinājis	gathered
sapulcināju	gathered
sapulcinājuši	gathered
sapulcinās	will gather
sapulcināšu	I will gather
sapulcināt	to gather
sapulcināta	gathered
sapulcinātai	gathered
sapulcinātam	gathered
sapulcinātas	gathered
