the	ðiː	t-h-ē	ㄘㄧ	該
sharing	ˈʃeərɪŋ	sh-ã-r-i-ng	ㄕㄝㄦㄖㄧㄥ	分享
shares	ʃeəz	sh-ã-z	ㄕㄝㄦㄗ	分享
share	ʃeə	sh-ã	ㄕㄝㄦ	分享
discharged	dɪsˈʧɑːʤd	d-i-s-ch-ä-y-d	ㄉㄧㄙㄓㄚㄓㄉ	出院
flees	fliːz	f-l-ē-z	ㄈㄌㄧㄗ	出逃
hemorrhage	ˈhɛmərɪʤ	h-é-m-ə-r-i-y	ㄏㄜㄇㄦㄖㄧㄓ	出血
brilliantly	ˈbrɪljəntli	b-r-i-l-y-ə-n-t-l-ē	ㄅㄖㄧㄌㄡㄣㄉㄌㄧ	出色
rental	ˈrɛntl	r-é-n-t-l	ㄖㄜㄋㄉㄌ	出租
rent	rɛnt	r-é-n-t	ㄖㄜㄋㄉ	出租
letting	ˈlɛtɪŋ	l-é-t-i-ng	ㄌㄜㄉㄧㄥ	出租
departing	dɪˈpɑːtɪŋ	d-i-p-ä-t-i-ng	ㄉㄧㄅㄚㄉㄧㄥ	出發
births	bɜːθs	b-û-th-s	ㄅㄦㄊㄙ	出生
emerge	ɪˈmɜːʤ	i-m-û-y	ㄧㄇㄦㄓ	出現
arose	əˈrəʊz	ə-r-ə-oo-z	ㄦㄖㄦㄡㄗ	出現
arises	əˈraɪzɪz	ə-r-ī-z-i-z	ㄦㄖㄚㄧㄗㄧㄗ	出現
arise	əˈraɪz	ə-r-ī-z	ㄦㄖㄚㄧㄗ	出現
appears	əˈpɪəz	ə-p-ē-ə-z	ㄦㄅㄧㄦㄗ	出現
appearing	əˈpɪərɪŋ	ə-p-ē-ə-r-i-ng	ㄦㄅㄧㄦㄖㄧㄥ	出現
appeared	əˈpɪəd	ə-p-ē-ə-d	ㄦㄅㄧㄦㄉ	出現
appearance	əˈpɪərəns	ə-p-ē-ə-r-ə-n-s	ㄦㄅㄧㄦㄖㄣㄙ	出現
appear	əˈpɪə	ə-p-ē-ə	ㄦㄅㄧㄦ	出現
infested	ɪnˈfɛstɪd	i-n-f-é-s-t-i-d	ㄧㄋㄈㄜㄙㄉㄧㄉ	出沒
haunts	hɔːnts	h-ô-n-t-s	ㄏㄛㄋㄗ	出沒
haunt	hɔːnt	h-ô-n-t	ㄏㄛㄋㄉ	出沒
attending	əˈtɛndɪŋ	ə-t-é-n-d-i-ng	ㄦㄉㄜㄋㄉㄧㄥ	出席
attended	əˈtɛndɪd	ə-t-é-n-d-i-d	ㄦㄉㄜㄋㄉㄧㄉ	出席
attend	əˈtɛnd	ə-t-é-n-d	ㄦㄉㄜㄋㄉ	出席
sold	səʊld	s-ə-oo-l-d	ㄙㄦㄡㄌㄉ	出售
exit	ˈɛksɪt	é-k-s-i-t	ㄜㄍㄙㄧㄉ	出口
dispatched	dɪsˈpæʧt	d-i-s-p-a-ch-t	ㄉㄧㄙㄅㄚㄓㄉ	出動
recessed	rɪˈsɛst	r-i-s-é-s-t	ㄖㄧㄙㄜㄙㄉ	凹進
caesar	ˈsiːzə	s-ē-z-ə	ㄙㄧㄗㄦ	凱撒
kain	kain	k-a-ē-n	ㄍㄞㄋ	凱因
kenan	kenan	k-e-n-a-n	ㄍㄝㄋㄢ	凱南
mortals	ˈmɔːtlz	m-ô-t-l-z	ㄇㄛㄉㄌㄗ	凡人
mortal	ˈmɔːtl	m-ô-t-l	ㄇㄛㄉㄌ	凡人
staring	ˈsteərɪŋ	s-t-ã-r-i-ng	ㄙㄉㄝㄦㄖㄧㄥ	凝視
peered	pɪəd	p-ē-ə-d	ㄅㄧㄦㄉ	凝視
gazing	ˈgeɪzɪŋ	g-ā-z-i-ng	ㄍㄝㄧㄗㄧㄥ	凝視
gazed	geɪzd	g-ā-z-d	ㄍㄝㄧㄗㄉ	凝視
gaze	geɪz	g-ā-z	ㄍㄝㄧㄗ	凝視
gob	gɒb	g-o-b	ㄍㄛㄅ	凝塊
curds	kɜːdz	k-û-d-z	ㄍㄦㄉㄗ	凝乳
awe-inspiring	ɔː-ɪnˈspaɪərɪŋ	ô-i-n-s-p-ī-ə-r-i-ng	ㄛ-ㄧㄋㄙㄅㄚㄧㄦㄖㄧㄥ	凜然
freezes	ˈfriːzɪz	f-r-ē-z-i-z	ㄈㄖㄧㄗㄧㄗ	凍結
calm	kɑːm	k-ä-m	ㄍㄚㄇ	冷靜
sneered	snɪəd	s-n-ē-ə-d	ㄙㄋㄧㄦㄉ	冷笑
sneer	snɪə	s-n-ē-ə	ㄙㄋㄧㄦ	冷笑
indifferent	ɪnˈdɪfrənt	i-n-d-i-f-r-ə-n-t	ㄧㄋㄉㄧㄈㄖㄣㄉ	冷漠
firs	fɜːz	f-û-z	ㄈㄦㄗ	冷杉
fir	fɜː	f-û	ㄈㄦ	冷杉
cooling	ˈkuːlɪŋ	k-ū-l-i-ng	ㄍㄨㄌㄧㄥ	冷卻
cooled	kuːld	k-ū-l-d	ㄍㄨㄌㄉ	冷卻
freezing	ˈfriːzɪŋ	f-r-ē-z-i-ng	ㄈㄖㄧㄗㄧㄥ	冷凍
smelt	smɛlt	s-m-é-l-t	ㄙㄇㄜㄌㄉ	冶煉
hailstones	ˈheɪlstəʊnz	h-ā-l-s-t-ə-oo-n-z	ㄏㄝㄧㄌㄙㄉㄦㄡㄋㄗ	冰雹
hail	heɪl	h-ā-l	ㄏㄝㄧㄌ	冰雹
winter	ˈwɪntə	w-i-n-t-ə	ㄨㄧㄋㄉㄦ	冬季
wrongs	rɒŋz	r-o-ng-z	ㄖㄛㄥㄗ	冤屈
champion	ˈʧæmpjən	ch-a-m-p-y-ə-n	ㄓㄚㄇㄅㄡㄣ	冠軍
venture	ˈvɛnʧə	v-é-n-ch-ə	ㄈㄜㄋㄓㄦ	冒險
risked	rɪskt	r-i-s-k-t	ㄖㄧㄙㄍㄉ	冒險
risking	ˈrɪskɪŋ	r-i-s-k-i-ng	ㄖㄧㄙㄍㄧㄥ	冒著
offends	əˈfɛndz	ə-f-é-n-d-z	ㄦㄈㄜㄋㄉㄗ	冒犯
sacrilege	ˈsækrɪlɪʤ	s-a-k-r-i-l-i-y	ㄙㄚㄍㄖㄧㄌㄧㄓ	冒瀆
bubbling	ˈbʌblɪŋ	b-u-b-l-i-ng	ㄅㄨㄅㄌㄧㄥ	冒泡
bubbled	ˈbʌbld	b-u-b-l-d	ㄅㄨㄅㄌㄉ	冒泡
imitating	ˈɪmɪteɪtɪŋ	i-m-i-t-ā-t-i-ng	ㄧㄇㄧㄉㄝㄧㄉㄧㄥ	冒充
good-bye	gʊd-baɪ	g-oo-d-b-ī	ㄍㄡㄉ-ㄅㄚㄧ	再見
adjourned	əˈʤɜːnd	ə-y-û-n-d	ㄦㄓㄦㄋㄉ	再續
reappeared	ˌriːəˈpɪəd	r-ē-ə-p-ē-ə-d	ㄖㄧㄦㄅㄧㄦㄉ	再現
reappearance	ˌriːəˈpɪərəns	r-ē-ə-p-ē-ə-r-ə-n-s	ㄖㄧㄦㄅㄧㄦㄖㄣㄙ	再現
again	əˈgɛn	ə-g-é-n	ㄦㄍㄜㄋ	再次
remarry	riːˈmæri	r-ē-m-a-r-ē	ㄖㄧㄇㄚㄖㄧ	再婚
remarries	riːˈmæriz	r-ē-m-a-r-ē-z	ㄖㄧㄇㄚㄖㄧㄗ	再婚
specific	spɪˈsɪfɪk	s-p-i-s-i-f-i-k	ㄙㄅㄧㄙㄧㄈㄧㄍ	具體
possess	pəˈzɛs	p-ə-z-é-s	ㄅㄦㄗㄜㄙ	具有
has	hæz	h-a-z	ㄏㄚㄗ	具有
remaining	rɪˈmeɪnɪŋ	r-i-m-ā-n-i-ng	ㄖㄧㄇㄝㄧㄋㄧㄥ	其餘
followed	ˈfɒləʊd	f-o-l-ə-oo-d	ㄈㄛㄌㄦㄡㄉ	其次
actually	ˈækʧʊəli	a-k-ch-ü-ə-l-ē	ㄚㄍㄓㄡㄦㄌㄧ	其實
others	ˈʌðəz	u-t-h-ə-z	ㄨㄘㄦㄗ	其他
other	ˈʌðə	u-t-h-ə	ㄨㄘㄦ	其他
else	ɛls	é-l-s	ㄜㄌㄙ	其他
among	əˈmʌŋ	ə-m-u-ng	ㄦㄇㄨㄥ	其中
totaling	ˈtəʊtlɪŋ	t-ə-oo-t-l-i-ng	ㄉㄦㄡㄉㄌㄧㄥ	共計
governs	ˈgʌvənz	g-u-v-ə-n-z	ㄍㄨㄈㄣㄗ	共治
common	ˈkɒmən	k-o-m-ə-n	ㄍㄛㄇㄣ	共同
shared	ʃeəd	sh-ã-d	ㄕㄝㄦㄉ	共享
june	ʤuːn	y-ū-n	ㄓㄨㄋ	六月
sixty	ˈsɪksti	s-i-k-s-t-ē	ㄙㄧㄍㄙㄉㄧ	六十
rooster	ˈruːstə	r-ū-s-t-ə	ㄖㄨㄙㄉㄦ	公雞
publicity	pʌbˈlɪsɪti	p-u-b-l-i-s-i-t-ē	ㄅㄨㄅㄌㄧㄙㄧㄉㄧ	公開
highways	ˈhaɪweɪz	h-ī-w-ā-z	ㄏㄚㄧㄨㄝㄧㄗ	公路
boar	bɔː	b-ô	ㄅㄛ	公豬
accepted	əkˈsɛptɪd	ə-k-s-é-p-t-i-d	ㄦㄍㄙㄜㄅㄉㄧㄉ	公認
rams	ræmz	r-a-m-z	ㄖㄚㄇㄗ	公羊
bulls	bʊlz	b-oo-l-z	ㄅㄡㄌㄗ	公牛
bull	bʊl	b-oo-l	ㄅㄡㄌ	公牛
publicly	ˈpʌblɪkli	p-u-b-l-i-k-l-ē	ㄅㄨㄅㄌㄧㄍㄌㄧ	公然
openly	ˈəʊpnli	ə-oo-p-n-l-ē	ㄦㄡㄅㄋㄌㄧ	公然
civic	ˈsɪvɪk	s-i-v-i-k	ㄙㄧㄈㄧㄍ	公民
citizens	ˈsɪtɪznz	s-i-t-i-z-n-z	ㄙㄧㄉㄧㄗㄋㄗ	公民
citizen	ˈsɪtɪzn	s-i-t-i-z-n	ㄙㄧㄉㄧㄗㄋ	公民
impartial	ɪmˈpɑːʃəl	i-m-p-ä-sh-ə-l	ㄧㄇㄅㄚㄕㄦㄌ	公正
fairness	ˈfeənɪs	f-ã-n-i-s	ㄈㄝㄣㄧㄙ	公平
fair	feə	f-ã	ㄈㄝㄦ	公平
flats	flæts	f-l-a-t-s	ㄈㄌㄚㄗ	公寓
cemetery	ˈsɛmɪtri	s-é-m-i-t-r-ē	ㄙㄜㄇㄧㄉㄖㄧ	公墓
parks	pɑːks	p-ä-k-s	ㄅㄚㄍㄙ	公園
proclamation	ˌprɒkləˈmeɪʃən	p-r-o-k-l-ə-m-ā-sh-ə-n	ㄅㄖㄛㄍㄌㄦㄇㄝㄧㄕㄣ	公告
announcement	əˈnaʊnsmənt	ə-n-o-w-n-s-m-ə-n-t	ㄦㄋㄚㄡㄋㄙㄇㄣㄉ	公告
firm	fɜːm	f-û-m	ㄈㄦㄇ	公司
company	ˈkʌmpəni	k-u-m-p-ə-n-ē	ㄍㄨㄇㄅㄣㄧ	公司
announced	əˈnaʊnst	ə-n-o-w-n-s-t	ㄦㄋㄚㄡㄋㄙㄉ	公佈
princess	prɪnˈsɛs	p-r-i-n-s-é-s	ㄅㄖㄧㄋㄙㄜㄙ	公主
august	ˈɔːgəst	ô-g-ə-s-t	ㄛㄍㄦㄙㄉ	八月
gossip	ˈgɒsɪp	g-o-s-i-p	ㄍㄛㄙㄧㄅ	八卦
eighty	ˈeɪti	ā-t-ē	ㄝㄧㄉㄧ	八十
mutterings	ˈmʌtərɪŋz	m-u-t-ə-r-i-ng-z	ㄇㄨㄉㄦㄖㄧㄥㄗ	兩聲
twice	twaɪs	t-w-ī-s	ㄉㄨㄚㄧㄙ	兩次
two-edged	ˈtuːˈɛʤd	t-ū-é-y-d	ㄉㄨㄜㄓㄉ	兩刃
flanked	flæŋkt	f-l-a-ng-k-t	ㄈㄌㄚㄥㄍㄉ	兩側
completely	kəmˈpliːtli	k-ə-m-p-l-ē-t-l-ē	ㄍㄦㄇㄅㄌㄧㄉㄌㄧ	全然
annual	ˈænjʊəl	a-n-y-ü-ə-l	ㄚㄋㄡㄡㄦㄌ	全年
nationwide	ˈneɪʃənwaɪd	n-ā-sh-ə-n-w-ī-d	ㄋㄝㄧㄕㄣㄨㄚㄧㄉ	全國
inland	ˈɪnlənd	i-n-l-ə-n-d	ㄧㄋㄌㄣㄉ	內陸
internal	ɪnˈtɜːnl	i-n-t-û-n-l	ㄧㄋㄉㄦㄋㄌ	內部
insides	ɪnˈsaɪdz	i-n-s-ī-d-z	ㄧㄋㄙㄚㄧㄉㄗ	內部
neri	neri	n-e-r-ē	ㄋㄝㄖㄧ	內裡
underclothes	ˈʌndəkləʊðz	u-n-d-ə-k-l-ə-oo-t-h-z	ㄨㄋㄉㄦㄍㄌㄦㄡㄘㄗ	內衣
built	bɪlt	b-i-l-t	ㄅㄧㄌㄉ	內置
content	ˈkɒntɛnt	k-o-n-t-é-n-t	ㄍㄛㄋㄉㄜㄋㄉ	內容
inducted	ɪnˈdʌktɪd	i-n-d-u-k-t-i-d	ㄧㄋㄉㄨㄍㄉㄧㄉ	入選
enchanted	ɪnˈʧɑːntɪd	i-n-ch-ä-n-t-i-d	ㄧㄋㄓㄚㄋㄉㄧㄉ	入迷
entryway	entryway	e-n-t-r-y-w-ay	ㄝㄋㄉㄖㄩㄨㄚㄩ	入口
entrances	ˈɛntrənsɪz	é-n-t-r-ə-n-s-i-z	ㄜㄋㄉㄖㄣㄙㄧㄗ	入口
entrance	ˈɛntrəns	é-n-t-r-ə-n-s	ㄜㄋㄉㄖㄣㄙ	入口
invading	ɪnˈveɪdɪŋ	i-n-v-ā-d-i-ng	ㄧㄋㄈㄝㄧㄉㄧㄥ	入侵
invaded	ɪnˈveɪdɪd	i-n-v-ā-d-i-d	ㄧㄋㄈㄝㄧㄉㄧㄉ	入侵
invade	ɪnˈveɪd	i-n-v-ā-d	ㄧㄋㄈㄝㄧㄉ	入侵
stays	steɪz	s-t-ā-z	ㄙㄉㄝㄧㄗ	入住
enlisted	ɪnˈlɪstɪd	i-n-l-i-s-t-i-d	ㄧㄋㄌㄧㄙㄉㄧㄉ	入伍
child	ʧaɪld	ch-ī-l-d	ㄓㄚㄧㄌㄉ	兒童
sons	sʌnz	s-u-n-z	ㄙㄨㄋㄗ	兒子
son	sʌn	s-u-n	ㄙㄨㄋ	兒子
absolved	əbˈzɒlvd	ə-b-z-o-l-v-d	ㄦㄅㄗㄛㄌㄈㄉ	免除
lest	lɛst	l-é-s-t	ㄌㄜㄙㄉ	免得
convert	ˈkɒnvɜːt	k-o-n-v-û-t	ㄍㄛㄋㄈㄦㄉ	兌換
overcomes	ˌəʊvəˈkʌmz	ə-oo-v-ə-k-u-m-z	ㄦㄡㄈㄦㄍㄨㄇㄗ	克服
overcome	ˌəʊvəˈkʌm	ə-oo-v-ə-k-u-m	ㄦㄡㄈㄦㄍㄨㄇ	克服
claudius	ˈklɔːdɪəs	k-l-ô-d-ē-ə-s	ㄍㄌㄛㄉㄧㄦㄙ	克勞
restraint	rɪsˈtreɪnt	r-i-s-t-r-ā-n-t	ㄖㄧㄙㄉㄖㄝㄧㄋㄉ	克制
baldhead	baldhead	b-a-l-d-h-ea-d	ㄅㄚㄌㄉㄏㄝㄚㄉ	光頭
halo	ˈheɪləʊ	h-ā-l-ə-oo	ㄏㄝㄧㄌㄦㄡ	光環
sheen	ʃiːn	sh-ē-n	ㄕㄧㄋ	光澤
luster	ˈlʌstə	l-u-s-t-ə	ㄌㄨㄙㄉㄦ	光澤
smooth	smuːð	s-m-ū-t-h	ㄙㄇㄨㄘ	光滑
sleek	sliːk	s-l-ē-k	ㄙㄌㄧㄍ	光滑
honorably	ˈɒnərəbli	o-n-ə-r-ə-b-l-ē	ㄛㄋㄦㄖㄦㄅㄌㄧ	光榮
gloriously	ˈglɔːrɪəsli	g-l-ô-r-ē-ə-s-l-ē	ㄍㄌㄛㄖㄧㄦㄙㄌㄧ	光榮
grating	ˈgreɪtɪŋ	g-r-ā-t-i-ng	ㄍㄖㄝㄧㄉㄧㄥ	光柵
beam	biːm	b-ē-m	ㄅㄧㄇ	光束
brighter	ˈbraɪtə	b-r-ī-t-ə	ㄅㄖㄚㄧㄉㄦ	光明
honorable	ˈɒnərəbl	o-n-ə-r-ə-b-l	ㄛㄋㄦㄖㄦㄅㄌ	光彩
herald	ˈhɛrəld	h-é-r-ə-l-d	ㄏㄜㄖㄦㄌㄉ	先鋒
patriarchs	ˈpeɪtrɪɑːks	p-ā-t-r-i-ä-k-s	ㄅㄝㄧㄉㄖㄧㄚㄍㄙ	先祖
prophets	ˈprɒfɪts	p-r-o-f-i-t-s	ㄅㄖㄛㄈㄧㄗ	先知
sir	sɜː	s-û	ㄙㄦ	先生
precedes	pri(ː)ˈsiːdz	p-r-ē---s-ē-d-z	ㄅㄖㄧㄙㄧㄉㄗ	先於
previously	ˈpriːvjəsli	p-r-ē-v-y-ə-s-l-ē	ㄅㄖㄧㄈㄡㄦㄙㄌㄧ	先前
fiercest	ˈfɪəsɪst	f-ē-ə-s-i-s-t	ㄈㄧㄦㄙㄧㄙㄉ	兇猛
murderer	ˈmɜːdərə	m-û-d-ə-r-ə	ㄇㄦㄉㄦㄖㄦ	兇手
charging	ˈʧɑːʤɪŋ	ch-ä-y-i-ng	ㄓㄚㄓㄧㄥ	充電
adequate	ˈædɪkwɪt	a-d-i-k-w-i-t	ㄚㄉㄧㄍㄨㄧㄉ	充足
fullness	ˈfʊlnɪs	f-oo-l-n-i-s	ㄈㄡㄌㄋㄧㄙ	充滿
glutted	ˈglʌtɪd	g-l-u-t-i-d	ㄍㄌㄨㄉㄧㄉ	充斥
fully	ˈfʊli	f-oo-l-ē	ㄈㄡㄌㄧ	充分
full	fʊl	f-oo-l	ㄈㄡㄌ	充分
brothers	ˈbrʌðəz	b-r-u-t-h-ə-z	ㄅㄖㄨㄘㄦㄗ	兄弟
marshal	ˈmɑːʃəl	m-ä-sh-ə-l	ㄇㄚㄕㄦㄌ	元帥
permitting	pəˈmɪtɪŋ	p-ə-m-i-t-i-ng	ㄅㄦㄇㄧㄉㄧㄥ	允許
permitted	pəˈmɪtɪd	p-ə-m-i-t-i-d	ㄅㄦㄇㄧㄉㄧㄉ	允許
permission	pəˈmɪʃən	p-ə-m-i-sh-ə-n	ㄅㄦㄇㄧㄕㄣ	允許
allows	əˈlaʊz	ə-l-o-w-z	ㄦㄌㄚㄡㄗ	允許
allowing	əˈlaʊɪŋ	ə-l-o-w-i-ng	ㄦㄌㄚㄡㄧㄥ	允許
allowed	əˈlaʊd	ə-l-o-w-d	ㄦㄌㄚㄡㄉ	允許
allow	əˈlaʊ	ə-l-o-w	ㄦㄌㄚㄡ	允許
advantages	ədˈvɑːntɪʤɪz	ə-d-v-ä-n-t-i-y-i-z	ㄦㄉㄈㄚㄋㄉㄧㄓㄧㄗ	優點
advantage	ədˈvɑːntɪʤ	ə-d-v-ä-n-t-i-y	ㄦㄉㄈㄚㄋㄉㄧㄓ	優點
gracefully	ˈgreɪsfʊli	g-r-ā-s-f-oo-l-ē	ㄍㄖㄝㄧㄙㄈㄡㄌㄧ	優雅
elegant	ˈɛlɪgənt	é-l-i-g-ə-n-t	ㄜㄌㄧㄍㄣㄉ	優雅
superior	sju(ː)ˈpɪərɪə	s-yü---p-ē-ə-r-ē-ə	ㄙㄡㄨㄅㄧㄦㄖㄧㄦ	優越
graceful	ˈgreɪsfʊl	g-r-ā-s-f-oo-l	ㄍㄖㄝㄧㄙㄈㄡㄌ	優美
outstanding	aʊtˈstændɪŋ	o-w-t-s-t-a-n-d-i-ng	ㄚㄡㄉㄙㄉㄚㄋㄉㄧㄥ	優秀
excellent	ˈɛksələnt	é-k-s-ə-l-ə-n-t	ㄜㄍㄙㄦㄌㄣㄉ	優秀
precede	pri(ː)ˈsiːd	p-r-ē---s-ē-d	ㄅㄖㄧㄙㄧㄉ	優於
preferential	ˌprɛfəˈrɛnʃəl	p-r-é-f-ə-r-é-n-sh-ə-l	ㄅㄖㄜㄈㄦㄖㄜㄋㄕㄦㄌ	優惠
repay	rɪˈpeɪ	r-i-p-ā	ㄖㄧㄅㄝㄧ	償還
repaid	riːˈpeɪd	r-ē-p-ā-d	ㄖㄧㄅㄝㄧㄉ	償還
spite	spaɪt	s-p-ī-t	ㄙㄅㄚㄧㄉ	儘管
despite	dɪsˈpaɪt	d-i-s-p-ī-t	ㄉㄧㄙㄅㄚㄧㄉ	儘管
rituals	ˈrɪʧʊəlz	r-i-ch-ü-ə-l-z	ㄖㄧㄓㄡㄦㄌㄗ	儀式
ritually	ˈrɪʧʊəli	r-i-ch-ü-ə-l-ē	ㄖㄧㄓㄡㄦㄌㄧ	儀式
ritual	ˈrɪʧʊəl	r-i-ch-ü-ə-l	ㄖㄧㄓㄡㄦㄌ	儀式
rites	raɪts	r-ī-t-s	ㄖㄚㄧㄗ	儀式
rite	raɪt	r-ī-t	ㄖㄚㄧㄉ	儀式
observance	əbˈzɜːvəns	ə-b-z-û-v-ə-n-s	ㄦㄅㄗㄦㄈㄣㄙ	儀式
ceremony	ˈsɛrɪməni	s-é-r-i-m-ə-n-ē	ㄙㄜㄖㄧㄇㄣㄧ	儀式
ceremonies	ˈsɛrɪməniz	s-é-r-i-m-ə-n-ē-z	ㄙㄜㄖㄧㄇㄣㄧㄗ	儀式
ceremonially	ˌsɛrɪˈməʊnjəli	s-é-r-i-m-ə-oo-n-y-ə-l-ē	ㄙㄜㄖㄧㄇㄦㄡㄋㄡㄦㄌㄧ	儀式
ceremonial	ˌsɛrɪˈməʊnjəl	s-é-r-i-m-ə-oo-n-y-ə-l	ㄙㄜㄖㄧㄇㄦㄡㄋㄡㄦㄌ	儀式
instruments	ˈɪnstrʊmənts	i-n-s-t-r-oo-m-ə-n-t-s	ㄧㄋㄙㄉㄖㄡㄇㄣㄗ	儀器
instrument	ˈɪnstrʊmənt	i-n-s-t-r-oo-m-ə-n-t	ㄧㄋㄙㄉㄖㄡㄇㄣㄉ	儀器
price	praɪs	p-r-ī-s	ㄅㄖㄚㄧㄙ	價錢
prices	ˈpraɪsɪz	p-r-ī-s-i-z	ㄅㄖㄚㄧㄙㄧㄗ	價格
worth	wɜːθ	w-û-th	ㄨㄦㄊ	價值
valued	ˈvæljuːd	v-a-l-yü-d	ㄈㄚㄌㄡㄨㄉ	價值
hired	ˈhaɪəd	h-ī-ə-d	ㄏㄚㄧㄦㄉ	僱用
employees	ˌɛmplɔɪˈiːz	é-m-p-l-o-ē-ē-z	ㄜㄇㄅㄌㄛㄧㄧㄗ	僱員
servant	ˈsɜːvənt	s-û-v-ə-n-t	ㄙㄦㄈㄣㄉ	僕人
merely	ˈmɪəli	m-ē-ə-l-ē	ㄇㄧㄦㄌㄧ	僅僅
barely	ˈbeəli	b-ã-l-ē	ㄅㄝㄦㄌㄧ	僅僅
topple	ˈtɒpl	t-o-p-l	ㄉㄛㄅㄌ	傾覆
overturning	ˌəʊvəˈtɜːnɪŋ	ə-oo-v-ə-t-û-n-i-ng	ㄦㄡㄈㄦㄉㄦㄋㄧㄥ	傾覆
tilt	tɪlt	t-i-l-t	ㄉㄧㄌㄉ	傾斜
slant	slɑːnt	s-l-ä-n-t	ㄙㄌㄚㄋㄉ	傾斜
dump	dʌmp	d-u-m-p	ㄉㄨㄇㄅ	傾倒
simpletons	ˈsɪmpltənz	s-i-m-p-l-t-ə-n-z	ㄙㄧㄇㄅㄌㄉㄣㄗ	傻瓜
simpleton	ˈsɪmpltən	s-i-m-p-l-t-ə-n	ㄙㄧㄇㄅㄌㄉㄣ	傻瓜
fools	fuːlz	f-ū-l-z	ㄈㄨㄌㄗ	傻瓜
fool	fuːl	f-ū-l	ㄈㄨㄌ	傻子
injures	ˈɪnʤəz	i-n-y-ə-z	ㄧㄋㄓㄦㄗ	傷處
welts	wɛlts	w-é-l-t-s	ㄨㄜㄌㄗ	傷痕
scars	skɑːz	s-k-ä-z	ㄙㄍㄚㄗ	傷疤
sad	sæd	s-a-d	ㄙㄚㄉ	傷心
grieved	griːvd	g-r-ē-v-d	ㄍㄖㄧㄈㄉ	傷心
hurts	hɜːts	h-û-t-s	ㄏㄦㄗ	傷害
hurting	ˈhɜːtɪŋ	h-û-t-i-ng	ㄏㄦㄉㄧㄥ	傷害
hurt	hɜːt	h-û-t	ㄏㄦㄉ	傷害
harmed	hɑːmd	h-ä-m-d	ㄏㄚㄇㄉ	傷害
wounds	wuːndz	w-ū-n-d-z	ㄨㄨㄋㄉㄗ	傷口
wound	wuːnd	w-ū-n-d	ㄨㄨㄋㄉ	傷口
wounding	ˈwuːndɪŋ	w-ū-n-d-i-ng	ㄨㄨㄋㄉㄧㄥ	傷人
casualties	ˈkæʒjʊəltiz	k-a-zh-y-ü-ə-l-t-ē-z	ㄍㄚㄓㄡㄡㄦㄌㄉㄧㄗ	傷亡
debts	dɛts	d-é-t-s	ㄉㄜㄗ	債務
debt	dɛt	d-é-t	ㄉㄜㄉ	債務
bonds	bɒndz	b-o-n-d-z	ㄅㄛㄋㄉㄗ	債券
convey	kənˈveɪ	k-ə-n-v-ā	ㄍㄣㄈㄝㄧ	傳達
preach	priːʧ	p-r-ē-ch	ㄅㄖㄧㄓ	傳道
transporting	trænsˈpɔːtɪŋ	t-r-a-n-s-p-ô-t-i-ng	ㄉㄖㄚㄋㄙㄅㄛㄉㄧㄥ	傳輸
legends	ˈlɛʤəndz	l-é-y-ə-n-d-z	ㄌㄜㄓㄣㄉㄗ	傳說
rumblings	ˈrʌmblɪŋz	r-u-m-b-l-i-ng-z	ㄖㄨㄇㄅㄌㄧㄥㄗ	傳言
rumors	ˈruːməz	r-ū-m-ə-z	ㄖㄨㄇㄦㄗ	傳聞
hearsay	ˈhɪəseɪ	h-ē-ə-s-ā	ㄏㄧㄦㄙㄝㄧ	傳聞
traditions	trəˈdɪʃənz	t-r-ə-d-i-sh-ə-n-z	ㄉㄖㄦㄉㄧㄕㄣㄗ	傳統
traditional	trəˈdɪʃənl	t-r-ə-d-i-sh-ə-n-l	ㄉㄖㄦㄉㄧㄕㄣㄌ	傳統
tradition	trəˈdɪʃən	t-r-ə-d-i-sh-ə-n	ㄉㄖㄦㄉㄧㄕㄣ	傳統
spreading	ˈsprɛdɪŋ	s-p-r-é-d-i-ng	ㄙㄅㄖㄜㄉㄧㄥ	傳播
spread	sprɛd	s-p-r-é-d	ㄙㄅㄖㄜㄉ	傳播
summoned	ˈsʌmənd	s-u-m-ə-n-d	ㄙㄨㄇㄣㄉ	傳喚
proudly	ˈpraʊdli	p-r-o-w-d-l-ē	ㄅㄖㄚㄡㄉㄌㄧ	傲然
haughtiness	ˈhɔːtɪnɪs	h-ô-t-i-n-i-s	ㄏㄛㄉㄧㄋㄧㄙ	傲氣
insolence	ˈɪnsələns	i-n-s-ə-l-ə-n-s	ㄧㄋㄙㄦㄌㄣㄙ	傲慢
haughty	ˈhɔːti	h-ô-t-ē	ㄏㄛㄉㄧ	傲慢
arrogantly	ˈærəʊgəntli	a-r-ə-oo-g-ə-n-t-l-ē	ㄚㄖㄦㄡㄍㄣㄉㄌㄧ	傲慢
arrogant	ˈærəʊgənt	a-r-ə-oo-g-ə-n-t	ㄚㄖㄦㄡㄍㄣㄉ	傲慢
arrogance	ˈærəgəns	a-r-ə-g-ə-n-s	ㄚㄖㄦㄍㄣㄙ	傲慢
remarks	ˈrɪˈmɑːks	r-i-m-ä-k-s	ㄖㄧㄇㄚㄍㄙ	備註
spare	speə	s-p-ã	ㄙㄅㄝㄦ	備用
alternate	ɔːlˈtɜːnɪt	ô-l-t-û-n-i-t	ㄛㄌㄉㄦㄋㄧㄉ	備用
