از	From	z
منافقین	Hypocrites	mnfqyn
صفامی	Safami	Sfmy
ودشمنانم،	And my enemies,	wdshmnnm,
تاجمال	Tajalam	tjml
تفکرنمایم	My thoughts	tfkhrnmym
خودنهفته،	Self-contained,	khwdnhfth,
شادکامی	Happiness	shdkhmy
بودهای	Buddha	bwdhy
شهودکذبه	False testimony	shhwdkhdhbh
دمندگان	Blowers	dmndgn
اگرباور	If you believe	grbwr
منتظرخداوند	Waiting for God	mntZrkhdwnd
صلحآمیزمی	Peaceful	SlHamyzmy
مراشنیده	I heard.	mrshnydh
بهسرود	Behsroud	bhsrwd
ومیراث	And inheritance	wmyrth
وبرافراز	And equally	wbrfrz
خداوندتوصیف	GodDescription	khdwndtwSyf
اوتمجید	Ottamjid	wtmjyd
میجهاند	World	myjhnd
وسریون	Veserion	wsrywn
خداوندزبانه	God-speaking	khdwndzbnh
خداوندصحرا	God of the Desert	khdwndSHr
غزالهارا	Gazelles	Gzlhr
بیبرگ	Beiber	bybrg
خداخلاصی	Goodbye.	khdkhlSy
فرازنده	Uplifter	frzndh
خوداجابت	Self-responsibility	khwdjbt
خسبیده،	Khasbideh,	khsbydh,
بیدارشدم	I woke up.	bydrshdm
ازکرورهای	Of crores	zkhrwrhy
مرابرهان	I am a liar.	mrbrhn
زدی؛	You hit;	zdy;
خداوندجانم	Oh my God	khdwndjnm
فرونروم	Front room	frwnrwm
اوزندگانی	Survivors	wzndgny
پوشاندی	You covered it.	pwshndy
خداوندمددکار	God help us.	khdwndmddkhr
کمرمرا	My camera	khmrmr
سرودخواند	Singing hymns	srwdkhwnd
ورهبری	Verhebry	wrhbry
اندبیرون	Endeavour	ndbyrwn
مرافدیه	Marafediya	mrfdyh
تنگیهاشناختهای	Cognitive difficulties	tngyhshnkhthy
اسیرنساختهای	Captive construction	syrnskhthy
وجسدم	And my body	wjsdm
ازناله	From the moan	znlh
وباعث	And the cause	wb`th
درقصد	Intentionally	drqSd
بربنده	Barbande	brbndh
گوگنگ	Googling	gwgng
استهانت	Humiliation	sthnt
برعادلان	For the righteous	br`dln
متوکلانت	Metacollant	mtwkhlnt
بادخداوند	Badkhodavand	bdkhdwnd
درحیرت	In amazement	drHyrt
امنا	Trustees	mn
رامجازات	Ramjazat	rmjzt
خداوندانتظار	God is waiting.	khdwndntZr
درحساب	In the account	drHsb
روزمی	Daily	rwzmy
رطوبتم	My humidity	rTwbtm
تواعتراف	Confession	tw`trf
اقرارمی	I confess.	qrrmy
تودعا	Prayer	twd`
توملجای	Tumljay	twmljy
بهسرودهای	Hymns	bhsrwdhy
براهی	Brahi	brhy
تونخواهند	You will not.	twnkhwhnd
عودده	Oodda	`wddh
اوبسرایید	Obscure	wbsryyd
خداوندمشورت	God is the one who advises.	khdwndmshwrt
دهرالدهور	Dehradun	dhrldhwr
خودکسی	Self-centered	khwdkhsy
خداوندرحمت	God, have mercy.	khdwndrHmt
توبودهایم	We are here.	twbwdhym
یکدیگربرافرازیم	We are equal to each other.	ykhdygrbrfrzym
مرامستجاب	I am obedient.	mrmstjb
فریادکرد	He shouted.	frydkhrd
خداوندگرداگرد	God is omnipresent.	khdwndgrdgrd
ذکرایشان	Remembering them	dhkhryshn
کوفتگان	Meatballs	khwftgn
مردصالح	A righteous man	mrdSlH
موآخذه	Moazazeh	mwakhdhh
وخجل	And shame	wkhjl
ناگهانی	Sudden	nghny
خداوندوجد	God Almighty	khdwndwjd
میپرسند	They ask	myprsnd
میپوشیدم	I was wearing	mypwshydm
میرنجانیدم	I was going to hurt you.	myrnjnydm
ودعایم	My prayers	wd`ym
سینهام	Sinham	synhm
اودوست	Odoust	wdwst
فاجرانی	Fajarani	fjrny
میافشردند	They were pressing.	myfshrdnd
ازخرابیهای	From the destruction	zkhrbyhy
رابلعیدهایم	We have swallowed it.	rbl`ydhym
شادند،	They are happy,	shdnd,
ازدانشمندی	From knowledge	zdnshmndy
وامانت	Vamant	wmnt
خداوندانسان	God-Man	khdwndnsn
خدارحمت	God have mercy	khdrHmt
خوشیهای	Happiness	khwshyhy
نوشانی	Drink	nwshny
مستدام	Sustainable	mstdm
بدکرداران	Evildoers	bdkhrdrn
توانندبرخاست	Can take off	twnndbrkhst
خداوندتمتع	God's pleasure	khdwndtmt`
مانندظهر	Like noon	mnndZhr
خواهدخندید،	You will laugh,	khwhdkhndyd,
راکشیدهاند	They have pulled	rkhshydhnd
خداوندروزهای	God of the Days	khdwndrwzhy
نخواهندشد،	They will not be,	nkhwhndshd,
زیراشریران	Because the wicked	zyrshryrn
ووفا	Woofa	wwf
رامستحکم	I am strong.	rmstHkhm
سرورمی	Server	srwrmy
نخواهدفرمود	He will not say	nkhwhdfrmwd
شوندآن	Shundean	shwndan
تادیبم	Tadibom	tdybm
بارگران	Loaders	brgrn
ترشده	Wet	trshdh
میپیچم	I am twisting.	mypychm
بیحس	Numb	byHs
میطپد	It beats	myTpd
میگسترند	They spread	mygstrnd
بداندیشانم	I am evil.	bdndyshnm
روزحیله	Tricky day	rwzHylh
شنوم	I hear.	shnwm
گنگم	Gangam	gngm
ودرد	Pain	wdrd
زورآوراند	They are strong.	zwrawrnd
بسیاراند	There are many.	bsyrnd
مقدارایامم	My number	mqdrymm
وزندگانیام	My life	wzndgnym
خودانتخاب	Self-selection	khwdntkhb
مابرافراز	We are equal.	mbrfrz
میخسبم	I am sticking.	mykhsbm
فقطای	Only	fqTy
کشیدهام،	I have drawn,	khshydhm,
ومرتدان	And apostates	wmrtdn
وتدبیرهایی	And some measures	wtdbyrhyy
راتقویم	Calendar	rtqwym
نداشتهام	I haven't had it.	ndshthm
مرامحافظت	Protect me.	mrmHfZt
فقیرهستم	I am poor.	fqyrhstm
تاخیرمفرما	Delayed order	tkhyrmfrm
بلاخلاصی	Inevitably	blkhlSy
بستربیماری	Sickbed	bstrbymry
توگناه	You are guilty.	twgnh
میاندیشند،	They think,	myndyshnd,
کمالم	Kamalam	khmlm
همچنانای	Still	hmchnny
میریزم	I'm pouring.	myryzm
عیدکنندگان	Holidaymakers	`ydkhnndgn
گشتهای؟	Patrols?	gshthy?
مصغر	Miniature	mSGr
وموجهای	And waves	wmwjhy
اوبا	Oba	wb
ترددبکنم؟	Should I move?	trddbkhnm?
کوبیدگی	Concussion	khwbydgy
انداختی؟	Did you throw it?	ndkhty?
توراای	Yours sincerely	twry
خرسندبودی	You were happy.	khrsndbwdy
برنجات	Rice	brnjt
راخواهیم	We will.	rkhwhym
روزبر	Daylight saving time	rwzbr
بیبها	Priceless	bybh
فروختی	You sold.	frwkhty
ماعار	Maar	m`r
هاضربالمثل	Proverb	hDrblmthl
جنبانیدن	To shake	jnbnydn
فحاش،	Obscene,	fHsh,
اژدرها	Torpedoes	jdrh
برنیفراشتیم	We didn't send it.	brnyfrshtym
راغوررسی	Raghuram	rGwrrsy
چراخوابیدهای؟	Why did you sleep?	chrkhwbydhy?
مینداز	Throws	myndz
انشاءخود	Your essay	nshkhwd
توتو	Tutu	twtw
توهستند	You are.	twhstnd
اوفیرایستاده	Ophir is standing.	wfyrystdh
فرادار	Faradar	frdr
طرازدار	Classy	Trzdr
ذکرخواهم	I would like to mention	dhkhrkhwhm
مددکاری	Helping	mddkhry
ازسرکشی	Rebelliousness	zsrkhshy
وسطاوست	Middle East	wsTwst
راداد	Radad	rdd
ونیزه	Venice	wnyzh
بلندصعود	High-rise	blndS`wd
مجید،	Majid,	mjyd,
جوانب	Pros	jwnb
دیدندمتعجب	I was surprised to see it.	dydndmt`jb
دردشدید	Severe pain	drdshdyd
خداچنانکه	God willing	khdchnnkhh
خواص	Properties	khwS
وفقیران	The poor	wfqyrn
وتفکر	And thinking	wtfkhr
خودفدیه	Self-redemption	khwdfdyh
بهاست	Price	bhst
دوربه	Door	dwrbh
دور؛	away;	dwr;
طریقه	Method	Tryqh
میپسندند،	They like it,	mypsndnd,
درهاویه	Doorway	drhwyh
دولتمندگردد	Become wealthy	dwltmndgrdd
خوداحسان	Self-compassion	khwdHsn
میستایند	They praise	mystynd
ابدنخواهند	They will never want to.	bdnkhwhnd
وفهم	And understanding	wfhm
درتفکر	In thought	drtfkhr
توآراسته	You are beautiful.	twarsth
قبرگشاده	Gravedigger	qbrgshdh
وطوفان	And the storm	wTwfn
داوراست،	It is a referee,	dwrst,
بشنوتا	You heard.	bshnwt
تومن	Toman	twmn
رابگذران،	Pass by,	rbgdhrn,
وفانما	Loyalty	wfnm
غیبتگویی	Backbiting	Gybtgwyy
راکردی	Recorded	rkhrdy
مباداشما	Thank you.	mbdshm
عصیانم	I am rebellious.	`Synm
وگناهم	And my sin	wgnhm
تنهاگناه	The only one	tnhgnh
مزکی	Mesquite	mzkhy
مراشست	Marasht	mrshst
وخرمی	Vakhrami	wkhrmy
کوبیدهای	Knockouts	khwbydhy
خدادل	God-fearing	khddl
باطنم	My soul	bTnm
مینداز،	Throws,	myndz,
ازقربانی	From the sacrifice	zqrbny
تیز،	Sharp,	tyz,
نزدمقدسان	To the saints	nzdmqdsn
خدااستخوانهای	God of bones	khdstkhwnhy
ردنموده	Rejected	rdnmwdh
خودنگذاشتهاند،	They have not left,	khwdngdhshthnd,
خودریشه	Self-rooted	khwdryshh
خودمتحیرم	I am self-destructive.	khwdmtHyrm
مرابالها	The Marabalas	mrblh
میپریدم،	I would jump,	myprydm,
میگزیدم،	I would bite,	mygzydm,
میشتافتم	I was running.	myshtftm
پناهگاهی،	A shelter,	pnhghy,
زبانهایشان	Their languages	zbnhyshn
راتفریق	Separation	rtfryq
فسادهادر	Corruption in	fsdhdr
میکردم؛	I would do it;	mykhrdm;
میخرامیدیم	We were buying.	mykhrmydym
بگور	Begur	bgwr
وظهر	Noon	wZhr
خواهدشنید	You will hear.	khwhdshnyd
تبدیلها	Conversions	tbdylh
خدانمی	God forbid	khdnmy
نرم،	Soft,	nrm,
ابدنخواهد	Never will.	bdnkhwhd
میجنگند	They are fighting.	myjngnd
برشرارت	Brassart	brshrrt
خودنجات	Self-rescue	khwdnjt
آوارگیهای	Displacements	awrgyhy
رابخوانم	Read it.	rbkhwnm
رهانیدهای	The Rahnids	rhnydhy
نورزندگان	Light-living	nwrzndgn
نزدخدای	Near God	nzdkhdy
افروزان	Afrozan	frwzn
تیرهاست	It is dark.	tyrhst
خودشرارتها	Self-destruction	khwdshrrth
آوازافسونگران	The Song of the Enchanters	awzfswngrn
دردهانشان	In their mouths	drdhnshn
نخواهنددید	They will not see.	nkhwhnddyd
خواهدرفت	Will go	khwhdrft
شریرخواهد	Evil will.	shryrkhwhd
ثمرهای	Fruits	thmrhy
ازمقاومت	Resistance	zmqwmt
ازگناهکاران	Of the sinners	zgnhkhrn
ریزرهایی	Razorbacks	ryzrhyy
میشتابند	They are in a hurry.	myshtbnd
غداران	Traitors	Gdrn
مفرما،	Muframa,	mfrm,
شهردور	Shahr-e-Dur	shhrdwr
شمشیرهاست	It is swords.	shmshyrhst
پژمردهام	I am withered.	pjmrdhm
ذکرتو	Your name	dhkhrtw
حمدگوید؟	Praise?	Hmdgwyd?
بسترخویش	Your bed	bstrkhwysh
ازغصه	Out of anger	zGSh
تارگردید	You are a troll.	trgrdyd
روبرگردانیده،	Turned around,	rwbrgrdnydh,
مارجوع	Marijuana	mrjw`
راشکافتهای	Rashkaft	rshkhfthy
مانوشانیدهای	Mannochanides	mnwshnydhy
تونجات	Tunjat	twnjt
دورانداختهای	Waste	dwrndkhthy
زیرامعاونت	Because your deputy	zyrm`wnt
وفاکنم	I will be faithful.	wfkhnm
خمشده	Bent	khmshdh
خورده؟	Have you eaten?	khwrdh?
ازمرتبهاش	From his ranks	zmrtbhsh
برخداست	Thank God.	brkhdst
وپناه	And refuge	wpnh
بطالتاند	Invalid	bTltnd
میروندزیرا	They go because	myrwndzyr
بارگفته	Bargegot	brgfth
سحرتو	Your morning	sHrtw
ازحیات	From life	zHyt
توچسبیده	Attached	twchsbydh
مشاورت	Consultation	mshwrt
ازهنگامه	Since when	zhngmh
شمشیرتیز	Sharp sword	shmshyrtyz
برزه	Barzeh	brzh
آراستهاند	Decorated	arsthnd
وناگهان	Suddenly	wnghn
منتظرتوست	Waiting for you	mntZrtwst
توتقصیرهای	Your faults	twtqSyrhy
درگاههای	Gateways	drghhy
توسیر	Toussier	twsyr
دریاهستی	You are the sea.	dryhsty
وشورش	And the rebellion	wshwrsh
ازآیات	From the verses	zayt
راشادمان	Rashadman	rshdmn
راپست	Rapist	rpst
نباتاتش	Its plants	nbttsh
تاجدار	Crowned	tjdr
توچربی	Fat	twchrby
چکاند	Drop	chkhnd
چمنها	Grasses	chmnh
هابه	Hube	hbh
پیراسته؛	Refined;	pyrsth;
سرایند	Headline	srynd
توترنم	Tottenham	twtrnm
برنیفرازند،	Bernifrazand,	brnyfrznd,
مالغزش	Anti-slip	mlGzsh
غال	Gall	Gl
راغال	Raghal	rGl
خودآنها	Themselves	khwdanh
خداترسان	God-fearing	khdtrsn
خودمنظور	Self-serving	khwdmnZwr
ازخود،	From myself,	zkhwd,
برنگردانیده	Unreturned	brngrdnydh
حمدگویند	They praise.	Hmdgwynd
زیراقومها	Because of the peoples	zyrqwmh
خداقومها	Gods and peoples	khdqwmh
خداما	Godmother	khdm
ازحضورش	From his presence	zHDwrsh
بیوهزنان،	Widows,	bywhznn,
بیکسان	Bixan	bykhsn
تفتیده	Roasted	tftydh
میراثت	Your legacy	myrtht
جود	Jude	jwd
مبشرات	Evangelism	mbshrt
باقله	Bean	bqlh
هزارهاست	Thousands.	hzrhst
براعلی	For Ali	br`ly
بردهای	Wins	brdhy
گرفتهای	Eclipses	grfthy
ازفتنه	Izfitnah	zftnh
ومفرهای	And the people	wmfrhy
سردشمنان	Cold-blooded	srdshmnn
کوبیدو	Kubido	khwbydw
ژرفیهای	Depths	jrfyhy
فروبری	Infiltration	frwbry
رادیدهاند	Radidehand	rdydhnd
درعقب،	Behind,	dr`qb,
صغیر،	Minor,	SGyr,
یهودامحفل	Judas the Confessor	yhwdmHfl
شمشهای	Ingots	shmshhy
وحبشه	And Abyssinia	wHbshh
پرقوت	Powerful	prqwt
قدسهای	Holy places	qdshy
فرورفتهام،	I sank,	frwrfthm,
درآمدهام	My income	dramdhm
خودخسته	Self-indulgent	khwdkhsth
ازانتظار	Waiting	zntZr
دارندزورآورند	They are powerful.	drndzwrawrnd
تومخفی	Your secret	twmkhfy
نزدبرادرانم	To my brothers	nzdbrdrnm
خودغریب	Self-absorbed	khwdGryb
ازنفرت	Out of hatred	znfrt
مراببلعد	Murabbalad	mrbbl`d
تونیکوست	Tonic	twnykhwst
مراشکسته	I am broken.	mrshkhsth
انتظارمشفقی	Waiting for Mushfiqi	ntZrmshfqy
دهندگان،	Givers,	dhndgn,
زردآب	Yellow water	zrdab
تارگردد	Blurred	trgrdd
درعدالت	In justice	dr`dlt
محوشوند	To fade away	mHwshwnd
حمدتعظیم	Praise be to God.	Hmdt`Zym
وسمها	And the third	wsmh
جنبد	Junbad	jnbd
آنجاسکونت	Where you live	anjskhwnt
بدرد،	Goodbye,	bdrd,
ونجاتدهندهای	And the saviors	wnjtdhndhy
خیراندیش	Philanthropic	khyrndysh
هاگرداگرد	Haggard	hgrdgrd
قلوب،	Hearts,	qlwb,
اوبرسرش	Oberserch	wbrsrsh
فرقش	The difference	frqsh
فرودخواهد	Will land.	frwdkhwhd
روبرگردانیده	Turned upside down	rwbrgrdnydh
بردهام،	I got it,	brdhm,
فرمودهای،	You said,	frmwdhy,
وظالم	And cruel	wZlm
ازطفولیتم	Since my childhood	zTfwlytm
توبودهای	The bodies	twbwdhy
مترصدان	Observers	mtrSdn
امیدوارخواهم	I hope so.	mydwrkhwhm
راتمامی	All right.	rtmmy
توکارهای	Built-ins	twkhrhy
نیزتو	Niceto	nyztw
میکوشیدند	They were trying	mykhwshydnd
برعلف	On grass	br`lf
خواهدآمد،	It will come,	khwhdamd,
بارشهایی	Rainfall	brshhyy
وفورسلامتی	Abundance of health	wfwrslmty
اوخاک	Ash	wkhkh
وجزایر	And the islands	wjzyr
سباارمغانها	Sabaramghans	sbrmGnh
بدوخواهد	He will run.	bdwkhwhd
نشو	Don't.	nshw
بادنام	Badnam	bdnm
اوپر	Upper	wpr
قیدها	Adverbs	qydh
بدرآمده	Done	bdramdh
شستهام	Sixth	shsthm
مبتلامی	I am sick.	mbtlmy
برطبقه	On the floor	brTbqh
تفکرکردم	I thought.	tfkhrkhrdm
خداوندهمچنین	God also	khdwndhmchnyn
ناچیزخواهی	Negligence	nchyzkhwhy
مراتایید	Marathi	mrtyyd
آسمان؟	The sky?	asmn?
وحصه	Share	wHSh
توزنا	Tuzna	twzn
مرانیکوست	Merani Coast	mrnykhwst
جویم	Joy	jwym
چراای	Why?	chry
ابدو	Hebdo	bdw
خودافروخته	Self-ignited	khwdfrwkhth
چکشها	Hammers	chkhshh
میشکنند	They break.	myshkhnnd
سوزانیدهاند	They have burned	swznydhnd
خصم،	The enemy,	khSm,
رابرگردانیدهای؟	Did you return it?	rbrgrdnydhy?
خوددریا	Self-defense	khwddry
آبهاشکستی	Watershed	abhshkhsty
توچشمهها	In the fountains	twchshmhh
بهجانور	Behjanvar	bhjnwr
برپادار؛	Established;	brpdr;
وغوغای	The commotion	wGwGy
میفرازید	You will rise.	myfrzyd
میاندازدو	I'm throwing.	myndzdw
امادردهایش	But his pains	mdrdhysh
اماشاخهای	But the branches	mshkhhy
درشالیم	In Shalim	drshlym
برقهای	Electricity	brqhy
قویدلان	Strong-hearted	qwydln
رادرربود	There was no	rdrrbwd
رانیافتند	They found	rnyftnd
ایستد؟	Will it stop?	ystd?
شنوانیدی	You heard.	shnwnydy
سلاه،	Selah,	slh,
میداشتی	You were having	mydshty
تفکرکردهام	I have been thinking.	tfkhrkhrdhm
سرودشبانه	Night song	srwdshbnh
خداتا	God bless you	khdt
ابدالاباد؟	Forever?	bdlbd?
کرده؟	Did you?	khrdh?
صنعتهای	Industries	Sn`thy
تفکرخواهم	I want to think.	tfkhrkhwhm
خداآبها	Gods of the Waters	khdabh
خودتعلیم	Self-education	khwdt`lym
انگیزنشوند،	Don't be provoked,	ngyznshwnd,
برتافتند	They were defeated.	brtftnd
دیارصوعن	Diyarsu'an	dyrSw`n
نورآتش	Firelight	nwratsh
برحضرت	Your Majesty	brHDrt
خداتکلم	God's Word	khdtkhlm
صحراسفرهای	Desert trips	SHrsfrhy
آبهاروان	Water	abhrwn
حاضرسازد؟	Will you make it ready?	HDrszd?
بالاامر	Above the command	blmr
وآذوقهای	And provisions	wadhwqhy
گرداگردمسکن	Around the house	grdgrdmskhn
غذاهنوز	Food still	Gdhhnwz
تنومندان	Strong	tnwmndn
درترس	In fear	drtrs
اودروغ	Lie	wdrwG
رحمانیتش	His mercy	rHmnytsh
راعفو	Raafu	r`fw
بارهاغضب	Many times, anger	brhGDb
برنینگیخت	It didn't come out.	brnyngykht
رنجانیدند	They hurt.	rnjnydnd
رابهخاطر	For the sake of	rbhkhTr
مصرظاهر	Egypt Zahir	mSrZhr
ورودهای	Arrivals	wrwdhy
وغوکهایی	And the sounds	wGwkhhyy
نمودند؛	They showed;	nmwdnd;
جمیز	Jamiz	jmyz
نترسند	Don't be afraid.	ntrsnd
دریادشمنان	Sea enemies	drydshmnn
حدودمقدس	Sacred boundaries	Hdwdmqds
برپاساخته	Built	brpskhth
بودبیدار	Buddha Awakened	bwdbydr
میخروشد،	It itches,	mykhrwshd,
عارابدی	Arabi	`rbdy
رابرگزید	Rabegzid	rbrgzyd
تاقوم	Tagum	tqwm
کیای	Kia	khyy
برممالکی	Property	brmmlkhy
وجزای	And punishments	wjzy
مارسان،	Marsan,	mrsn,
رانسلا	Ransella	rnsl
آفریدهای،	You created,	afrydhy,
گذاردی	You are welcome.	gdhrdy
جمیع،	All,	jmy`,
مجیداست	Majid is	mjydst
برکروبیین	Barkerubien	brkhrwbyyn
رابرانگیز	Interesting	rbrngyz
آورو	Avro	awrw
میخورانی	You are drinking.	mykhwrny
مینوشانی؟	Are you drinking?	mynwshny?
ماساختهای	Unstructured	mskhthy
فرعهای	Sub-section	fr`hy
شکستهای	Failures	shkhsthy
میچیند؟	Does it pick?	mychynd?
چرند	Nonsense	chrnd
راحیات	Rahiyat	rHyt
دلنواز	Delightful	dlnwz
بنوازیددر	Play in	bnwzyddr
لغتی	A word	lGty
استدعانمودی	You are invited.	std`nmwdy
توخدای	Your Majesty	twkhdy
مصربرآوردم	I came to Egypt.	mSrbrawrdm
مرانشنیدند	They didn't hear me.	mrnshnydnd
رابزودی	Rabzoudi	rbzwdy
میانداختم	I was throwing.	myndkhtm
رابرخصمان	Leave us alone.	rbrkhSmn
میپرورد؛	It nurtures;	myprwrd;
خداساکت	God is silent.	khdskht
میارام	I am	myrm
برافراشتهاند	Raised hands	brfrshthnd
