og	and
Trekantens	Triangle
Trekantfigur	Triangle shape
Trekantsflise	Triangle tile
trekløvere	three-leaf clovers
Treleddet	The three-membered
Tremmekasse	Crate
Tremmekasser	Crates
Tremmeseng	Crib
Tremmesenge	Cribs
Trend	Trending
Tretone	Three-tone
Trevejs	Three-way
tri	three
Triathlon	Triathlon
Triathlonkampe	Triathlon competitions
Tribal	Tribal
tries	tries
Trilby	Trilby
Trilineær	Trilinear
Trille	Wheel
Trillebører	Wheelbarrows
Trim	Trim
TrimBox	TrimBox
trindeler	step divider
Trinidad	Trinidad
Trinidads	Trinidad
Trinoids	Trinoids
TrinTech	StepTech
Trio	Trio
trip	trip
Triple	Triple
Tripoli	Tripoli
trippelt	triple
Triton	Triton
Triviaspil	Trivia game
trofæer	trophies
trøjer	sweaters
troldkvinder	sorceresses
trolley	trolley
trolleybus	trolleybus
trolleybusser	trolleybuses
Trommesolo	Drum solo
tropefrugt	tropical fruit
tropefrugter	tropical fruits
truck	truck
TrueSpeech	TrueSpeech
trusted	trusted
Trusteer	Trustee
trykfarver	printing inks
trykning	printing
trykstørrelse	print size
Tryktæthed	Pressure tightness
trykte	printed
Tryllekunster	Magic arts
tryllekunstnere	magicians
tryllekunstners	magician's
Tryllerier	Magic tricks
TSP1	TSP1
TSP2	TSP2
TSReq	TSReq
TSTInfo	TSTInfo
tsunami	tsunami
tsunamier	tsunamis
ttc	ttc
TTLS	TTLS
TTP	TTP
tts	tts
TTY	TTY
Tuba	Tuba
Tubaer	Tubas
tuborgklamme	tuborg clamp
Tudou	Tudou
Tudser	Toads
Tuesdays	Tuesday
Tukaner	Toucans
tulipanbuket	tulip bouquet
tulipaner	tulips
Tunesiens	Tunisian
tungesmiley	tongue smiley
Tungston	Tungsten
Tunnel	Tunnel
Tunneler	Tunnels
Tunneling	Tunneling
Tuple	Tuple
turban	turban
Turbo	Turbo
Ture	Tours
Turkmenistan	Turkmenistan
Turkmenistans	Turkmenistan
Turks	Turkish
turn	turn
tursiops	tursiops
Tusindbenet	The centipede
Tuvalu	Tuvalu
Tuvalus	Tuvalu
Tuxedo	Tuxedo
tværstreg	crossbar
tvOS	tvOS
TWAIN	TWAIN
Tween	Tween
tweet	tweet
Tweete	Tweet
Tweeten	The Tweet
tweets	tweets
TwinView	TwinView
TwinVQ	TwinVQ
Twitter	Twitter
tx	tx
txt	txt
tydes	interpreted
tydet	deciphered
Tyfoner	Typhoons
type	type
Type1	Type1
Type4Camera	Type4Camera
Type5Camera	Type5Camera
Type8Camera	Type8Camera
Typeændring	Type change
typeknudepunkter	type nodes
Typemenu	Type menu
typen	type
typer	types
Types	Types
typestreng	type string
typeværdi	type value
Typewriter	Typewriter
typografiske	typographic
tyrannosaurus	tyrannosaurus
Tyrefægtninger	Bullfights
Tyrkiets	Turkey's
Tyske	German
Tysklands	Germany's
tysktalendes	German-speaking
tyssende	hush
tysser	hush
U3d	U3d
UAE	UAE
uændrede	unchanged
Uafhængighedsdagen	Independence Day
uarkiverede	unarchived
uautoriserede	unauthorized
Ubåde	Submarines
ubenyttet	unused
Ubesvaret	Unanswered
Ubrudte	Unbroken
udadgående	outgoing
udarbejdet	prepared
Udbakken	The output tray
udbredelseshistorie	history of distribution
udbredelseshistorik	distribution history
udbyder	provider
udbydere	providers
udbyderen	the provider
udbyderens	the provider's
udbydertjenesten	the provider service
Uddannelseskonfiguration	Training configuration
uddelegeret	delegated
uddelegeringstilladelser	delegation permissions
udelad	omit
udelader	omits
Udeladte	Omitted
udenjordisk	extraterrestrial
udenjordiske	extraterrestrial
udf	execution
udfladet	flattened
udfoldning	unfolding
udfordringen	the challenge
udfordringer	challenges
Udførelsesdato	Execution date
udførelsestilladelser	execution permits
udformet	designed
udformning	design
Udforsk	Explore
udfyld	fill in
udfyldelse	completion
udfylder	fills
udfyldes	to be filled in
udfyldning	filling
udfyldt	filled in
Udgangskanaler	Output channels
Udgavearkiv	Issue archive
Udgivelsesdato	Release date
Udgivelsesmetode	Publishing method
Udgivelsestid	Release time
Udgivelsestidspunkt	Release date
Udgivelsestiming	Release timing
udgivere	publishers
Udgiveren	The publisher
Udgivet	Published
Udglat	Smooth
udglatning	smoothing
udglatningen	the smoothing
Udglatter	Smooths
UDIF	UDIF
UDIFFileAccess	UDIFFileAccess
udklækkes	hatch
udklækket	hatched
udklipsholderen	the clipboard
Udl	Out
udlæsningen	the readout
udled	derive
udløbsdatoen	the expiration date
Udløbsperioden	Expiration period
Udløbstid	Expiration time
Udløbstidspunkt	Expiration date
udlogningskrog	logout hook
udløserdato	trigger date
udløserdatoer	trigger dates
udløserinterval	trigger interval
Udløsertid	Trigger time
udløservarighed	trigger duration
Udluftningskanal	Ventilation duct
udon	udon
Udpakning	Unpacking
udpunkteringstegn	punctuation mark
udrens	cleanse
udrykningskøretøj	emergency vehicle
udrykningslys	emergency light
Udrykningstjeneste	Emergency service
udsætter	postpones
udseendet	the appearance
udsendelser	broadcasts
udskiftelige	interchangeable
Udskifteligt	Interchangeable
udskiftes	replaced
udskil	secrete
udskriftsanmodning	print request
udskriftsarkiv	print archive
udskriftsarkivet	the print archive
Udskriftsbakke	Output tray
Udskriftsbasis	Print basis
udskriftsdata	print data
udskriftsdialog	print dialog
udskriftsdialogen	the print dialog
udskriftsdialogens	the print dialog
udskriftsenhed	printing unit
udskriftsfunktion	print function
Udskriftshastighed	Print speed
udskriftsindstilling	print setting
udskriftsindstillinger	print settings
Udskriftsindstillingerne	The print settings
udskriftsjob	print job
udskriftskø	print queue
Udskriftskvalitet	Print quality
Udskriftsområde	Print area
Udskriftsoptimering	Print optimization
udskriftspapir	printing paper
Udskriftspræcision	Printing precision
Udskriftsserver	Print server
udskriftsserveren	the print server
Udskriftsskalering	Print scaling
udskriftsstørrelse	print size
Udskriftstjenesten	The printing service
Udskriftsunderstøttelse	Printing support
udskriv	print
udskriver	prints
udskrives	printed
udskrivning	printing
Udskrivningsdata	Printing data
udskrivningsdialogen	the print dialog
udskrivningsdialogens	the print dialog
udskrivningsklasse	printing class
udskrivningskvalitet	print quality
udskrivningssystem	printing system
udskrivningssystemet	the printing system
udskrivningstilbehør	printing accessories
udskubningsforespørgsel	ejection request
Udskydningsskabelon	Protrusion template
udsnitsarkiv	excerpt archive
udsnitsarkivet	the excerpt archive
udsnittet	the excerpt
Udsted	Issue
Udstedelsestidspunkt	Date of issue
udstedende	issuing
udstedere	issuers
udstederen	the issuer
Udsteders	Issuer's
udstederspecifik	issuer-specific
Udstrål	Radiate
Udton	Fade
udtones	fade out
udtoning	fading out
udtoningseffekt	fade effect
Udtoningstærskel	Fade threshold
udtoningstid	fade time
udtrække	extract
udtrækker	extractor
udtrækkes	extracted
udtværing	smearing
udtynder	thinner
udv	external
udvalget	the committee
Udveksler	Exchanger
udveksles	exchanged
udvekslet	exchanged
udvekslingsformat	exchange format
udvid	expand
udvidelsen	the expansion
udvidelser	extensions
udvidelses	expansion
Udvidelsesanmodning	Extension request
udvidelsesbygger	extension builder
udvidelsesfelt	expansion field
udvidelsesflag	extension flag
udvidelseskode	extension code
Udvidelseslinjer	Extension lines
udvidelsesplads	expansion slot
udvidelsespunkter	expansion points
Udvidelsesrum	Expansion space
Udvidelsesværdier	Expansion values
udvidelsesversion	expansion version
udvides	expand
udviklercertifikat	developer certificate
Udviklercertifikater	Developer certificates
udviklercertifikatpolitik	developer certificate policy
udviklerdokumentationen	the developer documentation
udviklere	developers
udvikleren	the developer
Udviklerenheden	The developer unit
udviklerens	developer's
Udviklermenu	Developer menu
Udviklermenuen	The Developer Menu
udviklertitler	developer titles
Udviklerværktøjer	Developer tools
udviklingsbrug	development use
udviklingstypen	development type
uensartede	uneven
uformaterede	unformatted
uformateret	unformatted
ufornøjet	dissatisfied
uforseglet	unsealed
uforvrængede	undistorted
UFOs	UFOs
UFRII	UNFREE
UFS	UFS
ufuldstændige	incomplete
Uganda	Uganda
Ugandas	Ugandan
Ugaritisk	Ugaritic
ugennemsigtigt	opaque
ugenummer	week number
Ugeoversigt	Weekly overview
ugyldige	invalid
Ugyldiggjort	Invalidated
Ugyldighedsdato	Expiration date
ugyldigt	invalid
UHD	UHD
ui	you
UIConstraints	UIConstraints
uid	uid
Uighurisk	Uyghur
ujævnhed	unevenness
ujævnheden	the unevenness
ujævnhedens	unevenness
ukodede	uncoded
ukodet	uncoded
ukomprimerede	uncompressed
ukomprimeret	uncompressed
ukonfigureret	unconfigured
ukorrekte	incorrect
Ukorrigeret	Uncorrected
Ukraine	Ukraine
Ukraines	Ukraine's
ukrypterede	unencrypted
ukrypteret	unencrypted
Ukulele	Ukulele
Ukuleler	Ukuleles
ul	wool
Ulaanbaatar	Ulaanbaatar
ulæselige	illegible
ulæste	unread
ulåst	unlocked
ulåste	unlocked
ulejligheden	the inconvenience
uløste	unresolved
Ultra	Ultra
Ultrabred	Ultrawide
Ultrafed	Ultra-fat
Ultrakomprimeret	Ultra-compressed
Ultrakraftig	Ultra-powerful
Ultramager	Ultra-skinny
Ultrasmal	Ultra-narrow
Ultrasort	Ultra black
Ultratynd	Ultra-thin
Ultraudvidet	Ultra-extended
ultraviolette	ultraviolet
ulveansigt	wolf face
ulvehoved	wolf head
Ulvehund	Wolfhound
Ulvehunde	Wolfhounds
Um	About
Umærkede	Unmarked
Umm	Umm
umulige	impossible
Unært	Uneaten
Unaffiliated	Unaffiliated
unagi	unagi
UNC	UNC
under	under
underallokering	underallocation
underbiblioteker	sublibraries
Undercover	Undercover
underdistrikt	subdistrict
undereksponerede	underexposed
underenhed	subunit
Underenheder	Subunits
underenheds	subunit
underfarven	the undercolor
underfunktion	subfunction
undergraf	subgraph
undergrunden	the underground
undergrundsbaner	subways
undergrupper	subgroups
underholdningspark	amusement park
Underholdningsparker	Amusement parks
Underholdningsværelse	Entertainment room
Underkategori	Subcategory
underliste	sublist
underlister	sublists
underløb	underflow
undermappe	subfolder
undermapper	subfolders
undermenu	submenu
undermenuens	submenu
underniveau	sublevel
underniveauer	sublevels
underområdet	subarea
UNDEROVERSIGT	SUB-OVERVIEW
Underret	Notify
Underretter	Notify
underrettes	be notified
underrun	underrun
undersektion	subsection
Underskab	Base cabinet
Underskabe	Base cabinets
underskriv	sign
Underslaglinje	Embezzlement line
undersøgelser	studies
Undersøger	Investigating
Undersøiske	Underwater
understøttes	supported
understreg	underline
understregning	underline
undersystem	subsystem
undertabel	subtable
undertabeller	subtables
undertekster	subtitles
Undertype	Subtype
Undervandsbåde	Submarines
underversion	subversion
undervisere	teachers
Undtagelsesliste	Exception list
Ungarns	Hungary's
ungarske	Hungarian
unhlted	unheld
unibrain	unibrain
Unicase	Unicase
Unicode	Unicode
uniform	uniform
UNINETT	UNINET
Union	Union
UnionPay	UnionPay
Unions	Unions
uniqueID	uniqueID
unit	unit
Unitard	Unitard
Units	Units
Universal	Universal
UniversalAccessControl	UniversalAccessControl
UniversalAccessHUD	UniversalAccessHUD
Universalbakke	Universal tray
Universalbakken	Universal tray
Universalpapir	Universal paper
unix	unix
unknown	unknown
unotice	unotice
unsetegn	ounce sign
unsignedData	unsignedData
uoverensstemmelser	discrepancies
up	up
UPC	UPC
updated	updated
Updating	Updating
uplacerede	unplaced
uplaceret	unplaced
uploaded	uploaded
UPnP	UPnP
ure	watches
urf	old
uri	watch
uriScheme	uriScheme
url	URL
Urliste	Watch list
URLList	URLList
URLMount	URLMount
urn	urn
Urner	Urns
Uruguay	Uruguay
Uruguays	Uruguayan
uruguaysk	Uruguayan
Us	Us
USB	USB
Usbekistans	Uzbekistan
USDA	USDA
used	used
user	user
userlist	user list
username	username
usignerede	unsigned
using	using
uskarphed	blur
usorterede	unsorted
USPS	USPS
USPTO	USPTO
ustabilt	unstable
ut	out
UTC	UTC
Utf	Utf
utilgængelige	unavailable
utilgængeligt	unavailable
utility	utility
utilstrækkelige	insufficient
UTIMACO	ULTIMACO
UTP	UTP
UUEncode	UUEncode
uuencoded	unencoded
uuh	uhh
uuid	uuid
UV	UV
UW	UW
UWQHD	UWQHD
UXGA	UXGA
uzbek	Uzbek
v	v
v1	v1
v1AttrCert	v1AttrCert
v2	v2
v3	v3
v3dot1	v3dot1
v4	v4
v5	v5
v6	v6
v22	v22
V300	V300
V500	V500
vaccinationer	vaccinations
Våddragter	Wetsuits
Vådområder	Wetlands
væddeløbsflag	racing flag
Væddeløbsspil	Racing games
Vægkalender	Wall calendar
Vægtændring	Weight change
vægtningsfaktor	weighting factor
vægur	wall clock
vækkeure	alarm clocks
VÆLGEFEJL	SELECTION ERROR
vælgekommando	select command
værdiformat	value format
værdigodkendelse	value approval
værdiindikator	value indicator
værdiindikatoren	the value indicator
værdikoder	value codes
værdikuponer	vouchers
Værdimærke	Value tag
værdipapirkode	security code
værdipar	value pair
værdistreng	value string
værditype	value type
værkende	aching
værktøjer	tools
værktøjerne	the tools
Værktøjsbælte	Tool belt
Værktøjsboks	Toolbox
Værktøjskasser	Toolboxes
værktøjslinjeemner	toolbar items
værktøjslinjeknappen	toolbar button
værktøjslinjen	the toolbar
Værktøjsskab	Tool cabinet
Værktøjsskabe	Tool cabinets
værktøjstip	tooltip
værtens	host's
værter	hosts
Værtsadressen	The host address
Værtsappnavn	Host app name
værtsbro	host bridge
værtscomputer	host computer
værtscomputeren	the host computer
værtsfejl	host error
værtsfunktioner	host functions
værtskontrolenhed	host controller
Værtsmodul	Host module
værtsnavn	hostname
værtsnavne	hostnames
værtsnavnet	the hostname
Værtsoplysninger	Host information
værtspartition	host partition
værtsport	host sport
værtsprotokol	host protocol
værtssytem	host system
Vafler	Waffles
Vågeblusstrøm	Wake-up power
Vah	Wow
Vai	Wow
valentine	Valentine
valgfrie	optional
valgfrit	optional
valgkode	selection code
valgmuligheder	options
valgnavn	election name
valgprædikater	election predicates
valgurner	ballot boxes
Validate	Validate
Validation	Validation
valideringsflaget	the validation flag
Valley	Valley
valPolRequest	valPolRequest
valPolResponse	valPolResponse
Valpurgisnat	Walpurgis Night
value	value
value1	value1
value2	value2
valueN	valueN
Values	Values
valutasymbol	currency symbol
Valutasymboler	Currency symbols
valutaveksling	currency exchange
vampyrer	vampires
Vancouver	Vancouver
vandbøffel	water buffalo
vanddråbe	water drop
vanddråber	water drops
vanddyr	aquatic animal
vandfontæne	water fountain
Vandhaner	Faucets
Vandhul	Waterhole
Vandhuller	Waterholes
Vandkander	Water jugs
Vandkaskader	Water cascades
Vandløb	Watercourse
vandløbet	the stream
vandmærker	watermarks
Vandmærkets	Watermark
Vandmand	Aquarius
vandmanden	Aquarius
Vandmølle	Watermill
Vandmøller	Watermills
Vandpiber	Hookahs
vandplask	water splash
Vandpolokamp	Water polo match
vandpolomål	water polo goal
vandpolospiller	water polo player
Vandpytter	Puddles
Vandrefalke	Peregrine Falcon
Vandresti	Hiking trail
Vandrestier	Hiking trails
vandrette	horizontal
vandskyder	water slide
Vandslange	Water hose
Vandslanger	Water hoses
Vandsportsgrene	Water sports
Vandspyer	Water spitting
Vandveje	Waterways
Vante	Mittens
Vanuatu	Vanuatu
Vanuatus	Vanuatu
Varan	The Varan
Varaner	Monitor lizards
VarBind	WasBin
Varebiler	Vans
varemærkebeskyttet	trademarked
varemærketegn	trademark sign
variabelbibliotek	variable library
variabelerstatning	variable substitution
variable	variables
variablen	the variable
variablens	the variable
variabler	variables
variant	variant
variationer	variations
variations	variations
Varieteshow	Variety show
Varigheden	Duration
Vario	Vario
VarioPro	VarioPro
VarioUltra	VarioUltra
Varispeed	Varispeed
Varmedis	Heat ice
varmeindeks	heat index
Varmluftsballon	Hot air balloon
Varmluftsballoner	Hot air balloons
vase	vase
Vaser	Vases
Vaskebassin	Washbasin
Vaskebassiner	Washbasins
Vaskebjørne	Raccoons
Vaskemaskiner	Washing machines
Vaskemidler	Detergents
VBIOS	VBIOS
VBM	VBM
VBR	VBR
VBRC	VBRC
VBXADPCM	VBXADPCM
vcard	vcard
vCards	vCards
vcf	vcf
VCS	VCS
vectored	vectorized
vedføjes	attached
vedføjet	attached
vedhæftede	attached
vedhæftes	attached
vedhæftet	attached
Vedic	Vedic
vedkommendes	person's
vedlæg	attachment
vedlæggelse	attachment
vedlægger	encloses
vedlægges	attached
vedlagte	attached
vedligeholdelseskommando	maintenance command
vedr	regarding
Veena	Veena
Vega	Vega
Vegetation	Vegetation
Vehicles	Vehicles
vejforhold	road conditions
vejraseri	weather fury
vejrmøller	windmills
vejrudsigten	the weather forecast
vejvisning	directions
vejvisninger	directions
vektorattribut	vector attribute
