orang	person
limau	lemon
Limbu	Limbo
Limbungan	Shipyard
Limousin	Limousin
limpahan	overflow
Limusin	Limousine
Linda	Linda
Linier	Linear
link	link
LinkedIn	LinkedIn
Linkedln	LinkedIn
links	links
lintang	star
Lintasan	Tracks
lintasi	cross
Linux	Linux
lion	lion
lipatan	fold
liputan	coverage
lis	lis
list	list
ListeningTestResults	ListeningTestResults
listOfIPAddresses	listOfIPAddresses
Lisu	Smooth
Lisut	Soft
Litecoin	Litecoin
Lithuania	Lithuania
little	little
litupi	litupi
liut	soft
Lizard	Lizard
Ljubljana	Ljubljana
ll	ll
Llama	Calls
llc	llc
lld	lld
LLL	LLL
LLLL	LLLLL
llu	lol
llX	llX
LM	LM
lmao	lmao
LMP	LMP
ln	ln
lnk	lnk
Lo	It
loaded	loaded
loafer	loafer
lobak	radish
loc	place
loca	loca
local	local
localhost	localhost
locality	locality
localizable	localizable
localize	localize
location	location
locationLabel	locationLabel
locations	locations
locationsfirstrecorded	locationsfirstrecorded
locationsrecorded	locationsrecorded
locationsrecordedmultiple	locationsrecordedmultiple
lof	lof
Logarithma	Logarithm
logging	logging
logikal	logical
LoginItem	LoginItem
Loginwindow	Loginwindow
Logitech	Logitech
LogNote	LogNote
logout	logout
Lokaliti	Locality
Lokar	Closes
Lokasinya	The location
lol	lol
lolcat	lolcat
Loli	Change
lols	lol
lolz	lol
LongBoldText	LongBoldText
LongG	LongG
Longgarkan	Loosen up
longitud	length
Longkang	Drain
Lookup	Lookup
Loopback	Loopback
Lopak	Puddle
lorekan	shade
Lorem	Hello
lori	on
Lorong	Alley
Los	The
Lossless	Lossless
Lotus	Lotus
LotusPIC	LotusPIC
loving	loving
lowball	lowball
lower	lower
LowPower	LowPower
loyang	brass
lozeng	lozeng
lpadmin	lpadmin
lpc	lpc
LPCM	LPCM
LPD	LPD
LPGA	LPGA
lpi	lpi
lpinfo	lpinfo
lpmove	lpmove
lpoptions	lpoptions
lpq	lpq
LPR	LPR
lpstat	lpstat
LRT	LRT
lrtb	lrtb
ls	ls
Lsd	Lsd
lt	lt
LTE	LTE
lu	the
Luanda	Luanda
luaran	exterior
luarannya	its exterior
Lubnan	Lebanon
Luca	Luca
Lucia	Lucia
Luciana	Luciana
Lucida	Lucida
LucidaGrande	LucidaGrande
Lucy	Lucy
Lue	Read
Luisa	Luisa
Luke	Luke
Lukis	Draw
lukisan	painting
luluskannya	approve it
lulz	lol
Luma	Front
luminans	luminance
Luminositi	Luminosities
lun	lun
luncur	slide
luncurkan	launch
luns	Monday
Lup	Wolf
Lupakan	Forget
lurang	manhole
luruh	autumn
Luruskan	Straighten
Lusaka	Lusaka
Lut	Access
Luther	Luther
lutsinar	transparent
Luxembourg	Luxembourg
Luxembourgish	Luxembourgish
LV	LV
LVG	LVG
lvl	lvl
Lw	Lw
lwn	vs.
lX	lX
Lycia	Lycia
lzfse	lzfse
LZW	LZW
mA	m.a.
maaf	sorry
Maafkan	Forgive me.
Maarten	Maarten
mac	mac
Mac OS 	Mac OS 
Mac Pro	Mac Pro
Macadamia	Macadamia
MACaptionProfile	MACaptionProfile
MacArabic	MacArabic
Macau	Macau
MacBinary	MacBinary
MacBook	MacBook
MacBook Pro	MacBook Pro
MacBuddy	MacBuddy
MacCentralEurRoman	MacCentralEurRoman
MacChineseSimp	MachineChineseSimp
MacChineseTrad	MacChineseTrad
MacCroatian	MacCroatian
MacCyrillic	MacCyrillic
MACE	WOMAN
Macedonia	Macedonia
MacGreek	MacGreek
MacHebrew	MacHebrew
machine	machine
MacIcelandic	MacIcelandic
Macintosh	Macintosh
MacJapanese	MacJapanese
MacKorean	MacKorean
macOS	macOS
macosx	macosx
macosxautomation	macosxautomation
MacPaint	MacPaint
MacPICT	MacPICT
MacPro	MacPro
MacroFire	MacroFire
MacRomanian	MacRomanian
Macs	Macs
Macspoofer	Macspoofer
MacThai	MacThai
MacTurkish	MacTurkish
macValue	macValue
MacWord	MacWord
Madagascar	Madagascar
Madras	Madras
Maestro	Maestro
Magadan	Heir
Maged	Made
Maghribi	Morocco
Magic	Magic
Magican	Magican
magik	magic
Maglev	Maglev
magna	magna
Magnus	Magnus
Magun	Magun
maguro	Maguro
mAh	I
Mahajani	Mahajani
mahjong	mahjong
Mahora	Mahora
Mahoran	Mahoran
mahupun	nor
mai	may
mail	mail
mailbox	mailbox
main	main
mainan	toy
mainkan	play
MainMenu	Main Menu
Maithean	Goodbye
majlis	ceremony
majukan	forward
mak	mom
maka	for
Makadamia	Macadamia
makan	eat
make	make
MakePDF	MakePDF
Makerel	Makerel
Makernote	Makernote
maklum	know
Makluman	Notification
maklumatnya	the information
maklumkan	inform
maksima	maximum
mal	just
Malagasy	Malagasy
Malamut	The Malamute
Malamute	Malamute
Malawi	Malawi
Malaysia	Malaysia
malbec	malbec
Maldives	Maldives
Maldivia	Maldives
Male	Male
Mali	Mali
Malinois	Malinois
malware	malware
Mambalut	Wrapper
mamot	death
Mampatan	Compression
Man	Man
manage	manage
Managua	Managua
Manama	Manama
Manchester	Manchester
Mancis	Matches
Mandaic	Mandaic
mandarin	mandarin
mandian	bath
manfaatkan	take advantage of
Manichaean	Manichaean
manifes	manifesto
manikur	manicure
Mantel	Mantel
Manx	Manx
mao	is
map	map
MapButtonView	MapButtonView
maple	maple
Maputo	Maputo
MapView	MapView
mara	times
Marascino	Maraschino
marathon	marathon
margarita	margarita
Marginal	Marginal
Mari	Increase
Mariana	Mariana
Marie	Marie
Marigold	Marigold
Marimba	Marimba
Marin	Marin
Marino	Marino
Mariska	Mariska
Markus	Markus
Marshall	Marshall
Marshmallow	Marshmallow
Martin	Martin
martini	martini
Martiniquais	Martinican
Martinique	Martinique
Martisor	Martisor
marUKMs	marUKMs
Mary	Mary
Mas	But
masak	cook
Mason	Mason
MassStorage	MassStorage
MassStorageCamera	MassStorageCamera
Master	Master
MasterCard	MasterCard
MasterEncoding	MasterEncoding
Mastif	Mastif
Mastiff	Mastiff
mat	along with
matang	KIND
matcha	matcha
matches	matches
Mate	Death
mater	mater
Matrix	Matrix
Matrox	Matrox
Matte	Matte
Matzo	Matzo
Mauritania	Mauritania
Mauritius	Mauritius
maxCEKDecrypts	maxCEKDecrypts
maximus	maximus
maxp	maxp
Maxtor	Maxtor
maya	maya
Mayek	Mayek
Mayotte	Mayotte
mayUKMs	mayUKMs
mb	mb
Mbit	Mbit
Mbps	Mbps
MBR	MBR
MCA	MCA
McAfee	McAfee
mchl	mchl
mchlb	mclb
mchlp	mchlp
MCS	MCS
MCX	MCX
md	md
MDB	CIS
MDC	MDC
MDM	MDM
mDNS	mDNS
MDV	1500
mdy	mdy
me	me
Mead	Mead
Meatloaf	Meatloaf
mebibait	mebibait
mechanism	mechanism
medan	while
MediaKit	MediaKit
MediaSize	MediaSize
MEDIASPACE	MEDIASPACE
MEDIAVISION	MEDIAVISION
Medik	Medical
Meditative	Meditative
Meetei	Meetei
megabait	megabyte
mein	my
Mekah	Mecca
mel	mel
melahirkan	give birth
melahu	idle
melajukan	to drive
melaksana	implement
melalukan	to do
melampir	attach
melampirkan	attach
melancar	smooth
melancarkan	launch
melancong	travel
melanggan	subscribe
melangkau	skip
melangkaui	beyond
melangkaunya	skip it
melaras	adjust
melaraskannya	to straighten it out
melaung	shout
melawak	joking
melawati	visit
melayari	surf
Meledak	Explode
Meledingkan	Warp
melekap	mount
melekapkan	mount
Melembutkan	Soften
melengkok	curved
Melepak	Hanging out
melepas	let go
meleraikan	to separate
meleret	swipe
meletak	park
meletus	erupt
melewar	overdo it
melibatkan	involves
Melicinkan	Smoothing
Melina	Melina
melintang	horizontally
Melintangi	Across
melitupi	cover
Melkan	Melkan
Melodik	Melodic
melog	log
Melonggarkan	Loosen
melorek	shade
meloyakan	to twist
meluangkan	spend
melucukan	funny
melukis	to draw
meluluskan	approve
meluluskannya	approve it
melur	melt
meluru	rush
memacu	spur
memadam	delete
memadamkan	delete
memadamkannya	delete it
memadamnya	delete it
memadankan	match
memadatkan	to compact
memaki	swear
memaklumkan	inform
memampas	compensate
memampat	compress
memampatkan	compress
memampatkannya	compress it
memancing	fishing
memandangkan	considering that
memandu	drive
memanfaatkan	utilise
memangkaskannya	trim it
memanjangkannya	extend it
memantau	monitor
memantul	bounce
memantulkannya	reflect it
memapar	display
memaparkannya	display it
memasak	cooking
Memasuki	Entering
memateri	solder
Memaut	Link
memautkan	link
membahagi	divide
membakarkannya	burn it
membalas	reply
Membalut	Wrapping
membangunkan	develop
membau	smell
membekal	supply
membekalkan	supply
membenarkannya	allow it
membentukkannya	shape it
memberName	memberName
MEMBERS	MEMBERS
Memberus	Brushing
membesar	grow up
membesarkan	to enlarge
membetulkan	correct
membezakan	distinguish
membezakannya	distinguish it
membina	build
membuangkannya	throw it away
membulat	rounded
memegang	holding
Memerang	Beaver
memerhati	observe
memerhatikan	observe
Memeta	Mapping
memetak	to map
memetakan	map
memetakkan	map out
memetakkannya	map it out
memeterai	seal
memfokus	focus
memformat	formatting
memformatkan	formatting
memiilih	to choose
memindah	move
meminimumkan	minimize
Memintas	Intercept
mempakej	package
memperbaharui	renew
memperibadikan	personalize
memperincikan	detail
Memperjelas	To clarify
Memperkenalkan	Introducing
mempersetujui	agree
mempertingkatkan	improve
memperuntuk	allocate
memperuntukkan	allocate
Mempopulasi	Populate
mempratontonnya	preview it
memproses	process
memualkan	nauseating
memuatkan	loading
memuatkannya	load it
memudahkan	facilitate
memuktamadkan	finalize
memulih	recover
memulihkannya	restore it
memusing	turn
memusingkan	dizzy
memusnahkan	destroy
memutarkan	rotate
memutus	to cut off
Men	Men
menadah	to collect
menaik	ascending
menaiki	ride
menaip	typing
menajamkan	sharpen
menamakan	name
menambahnya	add it
menampal	paste
menandatangan	signing
menangani	deal with
menapis	filter
mencabar	challenging
mencabuli	to molest
mencadangkan	suggest
Mencantum	Merge
mencari	looking for
mencarut	to gossip
mencawang	branch
mencawangkan	to project
mencetak	print
mencetuskan	trigger
mencubanya	try it
mencurigakan	suspicious
mendahului	precede
mendail	dial
mendapatan	get
mendasari	underlying
mendayakan	enable
mendayakannya	empower it
Mende	Century
mendedahkan	reveal
mendengar	listen
mendengari	listening
mendiagnosis	diagnose
Mendupleks	Duplexing
menduplikasi	duplicate
menduplikasikan	duplicate
menduplikasikannya	duplicate it
mendwiklik	mendwiklik
menegak	vertical
menempah	book
menemui	find
Menengah	Secondary
menentukannya	determine it
menentukur	calibrate
menepuk	pat
Menerangi	Illuminate
menerangkan	explain
menerbit	publish
Menerokai	Explore
menetek	threads
menewaskan	beat
mengaburkan	to blur
mengadakan	hold
mengagak	guess
Mengail	Fishing
mengaitkan	to associate
mengaitkannya	relate it
mengaksesnya	access it
mengalih	move
mengalihkannya	divert it
mengalihnya	divert it
menganalisis	analyze
mengandunginya	contains it
Menganggar	Estimate
Menganggarkan	Estimate
Menganimasikan	Animating
menganjakkan	move
menganotasi	annotate
Mengapit	Flanking
mengapitkan	clamp
mengarkib	archiving
mengarut	absurd
mengasal	origin
mengasalkan	as long as
mengatasinya	overcome it
mengautomasikan	automate
mengawalnya	control it
mengebut	speeding
mengecaj	charging
mengecas	charging
mengecat	paint
mengecualikan	exclude
mengedit	edit
mengeditnya	edit it
Mengejut	Surprise
mengekalkan	maintain
mengekang	restrain
mengekod	encode
mengeksport	export
mengekstrak	extract
mengeluarkan	remove
mengemaskini	update
mengembek	to puff
mengenal	to know
mengenalpasti	identify
mengendali	handle
mengendalikan	handle
mengenyit	wink
mengepin	pin
mengepos	post
Mengerlip	Flicker
mengesah	confirm
mengesahkan	confirm
mengesahkannya	confirm it
mengesahsahih	validate
mengesannya	track it
Mengesat	Delete
mengeset	set
mengesetkan	set
mengesetkannya	set it up
mengetap	to bite
Mengetatkan	Tighten
mengetawakan	laugh
mengetik	type
mengewap	vaporize
mengezum	zoom
menggabungkan	combine
menggandakan	double
Menggaris	Line
menggariskan	outline
menggelapkan	darken
menggelecek	dribble
menggeletek	tickle
menggemari	fond of
menggemarinya	love it
menggerakkannya	move it
menggertak	to bluff
menggerunkan	awesome
menggesa	urge
menggoreng	frying
menggubah	compose
menggulung	roll up
mengguna	use
menghala	towards
menghalakan	direct
menghalangkan	prevent
menghampiri	approaching
menghantarkannya	send it
menghantarnya	send it
menghasilkannya	produce it
menghelahkan	sigh
menghembus	exhale
menghenti	stop
mengheret	drag
mengherotkan	shocking
menghijrahkan	to migrate
menghilangkan	eliminate
Menghimpun	Collecting
menghimpunkan	gather
menghiraukan	disregard
menghurai	explain
menghuraikan	describe
mengikat	bind
Mengiklan	Advertising
Mengiklankan	Advertising
mengiktiraf	recognize
mengilap	shiny
mengili	to turn
mengimbangi	balance
mengimbas	scan
mengimportnya	import it
Menginapkan	Staying Overnight
Menginden	Pre-order
mengira	count
mengisih	sort
mengisihkan	set aside
mengisikan	fill in
mengisytiharkan	declare
mengklik	Clicking
mengkompil	compile
mengkonfigurasi	configure
mengkonfigurasikan	configure
mengkonfigurasikannya	configure it
mengkonfigurasinya	configure it
mengskrol	mix scroll
mengubahkannya	change it
mengucapkan	to say
mengufuk	horizontal
mengumpul	collect
mengumumkan	announce
mengunakan	using
mengundi	vote
mengurus	manage
menguruskan	manage
meningkat	increased
menipiskan	thin out
menipu	deceive
menjadualkan	schedule
Menjahit	Sewing
Menjajar	Plow
menjalankannya	run it
Menjangka	Anticipate
menjeda	pause
menjedakan	pause
menjejak	track
menjelir	to stick out
menjelirkan	to clarify
menjelmakan	embody
menjengkelkan	annoying
menjepit	clamp
menjimatkan	save
menjubinkan	to tiling
menjugel	juggling
menjuling	squint
menjumpai	found
menlenyapkan	eliminate
menogol	menogol
menorah	menorah
mensaiz	monthly
mensaizkan	mensaizkan
Mensegmenkan	Human segment
mensetkan	set
mensimulasi	simulate
mensimulasikan	simulate
mensintesis	synthesize
menskala	mens scale
menskrol	human curl
Menstrim	Streaming
mensyampu	to sweep
Mentafsir	Interpret
mentakrifkan	define
menterbalikkan	reverse
menterjemah	translate
mentol	bulb
Mentransliterasikan	Transliterate
menuding	accuse
menukarkan	change
menukarkannya	change it
menukarnya	change it
menumpu	converge
menumpukan	concentrate
menunggunya	waiting for him
menuturkan	to say
Menyahaktif	Deactivate
menyahaktifkan	deactivate
menyahaktifkannya	deactivate it
menyahaktifnya	deactivate it
menyahcas	discharge
menyahdayakan	disable
menyahikat	to disassociate
menyahkod	decode
menyahlekap	unmask
Menyahmampat	Decompress
menyahmuat	unload
menyahpasang	uninstall
Menyahpaut	Unlink
menyahpecut	decelerate
menyahpilih	deselect
Menyahsemak	Uncheck
menyahsirikan	to unserialize
Menyahskrip	Descriptive
menyahsuka	dislike
menyahsulit	decrypt
menyahsulitkan	decrypt
menyahtanda	uncheck
menyahtetapkan	unset
menyalinnya	copy it
Menyamai	Equalize
menyambat	to complain
menyambungnya	connect it
menyandar	lean
menyandarkan	lean on
menyasarkan	target
menyatakan	declare
Menyatukan	Uniting
Menyebarkan	Spreading
Menyegar	Refreshing
Menyegerak	Synchronize
menyegerakkan	synchronize
Menyelam	Dive
menyelaras	coordinate
menyelaraskan	coordinate
menyeluruh	comprehensive
menyemai	sow
menyemak	check
menyempurnakan	perfect
menyenaraikan	list
menyerlahkan	highlight
menyertai	join
Menyiar	Broadcast
menyiasat	investigate
menyinar	shine
menyinarkan	shine
Menyingsing	Dawning
menyiri	to beg
menyoal	question
menyongsangkan	to look forward to
Menyorak	Cheering
Menyuap	Bribery
menyulit	make it difficult
menyulitkan	make it difficult
menyumbang	contribute
Menyuramkan	Gloomy
Menyurat	Correspondence
menyurih	to write
menyusu	breastfeeding
menyusukan	breastfeed
menyusunnya	put it together
Menyusutkan	Shrinking
menzum	menzum
meow	meow
meraikan	celebrate
Merak	Curiosity
Merakit	Assembling
meratakan	flatten
merayau	wander
merayu	to appeal
mercu	landmark
meredamkan	to dampen
meregang	stretch
meregangkan	stretch
mereka	them
merencana	plan
merendahkan	to humiliate
merengus	grunt
merentas	across
merentasi	across
merenung	ponder
mereset	reset
meresetnya	reset it
merged	merged
Meringkaskan	Summarize
Meriotic	Meriotic
merisik	whisper
merisikokan	risk
Merlin	Merlin
merlot	merlot
Meroitic	Meroitic
meruap	volatile
merujuk	refer
merungut	complain
mesra	friendly
message	message
messageFormat	messageFormat
messages	messages
Messenger	Messenger
meta	meta
metadata	metadata
metal	metal
metalik	metallic
metamorphosis	metamorphosis
meter	meter
method	method
metro	metro
mewujudkan	create
meyimpan	save
MF	MF
MFP	MFP
mg	mg
MGF	MGF
mh	mh
MHz	MHz
mi	me
Miami	Miami
Miao	Miao
miaou	meow
miaow	miaow
MiB	MiB
MIBS	MIBS
Micro	Micro
MicroFire	MicroFire
Micronesia	Micronesia
Mid	Mid
midi	midi
Mig	Me
Mighty	Mighty
migrate	migrate
mik	what
mikrosaat	microsatellite
Mil	Thousand
Milena	Milena
milisaat	millisecond
mille	whose
Millet	Millet
mime	mime
mimeMediaType	mimeMediaType
Minaret	Minaret
Minarets	Minarets
MINC	MINC
Minguo	Minguo
Minh	Bright
minima	minima
minimumkan	minimize
Minneapolis	Minneapolis
Minolta	Minolta
Minuet	Minuet
minutes	minutes
Miquelon	Miquelon
Miquelonnais	Miquelonnais
Mission	Mission
Mistletoe	Mistletoe
MISTY	MISTY
mit	with
Mitsubishi	Mitsubishi
Mitten	Middle
MKT	MKT
MLB	MLB
mlExpandHistory	mlExpandHistory
MLS	MLS
mma	good
MMM	MMM
MMMM	MMMM
MMMMMMMMMMMMMMMMMM	MMMMMMMMMMMMMMMMMMMM
MMP	MMP
mnu	Mr.
mnubar	mnubar
mnus	man
mnz	mnz
mnzd	mnzd
moai	beautiful
MobileDevice	MobileDevice
mobileme	mobile phone
mochi	mochi
mod	against
ModelName	ModelName
ModelWarna	ModelWarna
Modernizer	Modernizer
Modi	Modi
Modular	Modular
modulo	module
Modulus	Modulus
Mogadisho	Mogadishu
Moira	Moira
Moire	Mary
mojito	mojito
moka	the whole
Mokasin	Moccasin
Moldova	Moldavia
Mollusk	Mollusk
molorem	I grind
Monaco	Monaco
Monarka	Monarch
Mondrian	Mondrian
Monégasque	Monegasque
Monetary	Monetary
Mongolia	Mongolia
Monica	Monica
Monk	Monk
mono	mono
monorel	monorel
Monospaced	Monospaced
Montenegro	Montenegro
months	months
Montréal	Montreal
Montserrat	Montserrat
mood	mood
Moose	Moose
moped	moped
more	more
MoreThanOneTab	MoreThanOneTab
Morocco	Morocco
mort	dead
morx	morx
Mosaic	Mosaic
mossus	mossus
Moth	Moth
motobot	motorboat
Motokar	Motorcar
Mou	Mou
Mountain	Mountain
mouse	mouse
mov	rice
MoveMediaPlayer	MoveMediaPlayer
MoveVolume	MoveVolume
movies	movies
moyai	moyai
Mozambique	Mozambique
Mozek	Brain
mp	mp
mpeg	mpeg
mpg	mpg
mph	mph
MPO	BECAUSE
MPPE	MPPE
mps	mps
MQV	MQV
mqvSinglePass	mqvSinglePass
Mr	Mr
Mro	Mro
MRU	MRU
ms	ms
MSCHAP	MSCHAP
msg	msg
msgid	msgid
msgSigDigest	msgSigDigest
MSI	MSI
Msj	Msj
MSN	MSN
MSNAUDIO	MSNAUDIO
MSP	MSP
MSVI	MSVI
MSWfD	MSWfD
MSWord	MSWord
mt	mt
Mtr	Mtr
MTU	PERSON
mu	in
muah	muah
muatkan	load
muda	time
Mufin	Muffin
MukaTebal	MukaTebal
Mukim	District
muktamadkan	finalize
mula	from
mulakannya	start it
mule	mule
Multani	Multan
Multifungsi	Multifunction
multikas	cartoon
Multiline	Multiline
multipeta	multipeta
Multiport	Multiport
multiset	multiset
MultiSpot	MultiSpot
muncung	nozzle
Munich	Munich
musang	fox
mustahak	essential
MustBeZero	MustBeZero
mutex	mutex
Muxed	Muxed
mV	mV
mwah	wow
MX	MX
my	my
Myanmar	Myanmar
MyApplication	MyApplication
MyBook	MyBook
Myspace	Myspace
Naan	Naan
Nabataean	Nabataean
nabla	nabla
NABLE	NABLE
Nachos	Nachos
nada	nothing
Nadir	Rare
nafi	I am
nafikan	deny
naga	naga
Nagri	Overseas
Naiki	Climb
naiknya	the rise
najis	feces
nak	want
nama	debt
namaAhli	nameAhli
NamaAnda	NamaAnda
NamaFail	NameFail
namakan	name
namaste	namaste
name	name
NameColumn	NameColumn
NameLabel	NameLabel
nameWithLanguage	nameWithLanguage
Namibia	Namibia
nampak	see
Nan	In
nana	nana
nand	nand
nangis	cry
Nano	Nano
nanosaat	nanosaat
nanti	later
Nap	Nap
Narasi	Narration
Narrowband	Narrowband
naruto	Naruto
nascar	nascar
Nasdaq	Nasdaq
Naskh	English
NASP	NASP
Nation	Nation
National	National
Native	Native
naturalLanguage	naturalLanguage
Nauru	Nauru
Nav	None
navel	navel
navigator	navigator
NBA	NBA
nbagent	nbagent
nbulan	nbulan
NCAAB	NCAAB
NCAAF	NCAAF
NCAAW	NCAAW
NCR	NCR
NDIF	NDIF
Ndjamena	Ndjamena
NDRV	NDRV
NEC	NO
Necktie	Necktie
needed	needed
Neel	Neel
negeri	state
Negreta	Bold
nek	to
Nektarin	nectar
nenek	grandmother
Neonat	new- born bonding
Nepal	Nepal
Nepale	In Nepal
nerd	nerd
nerda	nerdy
net	net
netbios	not afraid
NetBootVolume	NetBootVolume
NetFS	NetFS
NetInfo	NetInfo
Netscape	Netscape
Netstat	Netstat
Neue	New
Nevada	Nevada
Nevis	Not
new	new
NewApplication	NewApplication
News	News
Newsstand	Newsstand
NewTextFile	NewTextFile
newton	newton
NextStep	NextStep
NFC	NFC
NFL	NFL
NFNT	NFNT
nfs	nfs
ng	of
Nicaragua	Nicaragua
Nicholas	Nicholas
Nick	Nick
NickName	NickName
Nicky	Nicky
Nicolas	Nicolas
NIfTI	NIFTI
Niger	Niger
Nigeria	Nigeria
Night	Night
nigiri	nigiri
nikmati	enjoy
Nikon	Nikon
Nikos	Nikos
Ninepoint	Ninepoint
Nippon	Nippon
NIS	NIS
Nisan	April
NIST	NIST
nitiissed	started
Niue	Niue
NLC	NLC
nm	nm
nmbd	nmbd
nminggu	nminggu
Nms	Nms
no	no
NO₂	NO₂
nod	nod
noir	noir
noktah	period
nol	nol
noloc	noloc
nom	name
Nôm	Nom
nomal	normal
nomnom	nomno
Nonce	Nonce
none	none
nonest	it is not
NoPrintersAdded	NoPrintersAdded
nor	nor
Nora	Nora
Nord	North
Nordik	Nordic
Norfolk	Norfolk
NORRIS	NORRIS
Norton	Norton
not	not
nota	use
note	note
noteID	noteID
Noteworthy	Noteworthy
NotificationExec	NotificationExec
notifications	notifications
notify	notify
Nouakchott	Nouakchott
Nouméa	Noumea
Nov	Nov
Novell	Novell
Novem	New
novUKMs	novUKMs
Novus	Novus
NowPlayingWidgetContainer	NowPlayingWidgetContainer
NP	E.G
NR	No.
NRC	NRC
NRW	NRW
NSExtension	NSExtension
NSI	NSI
nsiz	without
NSL	NSL
NSN	NSN
NSPasteboard	NSPasteboard
NSS	NSS
NSString	NSString
NSStringPluralRuleType	NSStringPluralRuleType
nstexttopdf	nstexttopdf
NSURL	NSURL
NSViewController	NSViewController
NT	NT
ntfs	ntfs
NTLM	NTLM
NTSC	NTSC
nu	not
NuBus	NuBus
nul	null
num	in a
number	number
numberOfItems	numberOfItems
numberOfOtherTabs	numberOfOtherTabs
numberOfPages	numberOfPages
numberOfResults	numberOfResults
numberOfTabs	numberOfTabs
numeric	numeric
numerik	numeric
numero	number
Nunavik	Nunavik
Nunavut	Nunavut
Nuri	Nuri
Nutaaq	New
Nuuk	Nuuk
NVIDIA	NVIDIA
NVM	NVM
NVMExpress	NVMExpress
nvram	nvram
NW	NW
nya	his/her
nyahaktif	deactivate
nyahaktifkan	deactivate
nyahaktifkannya	deactivate it
Nyahapit	Nyahapit
nyahbalut	unpack
nyahbenarkan	disprove
nyahdayakan	empower
Nyahgemari	Nyahgemari
nyahikat	nyahikat
nyahkod	decode
Nyahkumpul	Uncollect
Nyahlanggan	Dismiss
nyahlekap	no one
Nyahlekapnya	Nyahlekapnya
nyahmampat	decompress
nyahmampatan	to be happy
nyahpasang	uninstall
nyahpaut	unlink
nyahpepijat	debug
nyahpilih	deselected
Nyahpinkan	Nyahpinkan
Nyahsampel	Sample
nyahsekat	unblock
Nyahselangseli	The following is a summary
Nyahsemak	Nyahsemak
nyahsenyap	soft
nyahsenyapkan	mute
nyahserlahkan	de-highlight
nyahsuka	like it
nyahsulit	difficult
Nyahsulitkan	Make it difficult
nyahtajam	nyahtajam
Nyahtajamkan	Unsharpen
nyahtanda	night
Nyahvignet	Nyahvignet
Nynorsk	Norwegian
NYSE	NYSE
o	the
O₃	O₃
oaep	oops
Obelisk	Obelisk
Obes	Obes
OBEX	OBSTACLE
OBEXAgent	OBEXAgent
Obfuscate	Obfuscate
ObjC	ObjectC
object	object
Objective	Objective
ObjectSign	ObjectSign
objek	or object
ObjSign	ObjSign
Oblik	Form
Oblique	Oblique
Obon	down
Obor	Field
OC	OC
Ochi	Eyes
OCSP	OCSP
octetString	octetString
octUKMs	octUKMs
oden	oden
Odia	Odia
ODSM	ODSM
OECF	OECF
OEM	OEM
of	of
OFB	OFB
OFDM	OFDM
Office	Office
offline	offline
OfflineDictationDescWithDownload	OfflineDictationDescWithDownload
Oficio	Job
Oftaf	Oftaf
Ogham	Ogham
Ogo	Quality
ohh	ohh
ohhh	ohhh
ohm	ohm
OID	OID
oink	oink
ok	ok
okay	okay
okey	okay
Oki	Cut down
Okt	Oct
Oktagonal	Octagonal
Oktoberfest	Oktoberfest
Ol	Ol
olahan	processed
old	old
OLIADPCM	OLIADPCM
OLICELP	OLICELP
OLIGSM	OLIGSM
OLIOPR	OLIOPR
OLISBC	OLISBC
olive	olive
Oliver	Oliver
Olympus	Olympus
om	about
Oman	Oman
omega	omega
Omelet	Omelet
omg	omg
omikron	omikron
omnitiae	omnipotence
Omsk	Omsk
on	on
onb	onb
OnDemand	OnDemand
one	one
Ones	Ones
