a	and
Utom	In that case
utoniše	drowned
utonule	sunken
utopi	drown
utopiše	drowned
Utovili	Fattened
utovljen	fattened
utovljenih	fattened
Utrči	Run.
utroba	womb
utrobama	entrails
utrobe	intestines
utrobi	womb
utrobu	intestines
Utrošene	Spent
utrošenih	spent
utrošeno	spent
utrt	beaten
utučene	depressed
utučeni	depressed
utukao	beaten
utuku	fight
utvrda	fortress
utvrdama	fortifications
utvrde	fortifications
utvrđen	established
utvrđena	established
utvrđene	established
utvrđeni	established
utvrđenih	established
utvrđenja	fortifications
utvrđeno	established
utvrdi	establish
utvrdili	determined
utvrdio	determined
utvrdiše	they established
utvrdite	determine
utvrditi	determine
utvrđivanja	determination
utvrđivanju	establishing
utvrdu	fortress
utvrđuje	determines
utvrđujući	establishing
uvalu	cove
uvaži	respect
uvažiti	to respect
uveća	enlarge
uvećala	increased
uvećao	increased
uvećat	enlarged
uvećati	increase
uvećava	increases
uvečer	in the evening
uvede	introduce
uvedem	introduce
uvedete	introduce
uvedi	introduce
uvedoše	they introduced
uvedu	introduce
uvehlo	withered
uvehne	wither
uvehnem	wither
uvehnu	wither
uvehnula	withered
uvehnuli	withered
uvehnuo	withered
uvehnut	withered
uvehnuti	wither
uvela	introduced
uveliča	enlarge
Uveliko	Largely
uveo	introduced
uvest	introduce
uvid	insight
uvide	insights
uvidi	insights
uvidio	saw
uvidjeh	I realized
uvidjeli	saw
uvidješe	they realized
uvidjeti	to see
Uvidjevši	Seeing
uvijek	always
uvijene	twisted
uvis	upwards
uvjeravaj	convince
uvjeravajući	convincing
uvjeravamo	we assure
uvjeravao	convinced
uvjeravati	reassure
uvjere	convictions
uvjeren	convinced
uvjereni	convinced
uvjerenja	beliefs
uvjerenje	belief
uvjerenju	belief
uvjeri	convince
uvjerio	convinced
uvjeriš	convince
uvjerite	convince
uvjeriti	convince
uvjerljivim	convincing
uvjerljivo	convincingly
uvjetima	conditions
uvjetom	on condition
uvježbani	trained
uvježbano	practiced
uvježbao	practiced
uvlače	they pull in
Uvod	Introduction
Uvode	Introductions
uvođenja	introduction
uvodi	introduces
uvodio	introduced
uvoditi	introduce
uvojcima	curls
uvozili	imported
uvreda	insult
uvredama	insults
uvrede	insults
uvredljivu	offensive
uvredom	insult
uvredu	insult
uvrijede	insult
uvrijeđen	insulted
uvrijeđenim	offended
uvrijedi	offend
uvrijedili	offended
uvrštena	included
uvuče	pull in
uvuci	retract
uvući	to pull in
uvukao	pulled in
uvukoše	they dragged
uvuku	indentation
uz	with
uza	close
uzaći	to ascend
užad	ropes
užadima	ropes
Uzajev	Uzaev
uzak	narrow
Uzal	Knot
Uzala	Uzala
uzalud	in vain
uzaludan	futile
uzaludna	futile
uzaludne	in vain
uzaludno	in vain
uzaludnu	in vain
Uzama	Takes
užaren	incandescent
užarena	incandescent
užarene	glowing
užareni	incandescent
užarenih	glowing
užarenim	incandescent
užareno	glowing
užarenog	red-hot
užarenoj	incandescent
užarenom	incandescent
užarenu	glowing
užari	ropes
užariše	it is burning
užariti	glow
užas	horror
užasa	horror
užasavaju	they are horrifying
uzašli	ascended
užasna	terrible
užasni	terrible
užasnu	terrible
užasnut	horrified
užasnuti	terrified
užasom	with horror
uzavre	boils
uzavrela	boiling
uzavri	boil
uzbrdice	uphills
uzbrdicom	uphill
uzbrdicu	uphill
uzbrdo	uphill
uzbuna	alarm
Uzbune	Alerts
uzbuni	alarm
uzbunili	alarmed
uzbunu	alarm
uzburka	commotion
uzburkana	agitated
uzburkanim	turbulent
uzburkano	turbulently
uzda	bridle
uzdahe	sighs
uzdahnu	sigh
uzdaj	hope
uzdaje	hopes
uzdaješ	you hope
uzdajete	you trust
uzdajte	trust
uzdaju	hope
uzdali	trust
uzdam	I trust
uzdamo	we hope
uzdanica	hope
uzdanice	hopes
uzdanicu	hope
uzdao	trusted
uzdaš	sigh
uzdaše	sigh
uzdasi	sighs
uzdasima	sighs
uzdate	confident
uzdati	to trust
uzde	reins
uzdići	elevate
uzdigao	raised
uzdigla	raised
uzdigli	elevate
uzdigne	elevate
uzdignem	I raise
uzdigneš	you raise
uzdignete	you elevate
Uzdigni	Lift up
uzdignimo	let's raise
uzdignite	elevate
uzdignu	rise
uzdignuće	elevation
uzdignuo	elevated
uzdignut	raised
uzdignuta	elevated
uzdignute	elevated
uzdignuti	to elevate
uzdignutih	elevated
uzdignuto	elevated
uzdigoše	they rose
uzdisajima	sighs
uzdiše	sighs
uzdišem	I sigh.
uzdišemo	we sigh
uzdiši	sigh
uzdišu	sigh
uzdizale	raised
uzdizali	raised
uzdizane	elevated
uzdizanja	elevations
uzdizanje	elevation
uzdizanju	elevation
uzdizanu	elevated
uzdizao	raised
uzdizat	to elevate
uzdizati	to elevate
uzdiže	elevates
uzdižem	I elevate
uzdižeš	you elevate
uzdižete	you elevate
uzdižite	elevate
uzdižu	they elevate
uzdižući	elevating
uzdom	bridle
uzdrhta	tremble
uzdrhtalo	trembling
uzdrhtaše	they trembled
uzdrhtati	wince
uzdrma	shake
uzdrmaju	shake
uzdrmao	shaken
uzdrmaše	shook
uzdrmati	shake up
uzdržava	supports
uzdržavam	I support
uzdržavanje	abstinence
uzdržavate	you support
uzdržiš	you hold back
uzdržite	hold back
uzdržljiv	restrained
uzdržljivost	temperance
uzdržljivosti	restraint
uzdu	bridle
uzduž	along
uze	rope
uže	rope
uzeh	I took
uzela	took
uzeli	took
uzelo	took
Uzen	Uzen
uzeo	took
uzeše	they took
užeše	rope
uzeste	you took
uzet	taken
uzeta	taken
užeta	ropes
uzete	taken
uzeti	take
uzetih	taken
užetima	ropes
uzeto	taken
uzetog	taken
uzetom	taken
užetom	with a rope
uzetome	taken
uzetu	taken
uzevši	having taken
uzgaja	cultivates
uzgajala	cultivated
uzgajati	to cultivate
uzglavlja	headboards
uzglavlje	head
Uzi	Uzi
uzice	strings
uzicom	with a string
uziđe	ascend
Uziel	Uziel
Uziela	Taken
Uzielov	Uziel's
Uzielova	Uziel's
Uzielovaca	Uzielovac
Uzielovi	Uziel's
Uzielovih	Uzziel's
Uzija	Uzziah
Uzije	Uzziah
Uzijevi	Uzis
Uziji	Uzziah
Uzijin	Uzziah
Uzijina	Uzziah
Uziju	Uzziah
uzima	takes
uzimaj	take
uzimajte	take
uzimaju	they take
uzimajući	taking
uzimali	took
uzimam	I take
uzimao	took
uzimaš	you take
uzimat	to take
uzimate	you take
uzimati	take
Uzin	Uzin
Uzini	Snacks
Uzinom	Snack
Uzinu	Uzine
uzišao	ascended
uzišavši	having ascended
užitak	pleasure
užitaka	pleasures
užitkom	with pleasure
uživa	enjoys
uživaj	enjoy
uživajte	enjoy
uživaju	enjoy
uživala	enjoyed
uživale	enjoyed
uživali	enjoyed
uživalo	enjoyed
uživam	I enjoy
uživamo	we enjoy
uživanja	enjoyment
uživanje	enjoyment
uživao	enjoyed
uživaš	you enjoy
uživat	to enjoy
uživate	you enjoy
uživati	enjoy
uzjahaše	they rode
uzjaše	mounted
uzlaza	ascent
uzlaze	they are ascending
uzlazi	ascends
uzlazilo	ascending
uzlaziti	to ascend
Uzletjet	Take off
uzmaknu	retreat
uzmaknulo	retreated
uzmaknuti	retreat
uzmakoše	they retreated
uzme	take
uzmem	I take
uzmemo	let's take
uzmeš	you take
uzmete	you take
uzmi	take
uzmicao	retreated
uzmicati	retreat
uzmiče	retreats
uzmiču	retreat
uzmite	take it
uzmu	take
uznemirava	disturbs
uznemiravajte	disturb
uznemiravaju	they disturb
uznemiravali	disturbed
uznemiravati	disturb
uznemire	upset
uznemiren	upset
uznemirena	upset
Uznemireno	Upset
uznemiri	upset
uznemirih	disturbed
uznemirili	disturbed
Uznemirilo	Upset
uznemirio	disturbed
uznemiriše	upset
uznemirit	upset
uznemiruj	disturb
uznemiruje	disturbing
uznemiruješ	you are disturbing
uznemirujte	disturb
uznemiruju	disturbing
uznese	take up
uznesen	taken up
uznesenja	ascension
uznesenje	ascension
uznesite	bring it up
uznesoše	they brought
uznijeli	exalted
uznio	took off
uznose	they raise
uznosi	rises
uznosiš	you are raising
uznositi	to exalt
uznositih	sublime
uznositost	loftiness
uzoholi	arrogant
uzoholili	arrogant
uzoholilo	arrogant
uzoholio	arrogant
uzoholiti	to become arrogant
Uzom	With
uzor	model
uzorano	plowed
Uzori	Role models
uzorku	sample
uzorno	exemplary
uzoru	role model
uzrastete	you grow up
uzrasti	age
uzrečicu	proverb
uzročnika	causative agent
uzrokuju	cause
Uzu	Use
uzvanici	guests
uzveličati	to glorify
uzvici	exclamations
uzvicima	exclamations
uzviju	they will rise
uzvik	exclamation
uzvike	exclamations
uzvikivali	shouted
uzvikivati	shout
uzvikne	exclaim
uzviknete	you exclaim
uzviknu	they exclaimed
uzviknuo	exclaimed
uzviknuti	exclaim
uzvikuje	exclaims
Uzvikujte	Shout out
uzvikuju	they shout
uzvikujući	shouting
uzvišen	sublime
uzvišena	sublime
uzvišene	sublime
uzvišeni	sublime
uzvišenih	sublime
uzvišeniji	more sublime
uzvišeniju	more elevated
uzvišenim	sublime
uzvišenja	elevations
uzvišenje	elevation
uzvišenjima	elevations
uzvišenju	elevation
uzvišeno	sublime
uzvišenog	sublime
Uzvišenoga	The Exalted
uzvišenom	sublime
uzvišenošću	sublimity
uzvišenost	sublimity
uzvišenosti	sublimity
uzvišenu	sublime
uzvisi	heights
uzvišice	highlands
uzvišici	heights
uzvišicu	hill
uzvisina	elevation
uzvisinama	hills
uzvisine	heights
uzvisini	heights
uzvisinom	elevation
uzvisinu	elevation
uzvisio	exalted
uzvisit	sublime
Uzvisite	Exalt
uzvisiti	exalt
uzvisuje	exalts
uzvisujemo	we exalt
Uzvisujte	Exalt
uzvisuju	exalt
uzvivši	having risen
uzvraća	reciprocates
uzvraćajte	respond
uzvraćaju	they reciprocate
uzvraćajući	reciprocating
uzvraćao	reciprocated
uzvraćaš	you reciprocate
uzvrat	return
uzvrate	reciprocate
uzvrati	retaliate
uzvratili	reciprocated
Uzvratit	Retaliate
uzvratiti	return
vade	they take out
vadi	take out
vadio	took out
vaditi	remove
vage	scales
vagi	scales
vagom	by scale
vagu	scales
Vaheb	Waheb
vakat	empty
vali	wave
valja	it's okay
valjajte	roll
valjaju	they are good
valjali	were good
valjalo	it was good
valjan	rolled
valjana	valid
valjane	valid
valjani	valid
valjanih	valid
valjanim	valid
valjanju	rolling
valjano	properly
valjanog	valid
valjanoj	valid
valjanom	valid
valjanu	valid
valjao	good
Valjaravog	Valuable
Valjareva	Valjareva
Valjarevog	Valjarev's
valjda	I guess
valova	waves
valove	waves
valovi	waves
valovima	waves
vam	to you
vama	you
van	out
vani	outside
Vanija	Vania
vanjske	external
vanjski	external
vanjskog	external
vanjskoj	external
vanjskom	external
vanjštinom	externally
vanjštinu	exterior
vapaj	cry
vapaja	cry
vapaje	cries
vapaji	cries
vapajima	cries
vape	cry
vapeći	crying
vapi	cries
vapih	I cried.
vapili	cried out
vapim	I cry
vapimo	we cry
vapio	cried
vapiše	cried out
vapit	cry out
vapiti	to cry out
vara	cheats
varaj	cheat
varajte	cheat
varaju	they cheat
varali	cheated
varalica	impostor
varalicama	cheaters
varalice	cheats
varalicu	cheat
varam	I cheat.
varamo	we cheat
varao	cheated
varaš	you cheat
varati	cheat
varka	sham
varki	deception
varljiva	deceptive
varljive	deceptive
varljivim	deceptive
varljivo	deceptively
vas	your
vaš	your
vaša	your
vaše	your
vašega	yours
vašem	yours
Vaseni	Vaseni
vaši	yours
vaših	yours
vašim	yours
vašima	yours
vašom	yours
Vašti	Vashti
vašu	yours
vatra	fire
vatre	fire
vatren	fiery
vatrena	fiery
vatrene	fiery
vatreni	fiery
vatrenih	fiery
vatreno	fiery
vatrenog	fiery
vatrenost	passion
vatrenu	fiery
vatri	fire
Vatro	Fire
vatrom	by fire
vatru	fire
VAU	WOOF
vazan	important
vazda	always
važi	Okay
važna	important
važne	important
važnije	more important
važniji	more important
važnijim	more important
važno	important
već	already
veća	bigger
veće	bigger
većeg	larger
većega	larger
većem	larger
večer	evening
večera	dinner
večerali	had dinner
večeras	tonight
večerati	dinner
večere	dinners
večeri	evenings
večernja	evening meal
večernje	evening meal
večernju	evening meal
večeru	dinner
veći	larger
većih	larger
većim	bigger
većina	most
većine	majority
većinom	mostly
većoj	larger
većom	larger
veću	bigger
vedra	clear
vedrim	bright
vehne	wheat
vehnem	I am tired.
vehnu	wheat
vehnuti	to wither
vela	veil
vele	they say
veli	says
veliča	glorifies
veličaju	they glorify
veličanju	glorification
veličanstva	majesty
veličanstveniji	more magnificent
veličanstvenim	magnificent
veličanstveno	magnificently
veličanstvo	splendor
veličanstvom	majesty
Veličanstvu	To His Majesty
veličao	glorified
Veličat	To glorify
veličati	magnify
veličina	size
veličine	sizes
veličini	size
veličinu	size
velik	large
velika	big
velikan	giant
velikane	great people
velikani	great people
velikaš	nobleman
velikaša	nobleman
velikaše	nobles
velikaši	nobles
velike	big
veliki	big
velikih	large
velikim	big
velikima	big ones
veliko	big
velikodušan	generous
velikodušni	generous
velikodušno	generously
velikodušnost	generosity
velikodušnosti	generosity
velikog	big
velikoga	big one
velikoj	big
velikom	big
veliku	big
velim	I say
veliš	you say
velite	you say
vene	veins
venu	vein
veo	veil
veoma	very
vepar	boar
vesela	cheerful
vesele	cheerful
veseleći	joyful
veseli	cheerful
veselih	cheerful
veselila	cheered
veselili	rejoiced
veselim	I am happy.
veselimo	we are happy
veselio	rejoiced
veseliše	more cheerful
veselit	to cheer
veselite	rejoice
veseliti	to rejoice
veselja	joy
veseljaci	merrymakers
veseljacima	merrymakers
veselje	joy
veseljem	joy
veselju	joy
veselo	cheerfully
veselog	cheerful
veselu	cheerful
veseo	cheerful
Vesla	Oars
veslači	rowers
veslaju	they row
veslati	paddle
veslima	with oars
veza	connection
vezala	tied
vezali	tied
vezama	connections
vezan	tied
vezana	tied
vezane	tied
vezani	tied
vezano	tied
vezanoga	tied
vezanu	tied
vezao	tied
vezat	tied
vezati	tie
veze	connections
veže	ties
vezene	embroidered
vezenim	embroidered
vezenog	embroidered
vezenu	embroidered
vežeš	you tie
vezi	connection
veži	tie
vezivo	binder
vezom	by connection
vežu	tie
vi	you
vičan	skillful
viče	vice
vičem	I shout
vičemo	we shout
vičeš	you shout
vičete	you shout
viči	shout
vičite	shout
vični	skilled
vičnu	skilled
viču	they shout
vičući	shouting
vid	vision
vida	vision
viđaju	they see
viđali	seen
viđati	to see
vide	see
videći	seeing
viđen	seen
viđena	seen
viđeni	seen
viđenja	sightings
viđenje	vision
viđenjima	sightings
viđenju	vision
viđeno	seen
vidi	see
vidiku	sight
vidim	I see
vidimo	we see
vidio	saw
vidiš	you see
vidite	you see
vidje	saw
vidjeh	I saw
vidjela	saw
vidjele	saw
vidjeli	seen
vidjelo	light
vidješe	you saw
vidjesmo	we saw
vidjeste	you saw
vidjet	see
vidjeti	see
vidjevši	seeing
vidljiva	visible
vidljive	visible
vidljivim	visible
vidljivo	visibly
vidno	visibly
vidovit	clairvoyant
vidovnjače	psychics
vidovnjaci	psychics
vidovnjacima	psychics
vidovnjak	clairvoyant
vidovnjaka	psychic
vidovnjake	psychics
vidovnjakom	psychic
vidovnjaku	psychic
vidu	in sight
vihor	whirlwind
vihora	whirlwind
vihorom	with a whirlwind
vihoru	whirlwind
vijao	fan
vijat	viat
vijati	winnow
vije	council
vijeća	councils
vijećaju	they consult
vijećali	deliberated
vijećanja	deliberations
vijećanje	deliberation
vijećao	deliberated
vijeće	council
vijećem	council
vijećima	councils
vijećnice	town hall
vijećnici	councilors
vijećnik	councilor
vijećnike	councilors
vijeću	council
vijek	century
vijeka	century
vijeke	forever
vijekova	centuries
vijekove	centuries
vijenac	wreath
vijenaca	wreaths
vijenca	wreath
vijence	wreaths
vijencem	with a wreath
vijenci	wreaths
vijencima	wreaths
viješću	news
vijesnik	messenger
vijest	news
vijesti	news
vijestima	news
vika	shouting
vikahu	they shouted
vikala	shouted
vikali	shouted
vikalo	shouted
vikanje	shouting
vikao	shouted
vikaše	they shouted
vikat	shout
vikati	yell
vike	shouts
vikne	shouts
viknem	I shout
vikni	shout
viknite	shout
viknu	they shouted
viknuh	I shouted
viknuli	shouted
viknuo	shouted
vikom	by shouting
viku	shout
vilama	fairies
vile	fairies
vilicama	forks
vilice	forks
vilicom	with a fork
vilicu	fork
viljuške	forks
viljuškom	with a fork
viljušku	fork
vina	wines
vine	wines
vinjaga	wild vine
vino	wine
vinograd	vineyard
vinograda	vineyards
vinogradar	vinedresser
vinogradara	winegrower
vinogradare	winegrowers
vinogradari	winegrowers
vinogradarima	winegrowers
vinogradaru	winegrower
vinograde	vineyards
vinogradi	vineyards
vinogradima	vineyards
vinogradom	vineyard
vinogradu	vineyard
vinom	with wine
vinova	wines
vinove	wines
vinovoj	wine
vinovu	wine
vinu	wine
visa	Visa
viša	Visa
visak	surplus
višak	surplus
vise	more
više	more
viseći	hanging
višestruko	multiple
visi	higher
viši	higher
višim	higher
visina	height
visinama	heights
visine	heights
visini	height
visinu	height
visio	hung
visiti	rain
viška	surplus
viskom	plumb
visočanstvo	majesty
visok	high
visoka	high
visoke	high
visoki	tall
visokih	high
visokim	high
visoko	highly
visokog	high
visokoga	high
visokoj	high
visokom	high
visokome	high
visokosvećeničke	high priestly
visoku	high
Visoravan	Plateau
visoravni	plateaus
visoravnima	plateaus
vitak	slim
vitkih	slender
vitla	winches
vitlaš	winchman
vječan	eternal
vječita	eternal
vječiti	eternal
vječitim	eternal
vječito	eternally
vječitog	eternal
vječitom	eternally
vječitu	forever
vječna	eternal
vječne	eternal
vječni	eternal
vječnih	eternal
vječnim	eternal
vječno	forever
vječnog	eternal
vječnoga	eternal
vječnoj	eternal
vječnom	eternal
vječnost	eternity
vječnosti	eternity
vječnostima	eternities
vječnu	eternal
vjeđa	eyelid
vjekova	centuries
vjekove	centuries
vjekovima	for centuries
vjenčaju	they get married
vjenčani	married
vjenčanih	married
vjenčanja	weddings
vjenčanje	wedding
vjenčati	marry
vjera	faith
vjeran	faithful
vjere	faith
vjereničke	engagement
vjeri	faith
vjerio	believed
vjerna	faithful
vjerne	faithful
vjerni	faithful
vjernica	believer
vjernici	believers
vjernicima	believers
vjernicu	believer
vjernih	faithful
vjerniji	more faithful
vjernik	believer
vjernika	believers
vjernike	believers
vjernikom	believer
vjernim	faithful
vjernima	to the faithful
vjerno	faithfully
vjernog	faithful
vjernoj	faithful
vjernom	faithful
vjernošću	faithfully
vjernost	fidelity
vjernosti	loyalty
vjerodostojna	credible
vjerodostojne	credible
vjerodostojnom	credible
vjerolomstvo	betrayal
vjerom	by faith
vjerovala	believed
vjerovali	believed
vjerovalo	believed
vjerovan	trusted
vjerovanju	belief
vjerovao	believed
vjerovaše	they believed
vjerovati	believe
vjerovatnije	more likely
vjerovatno	probably
vjerovjesnica	prophetess
vjerovjesnici	prophets
vjerovjesnicima	prophets
vjerovjesničke	prophetic
vjerovjesnički	prophetic
vjerovjesničkih	prophetic
vjerovjesničkim	prophetic
vjerovjesničku	prophetic
vjerovjesnicom	prophetess
vjerovjesnik	prophet
vjerovjesnika	prophet
vjerovjesnike	prophets
vjerovjesnikom	prophet
