მოკითხვა	Greetings	mokit`xva
საყურე	Earring	saqure
საყურეებისა	Earrings	saqureebisa
ართმეული	Artem	art`meuli
ნახევარმთვარეებისა	Crescent moons	naxevarmt`vareebisa
გულსაკიდლებისა	Pendants	gulsakidlebisa
ძოწეულისა	Purple	z'oceulisa
გულქანდებისა	Of the heart	gulk`andebisa
გედეონსა	Gideon	gedeonsa
წამოუყვიათ	They followed him.	camouqviat`
შექემელმა	Shechem	shek`emelma
ხარჭამაც	Concubine too	xarchamac`
ბერითი	Berith	berit`i
იერუბაყალ	Jerubbaal	ierubaqal
უყვეს	They told him	uqves
იერუბაყალის	Jerubbaal	ierubaqalis
შექემელს	Shechem	shek`emels
გირჩევნიათ	Would you prefer?	girch`evniat`
ხელმწიფებდეს	To rule	xelmcip`ebdes
ვხელმწიფებდე	I would rule.	vxelmcip`ebde
ჩაასმინეს	They listened.	ch`aasmines
აბიმელექისაკენ	To Abimelech	abimelek`isaken
ბერითის	Berith	berit`is
თავზეხელაღებული	Arrogant	t`avzexelag'ebuli
შექემშია	In Shechem	shek`emshia
იოთამს	Jotham	iot`ams
გადმოდგა	He got off.	gadmodga
შექემელებო	Shechemites	shek`emelebo
იმეფე	King	imep`e
ზეთისხილმა	Olive	zet`isxilma
სახეტიალოდ	In a nutshell	saxetialod
ხეებმა	The trees	xeebma
ლეღვმა	Fig	leg'vma
სიტკბოება	Sweetness	sitkboeba
ლერწმა	Cane	lercma
გამხარებელი	Joyful	gamxarebeli
ვიხეტიალო	Wandering	vixetialo
კვრინჩხს	Kvrinchch	kvrinch`xs
მცხებთ	You are burning me.	mc`xebt`
შემოეფარეთ	Take cover.	shemoep`aret`
ამოვარდეს	To fall out	amovardes
კვრინჩხიდან	From Kvirinchki	kvrinch`xidan
გაამეფეთ	Make me king	gaamep`et`
იერუბაყალს	Jerubbaal	ierubaqals
ღვაწლისამებრ	As a matter of merit	g'vaclisamebr
შექემელებზე	About Shechem	shek`emelebze
აბიმელექით	With Abimelech	abimelek`it`
აბიმელექისაგან	From Abimelech	abimelek`isagan
შექემელები	The Shechemites	shek`emelebi
შექემელთაგან	From the people of Shechem	shek`emelt`agan
გამოიპარა	Sneaked out	gamoipara
ბეერისაკენ	Towards Beer	beerisaken
მთავრობდა	He ruled.	mt`avrobda
აბიმელექსა	Abimelech	abimelek`sa
შექემელებს	Shechemites	shek`emelebs
შექემელებმა	The men of Shechem	shek`emelebma
მოწეულიყო	To smoke	moceuliqo
მოჰკითხოდა	He asked.	mohkit`xoda
შექემელებსაც	The Shechemites too	shek`emelebsac`
გაუმაგრეს	They strengthened it.	gaumagres
თხემებზე	On the tops	t`xemebze
ჩაუსაფრეს	They were covered.	ch`ausap`res
ძარცვავდნენ	They were robbing.	z'arc`vavdnen
სიახლოვეს	Nearby	siaxloves
გაყალ	Fake	gaqal
ყებედის	Ebed	qebedis
დაწურეს	They were exhausted.	dacures
წყევლიდნენ	They were cursing.	cqevlidnen
ზებული	Zebuli	zebuli
მოვაშორებდი	I would remove it.	movashorebdi
გაზარდე	Grow up	gazarde
ზებულმა	Zebulma	zebulma
გიმხედრებენ	They will ride you.	gimxedreben
ჩაუსაფრდით	Take shelter.	ch`ausap`rdit`
შემოუტიე	Attack me.	shemoutie
ჩაუსაფრდა	He/She was taken prisoner.	ch`ausap`rda
გაყალმა	I broke it.	gaqalma
ზებულს	Zebulus	zebuls
ეშვება	It runs.	eshveba
თხემებიდან	From the top of the head	t`xemebidan
გაყალი	Fake	gaqali
მისანთა	Missantha	misant`a
ვემსახურებოდეთ	Let's serve.	vemsaxurebodet`
შეები	You are welcome.	sheebi
ყარუმაში	In Karuma	qarumashi
გაიჭრნენ	They broke through.	gaichrnen
შეცვიდნენ	They changed.	shec`vidnen
გოდოლში	In the warehouse	godolshi
შეიყარაო	Gathered	sheiqarao
ცალმონის	Tzalmon's	c`almonis
შემოუწყვეს	They were arranged	shemoucqves
გოდოლს	Godol	godols
თებეცს	Thebes	t`ebec`s
გამოიკეტეს	They were locked out.	gamoiketes
გოდოლთან	Near Godol	godolt`an
მოახვედრა	To accommodate	moaxvedra
ჩაუმტვრია	I broke it.	ch`aumtvria
მოკლაო	Kill him.	moklao
ეწიათ	They caught up.	eciat`
დამჯდარა	I am sitting.	damjdara
ხალხმრავალი	Crowded	xalxmravali
ოლქებში	In the districts	olk`ebshi
ღაწვებზეა	It's on the rocks.	g'acvebzea
ჩაგვრისა	Of oppression	ch`agvrisa
ჯაფის	Jaffa	jap`is
მგლოვიარეა	It is mournful.	mgloviarea
ზეიმზე	At the celebration	zeimze
ჭიშკარი	Gate	chishkari
ხვნეშიან	Khvneshian	xvneshian
შემჭირვებელნი	The needy	shemchirvebelni
არხეინობენ	They are complaining.	arxeinoben
დაამწუხრა	It saddened me.	daamcuxra
ირმებივით	Like deer	irmebivit`
მდევრის	Chaser	mdevris
იცინოდნენ	They laughed.	ic`inodnen
ნგრევისას	During the destruction	ngrevisas
პატივისმცემელმა	Respected	pativismc`emelma
ხვნეშის	Khvnesh	xvneshis
კალთაზეა	On the lap	kalt`azea
საოცრად	Amazingly	saoc`rad
მედიდურობს	He is boasting.	medidurobs
გაიწვდინა	Expand	gaicvdina
საგანძურზე	On the treasure	saganz'urze
საჭმელში	In food	sachmelshi
ძვირფასეულობებს	Jewels	z'virp`aseulobebs
მოსაბრუნებლად	To return	mosabruneblad
გამვლელნო	Passersby	gamvlelno
სატკივარისა	Of pain	satkivarisa
მიმაბრუნა	He turned me around.	mimabruna
დაიწნა	It was laid.	daicna
დაასუსტა	weakened	daasusta
დასალეწად	To be broken	dasalecad
დაწურა	Finished	dacura
ვტირი	I am crying.	vtiri
ცრემლად	In tears	c`remlad
მომბრუნებელი	Returning	mombrunebeli
ხელნი	Hands	xelni
შემორტყმოდნენ	They were surrounded.	shemortqmodnen
მომატყუეს	I was lied to.	momatques
მოებრუნებინათ	To return	moebrunebinat`
გადამიტრიალდა	I turned around.	gadamitrialda
ვიურჩე	I chose.	viurch`e
სიკვდილივითაა	It's like death.	sikvdilivit`aa
ვხვნეში	In the field	vxvneshi
მოგეყვანა	I brought you here.	mogeqvana
გატიალებას	To wander	gatialebas
მოქუფრა	Mokfra	mok`up`ra
გააღვივა	Awaken	gaag'viva
მომხდურისა	The one who is able to	momxdurisa
სასახლეთა	Palaces	sasaxlet`a
გამოსცეს	Issue	gamosc`es
გალავანთა	Fences	galavant`a
დანგრევა	Demolition	dangreva
შეაბრუნა	Turned around	sheabruna
მოსპობისაგან	From extinction	mospobisagan
შეიმუსრენ	They will be destroyed.	sheimusren
ურდულნი	Urdu	urdulni
წინასწარხილვას	Foresight	cinascarxilvas
წაიყარეს	They were thrown away.	caiqares
შემოირტყეს	They were attacked.	shemoirtqes
მიწისკენ	To the ground	micisken
ქალწულებმა	The virgins	k`alculebma
დამებინდა	I would like to leave.	damebinda
ამიდუღდა	I got angry.	amidug'da
ბავშვებსა	For children	bavshvebsa
მისდით	Come here.	misdit`
დაჭრილს	To the wounded	dachrils
შეგადარო	Compare	shegadaro
მიგამსგავსო	To resemble you	migamsgavso
განუგეშო	Inconsolable	ganugesho
განგკურნავს	He will heal you.	gangkurnavs
ამხელდნენ	They were exposing	amxeldnen
მაცდუნებელ	Seductive	mac`dunebel
განგებებს	Thoughts	gangebebs
უსტვენდნენ	They were whistling.	ustvendnen
შვებაა	It's a relief.	shvebaa
აკრაჭუნებენ	They are being beaten.	akrachuneben
გადავყლაპეთ	We swallowed it.	gadavqlapet`
აახდინა	To make	aaxdina
შეჰკივის	Shehkivi	shehkivis
გალავანო	Galvano	galavano
ჩამოადინე	Come down.	ch`amoadine
გუგაზე	On the ear	gugaze
ღაფავენ	They are scolding.	g'ap`aven
გამოზრდილთ	For adults	gamozrdilt`
მღვდელსა	To the priest	mg'vdelsa
ამოხოცე	Kill it.	amoxoc`e
დამაფრთხობელთ	You scare me.	damap`rt`xobelt`
სათუთად	Tenderly	sat`ut`ad
ვუვლიდი	I was taking care of	vuvlidi
გამოვზარდე	I grew up	gamovzarde
კვერთხისაგან	From a stick	kvert`xisagan
ჭირის	Plague	chiris
მატარა	Matara	matara
დააბერა	He/She grew old.	daabera
შემომადგა	I got it.	shemomadga
სიმწარითა	With bitterness	simcarit`a
შეჭირვებით	With difficulty	shechirvebit`
დამასახლა	I was settled.	damasaxla
შემომავლო	Come around me.	shemomavlo
გამოვიდე	Come out.	gamovide
დაამძიმა	It made it heavier.	daamz'ima
ვიკივლო	I screamed.	vikivlo
ვუხმო	I call him.	vuxmo
მშველელს	To the rescuer	mshvelels
ჩაახშობს	Suppresses	ch`aaxshobs
გადაღობა	Filming	gadag'oba
დათვია	It is a bear.	dat`via
ლომია	Lioness	lomia
შეფარებული	Covered	shep`arebuli
გააუკუღმართა	Perverted	gaaukug'mart`a
დამფლითა	Damplita	damp`lit`a
ისრისა	Arrow	isrisa
თირკმელებში	In the kidneys	t`irkmelebshi
კაპარჭისა	Bream	kaparchisa
საშაიროდ	For fun	sashairod
გამაძღო	Guide me.	gamaz'g'o
აბზინდით	With absinthe	abzindit`
დამათრო	Drunk me.	damat`ro
ხრეშით	With gravel	xreshit`
დამამტვრევინა	It broke me.	damamtvrevina
გამახვია	I was shocked.	gamaxvia
ფერფლში	In the ashes	p`erp`lshi
მშვიდობისგან	From peace	mshvidobisgan
დამავიწყდა	I forgot.	damavicqda
დამცირებულია	Humiliated	damc`irebulia
დასრულებულა	It's over.	dasrulebula
განახლდებიან	Will be updated	ganaxldebian
მოიმედისთვის	For Moimedi	moimedist`vis
ზიდა	Zida	zida
დადოს	To put	dados
ლოყა	Cheek	loqa
მიუშვიროს	To adopt	miushviros
გაძღეს	They were fed.	gaz'g'es
შერცხვენით	With shame	sherc`xvenit`
დაამწუხრებს	It will make you sad.	daamcuxrebs
ამწუხრებს	It makes me sad.	amcuxrebs
გათელოს	To trample	gat`elos
ტუსაღი	Prisoner	tusag'i
იჩივლოს	To complain	ich`ivlos
