鼓舞人心的	encouraging
伴娘	bridesmaids
伴奏	accompaniment
伴侶	mate
伴侶	companion
估計	estimation
估計	estimates
估計	estimate
伯法	Bethphage
伯山	Beth-shan
伯夙	Beth-zur
休耕	fallow
休息	rests
休息	resting
休息	rested
休息	rest
休息	repose
休息	breaks
休克	shock
伏擊	waylay
伏擊	ambushes
伏擊	ambush
伊隆	Elon
伊蘭	Eran
伊法	ephah
伊弗	Ephron
伊康	Iconium
企業	businesses
任那	Imna
任性	wayward
任命	appoints
任命	appointing
任命	appointed
任務	tasks
任務	task
任務	mission
任務	assignments
任何	whichever
任何	whatsoever
任何	any
仲春	midspring
以琳	Elim
以法	Ephrathah
以東	Idumea
以東	Edomites
以東	Edomite
以東	Edom
以掃	Esau
以拉	Elah
以弗	Epher
以巴	Ebal
以太	Ittai
以力	Erech
以前	previous
以前	formerly
以倘	Etham
以來	since
以下	following
以上	above
代表	represents
代表	representing
代表	represented
代表	representatives
代表	representative
代表	represent
代表	delegates
代表	behalf
代理	agents
代替	instead
代幣	token
付款	payment
付款	paying
他轄	Tahash
他納	Taanach
他的	his
他瑪	Ithamar
他施	Tarshish
他拉	Terah
他哈	Tahath
他們	they
他們	them
仍然	still
介紹	presentation
介紹	introduction
介紹	introduced
今晚	tonight
今天	today
仇敵	haters
仁慈	mercifully
仁慈	merciful
什麼	what
什麼	anything
人類	mankind
人類	humans
人造	man-made
人質	hostages
人群	throng
人群	populations
人群	crowds
人群	crowd
人的	human
人物	figures
人性	humanity
人口	population
人們	peoples
亮度	brightness
亭拿	Timnah
享受	enjoys
享受	enjoyment
享受	enjoying
享受	enjoyed
亦迦	Iscah
交錯	staggered
交配	mating
交通	traffic
交貨	delivery
交融	mingle
交織	interwoven
交替	alternating
交易	transaction
交易	trades
交易	traded
交易	deals
交易	dealings
交易	dealing
交換	exchanged
交換	exchange
交手	grips
交往	intercourse
交叉	cross
交付	delivering
交付	delivered
交付	deliver
亞麻	flax
亞雅	Aiah
亞錄	Alush
亞述	Assyrians
亞述	Assyrian
亞述	Assyria
亞述	Asshur
亞軍	runners
亞谷	Akkub
亞衲	Anakites
亞蘭	Arameans
亞蘭	Aramean
亞蘭	Aram
亞薩	Asaph
亞薛	Asiel
亞萊	Ahlai
亞羅	Aroer
亞米	Amittai
亞當	Adam
亞略	Arioch
亞甲	Agag
亞瑪	Amaziah
亞瑪	Amasai
亞瑪	Amariah
亞瑪	Amalekites
亞瑪	Amalek
亞現	Ahian
亞特	Ater
亞洲	Asia
亞比	Abishag
亞曼	Amam
亞斯	Asriel
亞摩	Almodad
亞拿	Anah
亞拉	Arah
亞所	Azor
亞惜	Assir
亞悉	Azel
亞弗	Aphek
亞幹	Achan
亞希	Ahikam
亞大	Adah
亞哈	Ahab
亞吉	Achish
亞勒	Athlai
亞別	Abiel
亞倫	Aaron
五面	five-sided
五子	Abital
五十	fifty
二等	second-class
二月	February
二十	twenty
事項	matters
事故	accident
事情	thing
事實	facts
事實	fact
事務	affairs
事務	affair
事件	incident
事件	happening
事件	events
事件	event
了解	understood
亂花	squandering
亂石	stoning
亂堆	huddle
亂兵	marauders
亂兵	looters
乾草	hay
乾癟	shriveled
乾涸	dried-up
乾枯	withered
乾杯	cheers
乾旱	drought
乾旱	arid
乾了	dries
乳香	frankincense
乳房	breasts
乳房	breast
也許	perhaps
也許	maybe
也不	nor
也不	neither
乞討	begging
乞求	begs
乞丐	beggars
乞丐	beggar
九月	September
九十	ninety
乘以	multiplied
乖乖	obediently
之間	between
之後	afterward
之前	preceded
之前	before
乃縵	Naaman
主題	subjects
主辦	host
主要	principal
主要	prime
主要	main
主管	responsible
主權	sovereignty
主權	dominion
主持	presided
主持	preside
主持	officiate
主張	advocate
主導	guiding
主動	driving
主人	masters
串起	strung
中間	midst
中間	middle
中途	midway
中繼	relay
中秋	midautumn
中毒	poisoning
中毒	poisoned
中心	centers
中心	centered
中年	midlife
中央	central
中央	center
中午	noontime
中午	noon
中介	mediates
中介	intermediary
並肩	alongside
丟棄	discarding
丟棄	discarded
丟棄	discard
丟失	lost
丘陵	hills
世界	world
世俗	worldly
世俗	secular
不靈	ineffective
不錯	nice
不足	lacking
不變	unchanging
不變	unchanged
不變	constant
不良	unhealthy
不能	shouldn't
不能	couldn't
不能	cannot
不能	can't
不羈	unruly
不純	impurity
不純	impure
不祥	ominously
不當	undeserved
不當	improper
不畏	defying
不甘	unwilling
不滿	discontented
不滅	unquenchable
不減	unabated
不淨	ungodliness
不法	lawless
不朽	undying
不朽	immortality
不會	wouldn't
不斷	unceasing
不斷	continually
不斷	ceaseless
不料	unexpectedly
不敬	irreverent
不恭	disrespectful
不怕	fearless
不快	displeased
不忠	unfaithful
不忠	faithlessness
不幸	wretchedness
不幸	misfortune
不屈	unyielding
不屈	unbending
不安	uneasy
不安	restless
不安	disturbed
不和	discord
不同	distinct
不同	differently
不同	different
不同	differ
不動	motionless
不公	unjust
不像	unlike
不停	kept
不信	unbelieving
不信	unbelievers
不信	unbeliever
不信	unbelief
不休	endlessly
不久	soon
不久	shortly
下馬	dismounted
下面	beneath
下面	below
下雨	raining
下雨	rained
下降	falls
下降	dropped
下降	drop
下降	descends
下降	descended
下降	declined
下轄	presides
下跪	kneel
下跌	tumble
下跌	fell
下調	slashed
下滑	slipped
下沉	sinking
下旨	decreed
下擺	hem
下巴	chin
下午	afternoon
上邊	upside
上調	raised
上訴	appeals
上訴	appealed
上訴	appeal
上衣	tops
上等	choicest
上當	fooled
上游	upstream
上市	public
上市	listings
上市	listed
上吊	hanged
上午	am
上升	rises
上升	risen
上升	rise
上升	ascent
上升	ascends
上升	ascending
三年	three-year
三十	thirty
丈夫	husbands
丈夫	husband
七月	July
七天	seven-day
七十	seventy
七倍	sevenfold
一起	together
一貫	persistent
一貫	consistent
一般	normally
一般	general
一致	unanimously
一致	unanimous
一致	concerted
一群	swarm
一瞥	glance
一直	continuously
一生	lifetime
一歲	yearling
一歲	one-year-old
一樣	equally
一樣	alike
一月	January
一旦	once
一把	handfuls
一扔	fling
一對	couple
一室	one-room
一定	surely
一定	necessarily
一口	morsel
一切	everything
一切	every
一個	an
一個	a
一些	some
一些	several
一世	i
龐	Pontus
龍	dragon
齒	tooth
鼬	ferret
點	spot
點	points
點	point
默	Shomer
黑	blackness
黑	blacker
麾	rejoice
麗	Rei
麈	stag
鹿	deer
鹽	salt
鸛	storks
鸛	stork
鷹	hawk
鷹	eagles
鷹	eagle
鷲	buzzard
鶻	falcon
鵜	pelican
鴻	hung
鳥	bird
魚	fish
鬼	ghosts
鬼	ghost
高	taller
高	tall
高	high
骨	bone
驢	donkeys
驢	donkey
驚	surprise
驁	untamed
騭	stallion
騎	ride
駒	foal
駐	stationed
馬	horse
香	spiced
香	scented
香	perfumed
香	incense
香	fragrant
餐	meals
餌	lure
餌	bait
餅	baking
飾	decorations
飛	fly
飛	flew
風	winds
風	wind
類	kind
顎	jaws
顎	jaw
題	question
題	inscribe
頭	heads
頭	head
領	collar
響	louder
響	loud
鞣	tanned
鞘	sheath
鞍	saddlebags
鞍	saddle
鞋	shoes
面	surfaces
面	facets
靠	relied
靠	lean
靜	quieted
霸	tyrants
露	dew
霰	sleet
霜	frost
雷	thunders
雷	thunder
雲	clouds
雲	cloud
雪	snow
雨	rain
難	difficult
離	off
雞	fowl
雜	mixed
雙	doubly
雙	double
雕	carves
集	collected
隸	scribe
隱	hidden
陪	accompany
除	except
陡	steep
降	descending
附	attached
陀	Netophathite
關	close
閾	threshold
閘	floodgate
閒	idle
閃	Shem
閃	flash
門	gates
門	gate
門	doors
門	door
長	longer
長	long
鑿	chisel
鑼	gong
鐺	griddle
鐵	iron
鏢	dart
鏟	spade
鏟	shovels
鏈	chains
鏈	chain
鎮	town
鎖	locks
鎖	lock
鍵	key
鍵	bond
鍛	Wrought
鍋	pot
鍋	pans
錯	wrongly
錫	tin
錨	anchors
錨	anchor
錢	money
鋸	saws
鋸	saw
鋤	hoe
銷	pin
銥	Ir
銅	copper
銀	silver
鉤	hook
鉛	lead
鉗	tongs
鈸	cymbals
鈸	cymbal
針	needle
釘	pegs
釘	nailing
釘	nailed
釘	nail
金	gold
量	amounts
量	amount
重	weighty
重	weighs
重	heavy
釉	glaze
醬	sauce
醫	medical
醚	Ether
醒	awoke
醉	drunken
醉	drunk
醇	Alcohol
酸	sour
酒	spirits
酒	liquor
鄰	adjacent
都	both
部	portions
部	ministry
那	that
邊	brim
邁	stride
選	selected
選	elect
選	chooses
遠	far
遠	away
遠	afar
違	disobeying
違	disobey
達	amounted
運	transported
遊	swam
週	weeks
週	week
連	connect
透	thoroughly
退	recede
追	chasing
追	chased
追	chase
迦	Gazez
迦	Gareb
迦	Gad
近	near
轡	bridle
轉	turn
轄	Ohad
轄	Kohathites
轄	Kohathite
轄	Kohath
輻	spoke
輪	wheel
輝	splendor
輝	brilliance
載	contained
輅	chariot
軸	shaft
軸	axes
軛	yokes
軛	yoke
車	carts
蹊	trod
蹊	footpath
蹄	hooves
蹄	hoof
踣	prostrate
踢	kicking
踢	kicked
踝	ankle
踏	tread
跳	jump
路	road
路	pathway
跫	trampling
跪	knelt
跪	kneeling
跛	crippled
跑	run
跑	ran
趨	hasten
趕	rush
超	super
走	walked
走	go
赫	Hittites
賺	earned
賺	earn
賣	sell
賢	virtuous
賊	thief
賀	Hor
買	bought
貢	tribute
貞	chaste
貓	cats
豺	jackals
豹	leopard
豬	swine
豬	pigs
豬	pig
豆	beans
谷	valley
讓	let
變	changed
變	becomes
讀	reads
讀	reading
讀	read
譯	interpret
譏	ridiculed
謹	solemnly
謊	lies
諾	Enoch
請	please
談	talked
調	tune
調	attune
課	lesson
誰	whom
誰	whoever
誰	who
說	talking
說	spoken
說	says
說	say
說	remarked
誤	mistakenly
誚	mockers
認	disown
誇	boast
該	the
話	words
話	saying
詩	poem
試	trying
許	Hur
訖	Hul
計	counted
解	solution
角	corner
親	parent
親	dear
規	regulation
西	western
西	west
襯	lining
襚	graveclothes
褶	draped
裸	nakedness
裸	naked
裸	bare
裳	skirts
裝	loaded
裝	fitted
裂	clefts
袍	gown
袋	pouch
袋	bag
衰	fades
表	tables
表	table
衝	stormed
衝	rushing
衝	rushed
街	street
行	rows
行	row
蠟	wax
蠍	scorpion
蟲	worm
蛾	moth
蛋	eggs
蛋	egg
蛇	snakes
蛇	snake
蛇	serpents
蛇	serpent
蛆	maggots
虻	gadfly
虔	pious
蘸	dipped
蘸	dip
藤	vines
藏	tucked
藏	hiding
藏	hid
藇	fine-looking
薰	embalm
薊	thistles
薊	thistle
薄	infertile
蓬	disheveled
蓋	lid
蓋	cover
葉	lobe
葉	leaf
菊	Ammonites
菊	Ammonite
莢	pods
莖	stalk
草	grasses
草	grass
苦	hardship
苦	bitter
苠	multitude
苗	seedlings
芽	shoots
芽	buds
芽	bud
花	spends
花	spend
花	flower
船	ship
船	boats
船	boat
舵	rudders
舵	rudder
舔	licking
舔	licked
舔	lick
舍	shekels
舌	tongue
舊	old
舀	scoop
至	to
臭	stink
自	self
臟	soiled
臟	dirty
臍	navel
臂	arm
膿	pus
膏	anointed
膏	anoint
腿	legs
腿	leg
腸	intestines
腸	intestinal
腳	feet
腰	waists
腰	loins
腫	swollen
腕	wrist
腓	Philippi
腐	decayed
脹	swell
脊	ridges
脂	greased
能	capable
胎	Tyre
背	backs
胃	stomach
肩	shoulder
肢	limb
股	strands
股	ply
肝	liver
肉	meat
肉	flesh
聾	deafness
聾	deaf
聽	listening
聽	listen
聽	hear
聳	shrug
聞	smelling
聞	smell
聖	holy
耳	ear
耜	plowshare
耕	cultivated
耍	charmers
而	while
老	aged
翠	emerald
翅	winged
義	righteousness
群	flock
羊	sheep
罵	scolded
罪	sins
罪	sinfulness
罪	sin
罐	pots
罐	jar
繪	painted
繩	rope
繩	cord
繡	embroider
總	total
縈	entangles
練	practicing
練	practiced
編	compile
線	thread
線	lines
線	line
線	cords
網	nets
綏	pacifies
綁	tied
綁	strapped
絲	silk
給	giving
給	gives
給	give
給	gave
絢	decked
絢	adorned
結	Ezekiel
絆	stumbles
組	set
組	groups
組	group
細	finely
累	tired
累	exhausted
紡	spin
紗	yarn
純	pure
紊	tangled
紅	reddish
紅	red
約	approximately
系	fasten
糠	chaff
糞	dung
粗	rough
粗	coarse
米	m
籠	cage
籃	baskets
籃	basket
簽	signed
簸	winnow
簇	cluster
篾	Gomer
篩	sift
篩	sieve
節	festival
管	tubes
筋	sinews
筆	pens
笨	stupid
笑	laughs
笑	laughing
笑	laugh
竿	rod
站	station
站	stand
窯	kilns
窩	brood
窄	narrower
穿	wears
穿	wear
空	empty
穰	rang
穗	spike
種	kinds
稅	taxes
稅	tax
移	shifting
秩	rank
秤	scales
租	rented
租	lease
秕	husks
科	branch
禿	bald
禮	officiating
禮	Eli
禁	endures
票	ticket
神	gods
神	god
祖	ancestral
礦	mine
磨	milling
磨	mill
磚	brick
磅	pound
碼	yards
碼	yard
碟	dish
碗	bowls
碗	bowl
碎	crushed
硬	hard
硫	sulfur
砸	smashing
砧	anvil
砂	sand
石	stony
石	stone
石	Ishi
短	shorter
短	short
矛	spear
睡	slept
睚	Jair
眼	eye
眢	parched
真	truly
真	really
看	watch
看	look
省	provinces
省	province
直	directly
盲	blind
盯	stare
盤	trays
監	supervisor
盛	sung
皮	skins
皮	hides
的	of
百	hundred
白	whiter
發	rounds
登	ascend
癱	paralyzed
癮	craving
癭	gall
癤	boils
癢	itch
瘸	lame
瘦	thin
瘦	slim
瘡	sores
瘡	sore
瘋	insane
瘋	crazy
痣	moles
痣	mole
痢	dysentery
痛	bitterly
痔	piles
痂	scab
疑	doubting
疑	doubtful
畫	drawn
畫	draw
畝	acres
畚	Hod
留	stay
留	remain
界	circles
界	bound
男	male
由	consists
由	consisting
由	consisted
由	composed
甩	dumped
生	uncooked
生	fathered
甜	sweet
瓜	melons
環	ring
瑪	Shema
瑪	Mattanah
瑪	Magog
瑣	Sophereth
球	ball
珽	scepter
珥	Ner
珥	Beor
珠	beads
珊	Dishan
玲	tinkling
玩	play
率	rate
獾	badgers
獾	badger
獸	bestial
獸	beast
獵	hounding
獐	roebuck
獎	prize
猶	Jew
狼	wolves
狼	wolf
狺	snarling
狠	relentless
狗	dog
狂	mad
犁	plowed
犁	plow
物	matter
牛	oxen
牛	ox
牛	cow
牙	teeth
牌	brand
片	sheet
片	piece
片	flakes
爾	Er
爭	indisputable
爬	crawled
爬	climb
爪	claws
爛	rotten
爐	hearth
爐	furnace
營	camp
營	battalion
燒	burned
燉	stew
燈	lamp
熱	hotter
熱	hot
熱	heat
熬	boil
熟	ripen
熟	familiar
熟	cooked
熙	thriving
熊	bears
熊	bear
煩	bother
照	shines
煤	coals
焦	scorched
焦	charred
焦	burnt
無	without
烤	roasted
烤	roast
烤	grilled
烤	broiled
烤	bake
炷	candlewick
炎	inflammation
灰	ash
火	fire
灣	bay
灑	sprinkled
灑	spilled
灑	spill
濺	splash
濱	coast
濡	moisten
濕	wetness
濕	wet
潦	flooded
潑	splashed
滾	roll
滴	dripped
滴	drip
滑	slippery
滑	slip
溫	lukewarm
溪	brook
溝	trench
溝	furrows
溝	ditch
湯	soup
湖	lake
渾	muddy
渴	thirsty
渣	dregs
減	less
淺	superficial
淺	shallow
淹	drown
深	deeply
深	deep
淫	adulteries
淪	perish
淨	net
淘	winnowed
淋	drench
涼	cool
涉	ford
海	sea
海	naval
浴	bath
流	streams
流	streaming
流	stream
流	flow
活	alive
洗	washes
洗	washed
洗	wash
洗	baptize
泥	soil
泥	mud
泥	mire
泣	weeping
波	wave
泛	pan
法	law
沿	along
油	oils
油	oil
河	river
沙	sandy
沃	fertile
汽	vapor
污	defile
池	reservoir
池	pools
池	pool
汛	Rezin
汗	sweat
求	seeking
求	begged
求	beg
永	evermore
水	water
氬	Ar
氈	felt
毯	blanket
毛	hairs
毛	gross
毗	Pithon
毗	Pelatiah
比	than
毒	poison
每	per
每	each
殺	murderous
殺	kill
殆	perilous
死	dies
死	die
死	dead
歲	year-old
歪	crooked
步	step
正	positive
欠	owed
欠	owe
檢	seized
檢	examines
檉	tamarisk
機	machines
橋	bridge
樹	tree
樞	hinged
標	marked
樁	piling
樁	pile
槽	trough
槳	oars
極	utmost
極	poles
極	pole
棚	sheds
棚	shed
棘	thornbush
棒	stick
棒	rods
棉	cotton
棄	abandoned
梳	comb
梯	terraced
梁	beams
桶	bucket
桑	mulberry
框	box
根	roots
根	rooted
根	root
栓	tethered
柴	firewood
柳	willow
柱	column
查	check
柏	cypress
枝	sticks
果	avail
板	plates
板	board
杵	pestle
東	eastern
東	east
杯	cups
束	bundle
束	bunches
束	bunch
村	village
木	wooden
木	wood
期	periods
期	period
朔	Shobai
有	having
有	have
有	had
月	month
最	most
書	book
暮	twilight
暗	darker
暗	concealed
暖	warm
暈	faint
晷	sundial
晚	night
時	times
昴	Pleiades
是	yes
是	were
是	was
是	is
是	been
是	be
是	are
星	star
早	early
旗	flags
旗	flag
旅	trip
旁	beside
新	newly
新	newer
新	new
斑	spotted
數	number
敲	knock
敢	dares
敢	dared
敢	dare
教	teaches
教	teach
教	taught
放	put
攪	stirs
攥	clutched
攄	Unwrap
擺	slew
擰	wring
擦	wiping
擦	rubbing
擦	rubbed
擠	squeeze
擠	huddled
擠	crowded
擔	Dan
撬	prying
撬	pry
撒	Zacchaeus
撒	sprinkle
搶	snatching
搶	rob
搖	shake
揮	wield
握	grip
換	changers
插	insert
揉	kneading
揉	kneaded
揉	knead
推	pushes
推	pushed
推	push
掛	hanging
掛	hang
掃	sweep
捻	twist
捧	exalt
捕	catching
挖	dug
挖	digs
挖	dig
挑	pick
按	press
指	referring
拿	took
拳	punches
括	enclose
招	trick
招	Recruit
拖	dragged
拍	pat
拍	clap
拉	pulls
拉	pulling
拉	pulled
拉	pull
押	Joab
押	Admah
抹	wiped
抹	Harumaph
抹	Chemosh
抱	armful
披	unroll
折	fold
抗	resist
投	throws
投	hurl
投	cast
抓	grasping
抓	grabbing
抓	grab
把	putting
找	find
扭	wrenched
扣	clasps
扣	Buckle
扔	tossed
扔	throw
扔	threw
打	hitting
手	hands
手	handed
手	hand
戶	households
戰	warfare
或	either
戒	Harsha
我	myself
我	me
我	I'm
成	into
懾	appalled
懶	lazy
應	shall
懈	negligent
憬	awaken
憧	unsettled
憂	worries
憂	even-tempered
慰	comforted
慢	slow
慘	miserable
慘	badly
感	sense
愛	loves
愛	love
意	intended
惹	provoked
惹	provoke
想	want
想	thinks
情	passion
悼	mourn
悼	grieve
悲	sadness
您	you
悖	rebellious
悖	perverse
恨	hating
恨	hates
恨	hated
恥	dishonors
恣	pleases
恌	empty-headed
怪	blame
性	sexually
急	urgency
急	anxious
怔	terrified
怔	startled
快	quick
忤	disobedient
忙	busy
心	heart
徽	emblem
從	from
後	rear
後	hind
後	after
往	toward
強	stronger
弱	weak
弦	stringed
引	quoted
弓	bows
弓	bow
建	constructed
廠	plant
庫	storehouse
座	pedestal
店	shop
床	beds
床	bed
幹	stem
幹	dry
幹	dried
幹	doing
年	year
平	draws
幀	frames
幀	frame
帶	brought
帶	belt
帶	bands
