一	one
還款	repayment
邊	brim
邊境	border
邊境	frontier
邊界	boundaries
邊界	boundary
邊界	bounding
邊緣	brink
邊緣	edge
邊緣	edges
邊緣	fringe
邊緣	verge
邊遠	outlying
邏輯	logic
那	that
那些	ones
那些	those
那裡	there
邪惡	evil
邪惡	unholy
邪惡	wicked
邪惡	wickedness
邪惡的心腸	Evil-hearted
郊區	outskirts
部	ministry
部	portions
部件	assembly
部分	part
部分	parts
部分	section
部分	sections
部署	deployed
部落	horde
部落	tribe
部落	tribes
部落的	tribal
部長	minister
部長	ministers
郵件	mail
郵票	stamp
都	both
都市實踐	Urbanus
鄉村	rural
鄙視	contempt
鄙視	despised
鄙視	despises
鄰	adjacent
鄰居	neighbor
鄰居	neighbors
鄰接	neighboring
鄰里	neighborhood
酋長	chiefs
配件	fitting
配偶	spouses
配合	mated
配售	placing
配料	ingredients
配給	ration
配股	allotment
配額	quota
配額	quotas
酒	liquor
酒	spirits
酒吧	bar
酒吧	bars
酒徒	drinker
酒榨	winepress
酒榨	winepresses
酒精	alcoholic
酒醉	drunkenness
酒館	taverns
酒鬼	drunkard
酒鬼	drunkards
酣暢	snorts
酵母	yeast
酷熱	scorching
酸	sour
酸奶	yogurt
醇	Alcohol
醇香	sweet-smelling
醉	drunk
醉	drunken
醉人	intoxicating
醉鬼	drunks
醒	awoke
醒來	waking
醒來	woke
醚	Ether
醜惡	repulsive
醜聞	scandal
醜陋	ugly
醫	medical
醫學	medicine
醫師	physician
醫師	physicians
醫治	healings
醫生	doctor
醫生	doctors
醬	sauce
釀造	brewed
釉	glaze
釋放	freed
里森	Resen
里茲帕	Rizpah
重	heavy
重	weighs
重	weighty
重大	significant
重大的	major
重建	rebuild
重建	rebuilding
重建	rebuilt
重建	reconstructed
重建	reconstruction
重建	reestablish
重建	reestablished
重擊	pounding
重新	afresh
重新	anew
重新出現	reappears
重新分配	reassign
重新加入	rejoins
重新填充	repopulate
重新開放	reopened
重生	reborn
重申	reaffirm
重疊	overlapping
重組	regrouped
重聚	reunited
重複	repeat
重複	repeated
重複	repeating
重複	repeats
重要	important
重要	vital
重要性	importance
重量	weight
重音符號	accented
野兔	hare
野生	wild
野生動物	wildlife
野花	wildflowers
野薔薇	brier
野蠻	barbaric
野蠻	brutal
野蠻	uncivilized
量	amount
量	amounts
金	gold
金光閃閃	glittering
金匠	goldsmith
金匠	goldsmiths
金合歡	acacias
金屬	metal
金屬	metals
金屬加工工人	metalworkers
金庫	treasury
金色	golden
金融	financial
釘	nail
釘	nailed
釘	nailing
釘	pegs
釘在十字架上	crucified
釘子	nails
釘死	crucify
釘死	crucifying
針	needle
針對	aimed
針對	directed
針線活	sewing
針織	knit
釣魚	fishing
鈴聲	ringing
鈸	cymbal
鈸	cymbals
鉗	tongs
鉛	lead
鉤	hook
鉸鏈	hinges
銀	silver
銀匠	silversmith
銀匠	silversmiths
銀行	bank
銀行	banks
銀行家	bankers
銅	copper
銅匠	coppersmith
銅蛇	Nehushtan
銥	Ir
銥示麥	Ir-shemesh
銳利的	sharpest
銳化	sharpening
銳化	sharpens
銷	pin
銷售	selling
銷毀	destroyed
銷毀	destroying
鋤	hoe
鋪地毯	carpeted
鋪設	laid
鋪設	lay
鋪設	laying
鋸	saw
鋸	saws
鋼包	ladles
鋼廠	mills
鋼筆	pen
錄音機	recorder
錐子	awl
錘子	hammer
錢	money
錢包	wallet
錨	anchor
錨	anchors
錨定	anchored
錫	tin
錫克爾	shekel
錯	wrongly
錯誤	error
錯誤	errors
錯誤	mistake
錯誤	mistaken
錯誤	mistakes
錯誤	wrong
錯過	missed
錯過	misses
錯開	stagger
鍋	pans
鍋	pot
鍛	Wrought
鍛造	forge
鍛造	forging
鍵	bond
鍵	key
鎖	lock
鎖	locks
鎖定	locked
鎮	town
鎮定	calms
鏈	chain
鏈	chains
鏈接	chained
鏟	shovels
鏟	spade
鏡子	mirror
鏡子	mirrors
鏢	dart
鐐銬	shackles
鐘聲	bells
鐮刀	sickle
鐮刀	sickles
鐵	iron
鐵匠	blacksmith
鐵匠	blacksmiths
鐵匠	smiths
鐵桿	irons
鐵青	ashen
鐵青的臉	ashen-faced
鐺	griddle
鑄件	casting
鑄件	casts
鑄工	molder
鑄造廠	foundry
鑑定	identification
鑑定	identify
鑲嵌	inlaid
鑲嵌	mosaic
鑲板	paneled
鑲板	paneling
鑼	gong
鑽石	diamond
鑽進	sneaks
鑿	chisel
鑿成	hewn
長	long
長	longer
長嘯	shouts
長大的	grown
長女	firstborn
長子繼承權	birthright
長官	officers
長度	length
長方形	rectangular
長期冷清	long-deserted
長椅	couch
長槍兵	spearmen
長笛	flute
長老	elder
長老	elders
長者的意思是鐵則	brother-in-law
長舌	blabbermouth
長袍	robe
長袍	robes
長袍	tunics
門	door
門	doors
門	gate
門	gates
門口	doorway
門廊	porch
門廊	porches
門廳	foyer
門廳	foyers
門房	doorkeeper
門柱	gatepost
門柱	gateposts
門框	doorframe
門框	doorframes
門框	doorposts
門牌	unnumbered
門納	Menna
門道	doorways
門階	doorstep
閃	flash
閃	Shem
閃亮	shiny
閃亮的	shining
閃光	flare
閃光	gleam
閃爍	blinking
閃爍	flashes
閃爍	flashing
閃爍	flickering
閃爍	glitters
閃爍	twinkling
閃現	flashed
閃耀	blazed
閃耀	shine
閃耀	shined
閃著	glowed
閃閃發光	shone
閃閃發光	sparkled
閃閃發光的	gleaming
閃閃發光的	shimmering
閃閃發光的	sparkling
閃電	lightning
開始	began
開始	begin
開始	beginning
開始	beginnings
開始	begins
開始	begun
開始	start
開始	started
開始	starting
開幕	inaugurate
開心果	pistachio
開採	mined
開採	quarried
開支	spending
開明	enlightened
開玩笑	fun
開玩笑	joking
開盤	opening
開花	blossom
開花	blossomed
開花	blossoms
開花	flowering
開裂	cracking
開車	drove
開釋	acquit
開釋	acquittal
開關	switches
開除	expelled
開陽	Mizar
閒	idle
閒聊	gossiping
間斷	interrupted
間諜	spies
間諜	spy
間隙	gap
閘	floodgate
閣下	Excellency
閣樓	attic
閨房	harem
閨房	Harim
閹割	castrated
閾	threshold
閾值	thresholds
闊氣	lavish
關	close
關係	relation
關係	relations
關係	relationship
關係	relationships
關心	care
關心	concern
關心	concerned
關於	about
關於	concerning
關於	regarding
關注	concerns
關節	joints
關聯	associate
關聯	associating
關閉	closed
關閉	closes
關閉	closing
關閉	shut
關閉	shutting
闡述	elaborate
闢拉	Bilhah
闢罕	Bilhan
阮經天	Ethan
防搶	snatches
防止	prevented
防止	preventing
防止	prevents
防水	waterproofed
防禦	defense
防禦	defenses
防禦工事	fortifications
防腐	embalming
防腐處理	embalmed
阻力	hindrance
阻撓	frustrate
阻礙	hinder
阻礙	hinders
阿什凱隆	Ashkelon
阿什杜德	Ashdod
阿什脫雷思	Ashtoreth
阿伯	Oboth
阿佐圖斯	Azotus
阿佩萊斯	Apelles
阿克爾	Achor
阿南	Anan
阿南	Onam
阿博拿	Abronah
阿卜迪	Abdi
阿卜達	Abda
阿卡德	Akkad
阿古爾	Agur
阿吉	Agee
阿基姆	Akim
阿塞納絲	Asenath
阿多尼勒姆	Adoniram
阿多尼卡姆	Adonikam
阿姆拉姆	Amram
阿姆農	Amnon
阿寒湖	Akan
阿尼	Arni
阿尼安	Aniam
阿尼色弗	Onesiphorus
阿山	Ashan
阿巴	Abba
阿巴納	Abana
阿巴頓	Abaddon
阿希	Ahi
阿帕德	Arpad
阿德	Ard
阿德納	Adna
阿德萊	Adlai
阿德里亞	Adria
阿扎	Arza
阿扎茲	Azaz
阿拉	Ahira
阿拉伯	Arab
阿拉伯	Arabia
阿拉伯人	Arabians
阿拉伯人	Arabs
阿拉姆	Aramaic
阿拉德	Arad
阿斐	Ophir
阿斯旺	Aswan
阿林巴	Olympas
阿格里帕	Agrippa
阿比 - 艾邦	Abi-albon
阿比德	Abihud
阿比書亞	Abishua
阿比林	Abilene
阿比當	Abidan
阿比蓋爾	Abigail
阿波羅尼亞	Apollonia
阿爾菲厄斯	Alphaeus
阿爾蒙	Almon
阿爾蒙 - diblathaim	Almon-diblathaim
阿爾頓	Ardon
阿皮安	Appian
阿科	Acco
阿米	Ammi
阿糖胞苷	Ara
阿納尼	Anani
阿納達布	Ahinadab
阿索斯	Assos
阿美	Ami
阿茲列爾	Azriel
阿荷利巴	Oholibah
阿荷拉	Oholah
阿莫斯	Amos
阿蒂米斯	Artemis
阿蒙	Ammon
阿蒙	Amon
阿蘇巴	Azubah
阿蘭	Aran
阿詩瑪	Ashima
阿諛	flattery
阿謝爾	Asher
阿貝爾	Abel
阿貝爾 - 麥西	Abel-mizraim
阿迪	Addi
阿迪娜	Adina
阿達爾	Addar
阿達米，nekeb	Adami-nekeb
阿邁勒	Amal
阿里斯塔克斯	Aristarchus
阿里斯托布魯斯	Aristobulus
阿里爾	Ariel
阿門	amen
阿隆	Allon
阿雷塔斯	Aretas
阿霍	Ahoah
阿馬德	Amad
阿馬納	Amana
阿馬薩	Amasa
阿鮮	Ozem
阿齊扎	Aziza
陀	Netophathite
陀弗	Tophel
陀斐特	Topheth
陀臘	Tolad
陀迦瑪	Togarmah
附	attached
附上	attaching
附件	enclosure
附庸	vassal
附近	nearby
附近	vicinity
附魔師	enchanters
陌生	unfamiliar
陌生人	stranger
陌生人	strangers
降	descending
降低	lower
降低	lowered
降級	relegated
降脂	lowing
降臨	befalls
降落	descend
降落	descent
降落	landing
降解	degrading
降雨	rains
限制	limit
限制	limitations
限制	limiting
限制	restriction
限制	restrictions
陡	steep
陣痛	pangs
陣雨	showers
除	except
除了	besides
除此以外	otherwise
除非	unless
陪	accompany
陰唇	Nympha
陰影	shaded
陰影	shading
陰影	shadow
陰影	shadows
陰沉	gloomy
陰涼處	shade
陰莖	penis
陰謀	conspiracies
陰謀	conspiracy
陰謀家	conspirators
陰謀家	schemers
陶器	pottery
陶工	potters
陶醉	revel
陶醉	reveling
陷害	framed
陷阱	trap
陷阱	traps
陽光	daylight
陽光	Rays
陽光	sunlight
陽光	sunshine
陽台	terrace
隆冬	midwinter
隆重	grandly
隆隆	rumble
隆隆	rumbling
隊伍	contingent
隊友	teammate
隊長	captain
階段	stages
隔山	Geshan
隔離	isolation
隔離	quarantine
隔離	quarantined
隔離	seclusion
隘路	defiles
障礙	impediment
障礙	obstacle
障礙	obstacles
隧道	tunnel
隧道	tunnels
隨你	whatever
隨同	accompanying
隨地	anywhere
隨地吐痰	spitting
隨機	randomly
隨機存取存儲器	ram
隱	hidden
隱基底	En-gedi
隱士	recluse
隱形	cloaked
隱私	privacy
隱藏	buried
隱藏	conceal
隱藏	hide
隸	scribe
隸屬	subjection
雄偉	majestic
雄辯	eloquent
雅代	Jahdai
雅億	Jael
雅典	Athenians
雅典	Athens
雅利	Jahleel
雅博	Jabbok
雅各	Jacob
雅哈	Jahath
雅哈悉	Jahaziel
雅善	Jashen
雅尼	Jannes
雅幹	Jorai
雅弗	Japheth
雅弗勒	Japhlet
雅拉	Jaalah
雅挪哈	Janoah
雅提珥	Jattir
雅撒尼亞	Jaazaniah
雅敬	Jehoiakim
雅斤	Jakin
雅朔班	Jashobeam
雅比	Jabesh
雅比斯	Jabez
雅立	Jarib
雅薛	Jahzeel
雅蘭	Jalam
雅謝	Jazer
雅買	Jahmai
雅述	Jashub
雅金	Jakim
雅雜。	Jahaz
雅非亞	Japhia
集	collected
集中	concentrate
集合	assemble
集合	congregation
集線器	hubs
集群	clusters
集裝箱	containers
集電極	collector
雇主	employer
雇農	farmhands
雕	carves
雕像	statue
雕像	statues
雕刻	carve
雕刻	carver
雕刻	carving
雕刻	carvings
雕刻	engrave
雕刻	engraving
雕刻機	engraver
雖然	although
雖然	Nevertheless
雖然	though
雙	double
雙	doubly
雙刃	double-edged
雙方	sides
雙胞胎	twin
雙胞胎	twins
雙角的	two-horned
雙面	sided
雛鳥	nestlings
雜	mixed
雜草	weeds
雜質	impurities
雞	fowl
離	off
離合器	clutch
離合器	clutches
離婚	divorce
離婚	divorced
離婚	divorces
離棄	forsaken
離開	depart
離開	departure
離開	leave
離開	leaving
難	difficult
難以置信	incredible
難以置信的	Unbelievable
難得的	hard-won
難忘	unforgettable
難民	refugee
難民	refugees
難量	defies
雨	rain
雨後春筍	springing
雨量	rainfall
雪	snow
雪城	Syracuse
雪松	cedar
雪松	cedars
雪松	cedarwood
雪橇	sledge
雪橇	sledges
雪白	whitest
雲	cloud
雲	clouds
雲母	Mica
雲集	gathered
雷	thunder
雷	thunders
雷切爾	Rachel
雷卡	Racal
雷巴	Reba
雷暴	thunderstorms
雷米爾	Lemuel
雷雲	thundercloud
雷霍博姆	Rehoboam
雷鳴的	thundering
雹暴	hailstorm
電梯	lift
電流	currents
電話	calls
電話，ASSAR	Tel-assar
電話，melah	Tel-melah
電話，戒	Tel-harsha
電話，阿比	Tel-abib
電路	circuit
需求	demand
需求	needs
需求	requirement
需要	demands
需要	need
需要	needed
需要	required
需要	takes
震撼	rocked
震撼	shook
震撼人心	humbling
震驚	astounded
霍瑟姆	Hotham
霍隆	Holon
霜	frost
霰	sleet
露	dew
露出	outcrop
露台	terraces
露營	camping
霸	tyrants
霸王鞭	rattle
霸道	overbearing
靈性	spirituality
靈性	spiritually
靈感	inspiration
靈魂	soul
靈魂	souls
青少年	youngster
青少年	youths
青年	youth
青春的	youthful
青睞	favored
青蔥的	lush
青蛙	frogs
青銅	bronze
靜	quieted
靜音	mute
非利士	Philistia
非利士人	Philistines
非宗教	irreligious
非常	exceedingly
非常	extremely
非常	greatly
非常	immensely
非常	strongly
非常	very
非常不幸地	miserably
非常討厭	loathing
非法	illegal
非法的	illegitimate
非洲人	African
非生產性	unproductive
非神	non-gods
非禮	indecent
非精神的	unspiritual
非難	condemnation
非難	reproof
靠	lean
靠	relied
靠不住	unreliable
靠不住	untrustworthy
靠近摩利	Moreh
面	facets
面	surfaces
面具	masks
面前	front
面孔	faces
面對	confront
面對	confronted
面對	confronts
面對	face
面對	faced
面對	facing
面料	fabrics
面板	panels
面皮	skinned
面紗	veil
面紗	veiling
面紗	veils
革尼撒勒	Gennesaret
革流巴	Cleopas
革舜	Gershom
革迦撒	Girgashites
革順	Gershonite
革順	Gershonites
鞋	shoes
鞍	saddle
鞍	saddlebags
鞘	sheath
鞠躬	bowed
鞠躬	bowing
鞣	tanned
鞭子	whip
鞭子	whips
鞭打	flog
鞭打	flogged
鞭打	whipped
韋弗	weaver
韓元	won
韭菜	leeks
音拿	Imnah
音樂	music
音樂	musical
音樂家	musician
音樂家	musicians
音箱	speakers
音麥	Immer
韻律	rhythm
響	loud
響	louder
響徹	resounded
響應	respond
響應	responding
響應	responds
響應	response
響板	castanets
頂住	withstood
頂替	displace
項目	item
項目	items
項目	project
項目	projects
項鍊	necklace
項鍊	necklaces
順便	Incidentally
順利	smoothly
順利	successfully
順風車	hitched
預兆	omens
預先	beforehand
預先安排	prearranged
預塗	prefinished
預料到的	predicted
預期	anticipation
預期	expected
預測	predict
預測	predicting
預測	prediction
預測	predictions
預測	predicts
預示	foreshadowed
預示	foretaste
預言	foretold
預言	prophecies
預言	prophecy
預言	prophesied
預言	prophesies
預言	prophesy
預言	prophesying
預言：	foresees
預言家	prophet
預言家	seers
預言的	prophetic
預計	anticipates
預計	estimated
預計	expects
預計	projected
預謀的	premeditated
預賽	heats
頑固	obstinate
頒布	enacted
領	collar
領主	lords
領土	territories
領土	territory
領域	field
領域	fields
領域	realm
領導	leader
領導	leadership
領導	leading
領導者	leaders
領帶	tie
領班	foreman
頭	head
頭	heads
頭巾	turban
頭巾	turbans
頭帶	headbands
頭盔	helmet
頭盔	helmets
頭目	ringleader
頭目	ringleaders
頭腦	minds
頭腦清晰	clear-eyed
頭腦簡單的	simpleminded
頭飾	headdresses
頭骨	skull
頭骨	skulls
頭髮	hair
頭髮花白	gray-haired
頸部	neck
頹唐	deserting
頻繁	frequent
題	inscribe
題	question
題詞	inscription
額外	additional
額外	extra
額頭	foreheads
顎	jaw
顎	jaws
顎骨	jawbone
顏色	color
願意	willing
願景	visions
顛覆	overturn
類	kind
類人猿	apes
類似	resemble
類似	resembling
類似	similar
類型	type
類型	types
顧問	adviser
顧問	advisers
顧問	counselor
顧客	customers
顫動	quiver
顫巍巍	tottering
顫抖	quivered
顫抖	quivers
顫抖	thrill
顫抖	tremble
顫抖	trembled
顫抖	trembles
顫抖的	quavering
顯然地	apparently
顯示	display
顯示	displayed
顯示	displaying
顯示	show
顯示	showed
顯示	shown
顯示器	displays
風	wind
風	winds
風化	weathered
風扇	fan
風暴	storm
風暴	storms
風暴	windstorm
風暴重創	storm-battered
風箏	kites
風箱	bellows
風茄	mandrakes
風選	winnowing
風險	risk
風險	risks
風靡	swept
颱風	typhoon
颶風	hurricane
飄零	wandering
飄飄	fluttering
飛	flew
飛	fly
飛奔	darted
飛散	spattered
飛濺	splatter
飛濺	splatters
飛蛾	moths
飛行	flight
飛行	flown
飛行	flying
飛行員	pilot
飛躍	leap
飛躍	leaped
飛躍	leaps
飛鏢	darts
食人	man-eater
食品	foods
食慾	appetite
食草	grass-eating
飢渴	hungrily
飢荒	famine
飢荒	famines
飢餓	hunger
飢餓	hungry
飢餓	starvation
飢餓	starved
飲料	beverage
飲料	drinks
飲酒	drinkers
飲食	diet
飼料	feed
飼料	fodder
飼養	reared
飼養	rearing
飾	decorations
飾品	accessories
飾面	finishes
餅	baking
養殖	farmed
養肥	fattened
養護	curing
餌	bait
餌	lure
餐	meals
餐具	utensils
餐飲	food
餓壞了的	ravenous
餓死	starve
餘燼	embers
餵養得很好	well-fed
饋送	feeding
饒恕	forgiveness
饞嘴	glutton
首富	richest
首席	chief
首腦	summit
首都	capital
首都	capitals
首飾	jewelry
首飾	ornaments
香	fragrant
香	incense
香	perfumed
香	scented
香	spiced
香包	sachet
香味	fragrance
香味	scent
香料	spice
香料	spices
香氣	aroma
香水	fragrances
香水	perfume
香水	perfumes
香爐	censers
香甜	soundly
香脂	balm
香脂	balsam
香菜	coriander
香香	savory
馬	horse
馬·沙爾·哈什·巴斯	Maher-shalal-hash-baz
馬但	Matthan
馬修	Matthew
馬俱	harness
馬倫	Mahlon
馬兵	horsemen
馬其頓	Macedonia
馬其頓	Macedonian
馬加丹	Magadan
馬匹	horses
馬厩	stables
馬塔	Matthat
馬夫	groom
馬尾	Cauda
馬岱	Madai
馬拉	Mara
馬杜克	Marduk
馬槽	manger
馬沙爾	Mashal
馬爾休斯	Malchus
馬爾基爾	Malkiel
馬耳他	Malta
馬蒂亞斯	Matthias
馬薩	Massa
馬賽	Maasai
馬騾	mule
馳騁	gallop
馴服	tame
馴服	tamed
駁回	dismissed
駁斥	refuted
駐	stationed
駐留	dwells
駐軍	garrison
駐軍	garrisons
駒	foal
駕馭	harnessed
駕駛	drive
駝背	stooped
駭人聽聞的	appalling
駭然	aghast
駱駝	camel
駱駝	camels
騎	ride
騎兵	cavalry
騎士	rider
騎著車	rode
騎術	riding
騙人的	deceptive
騙取	defraud
騙子	cheaters
騙子	deceiver
騙子	deceivers
騙子	impostors
騙子	liars
騙子	swindler
騙子	swindlers
騙局	deception
騭	stallion
騷亂	rioting
騷動	commotion
騷動	tumult
騷動	uproar
騷擾	harass
騷擾	harassed
騷擾	harassing
騾子	mules
驁	untamed
驅動	driven
驅動器	drives
驅蟲	wormed
驅逐	expel
驅逐	expelling
驅逐	expels
驅逐出境	deport
驅逐艦	destroyer
驅逐艦	destroyers
驕傲	proud
驗收	acceptance
驗收	accepting
驗證	validated
驗證	verified
驚	surprise
驚人	amazing
驚人	astounding
驚叫	scream
驚呼	exclaimed
驚嘆	marveled
驚嘆	marveling
驚嚇	startle
驚嚇	terrify
驚天動地	shattering
驚奇	amaze
驚愕	amazement
驚慌	alarmed
驚慌失措	panicked
驚訝	astonished
驚醒	awakened
驚醒	roused
驚駭	fright
驢	donkey
驢	donkeys
骨	bone
骨刺	spur
骨幹	backbone
骨架	framework
