aa	胺基酸
twittering	嘰嘰喳喳
twitters	推特
twittery	推特
twitting	推特
twixt	介於
two	二
twofer	特沃弗
twofers	兩全其美
twofold	雙重
twofolds	雙重
twoonie	東尼
twoonies	東尼
twopence	兩便士
twopences	兩便士
twopenny	兩便士
twos	二
twosome	二人組
twosomes	二人組
twyer	特懷爾
twyers	特威爾斯
tycoon	巨頭
tycoons	大亨
tye	泰
tyee	泰伊
tyees	泰斯
tyer	泰爾
tyers	泰爾斯
tyes	泰斯
tyin	泰因
tying	捆綁
tyiyn	蒂因
tyke	小傢伙
tykes	小孩
tylosin	泰樂菌素
tylosins	泰樂菌素
tymbal	鼓膜
tymbals	鼓鼓
tympan	鼓膜
tympana	鼓室
tympanal	鼓膜
tympani	定音鼓
tympanic	鼓膜的
tympanies	鼓鼓
tympanist	定音鼓手
tympanists	定音鼓演奏者
tympanites	鼓脹
tympanitic	鼓膜炎
tympano	定音鼓
tympans	鼓膜
tympanum	鼓室
tympanums	鼓膜
tympany	鼓音
tyne	泰恩
tyned	泰恩德
tynes	泰恩斯
tyning	泰寧
typable	可打字
typal	典型的
type	類型
typeable	可打字
typebar	打字欄
typebars	打字欄
typecase	字體大小
typecases	字體大小寫
typecast	類型轉換
typecasts	類型轉換
typed	打字
typeface	字體
typefaces	字體
types	類型
typescript	打字稿
typeset	排版
typesets	排版
typesetter	排字員
typestyle	字體樣式
typestyles	字體樣式
typewrite	打字
typewriter	打字機
typewrites	打字
typewrote	打字
typey	類型
typhlitic	盲腸炎
typhlitis	盲腸炎
typhlosole	盲腸炎
typhoid	傷寒
typhoidal	傷寒
typhoids	傷寒
typhon	龍捲風
typhonic	颱風
typhons	颱風
typhoon	颱風
typhoons	颱風
typhose	傷寒
typhous	傷寒
typhus	斑疹傷寒
typhuses	斑疹傷寒
typic	典型的
typical	典型的
typicality	典型性
typically	通常
typier	打字機
typiest	最典型的
typified	典型化
typifier	打字員
typifiers	打字員
typifies	代表
typify	典型化
typifying	典型化
typing	打字
typist	打字員
typists	打字員
typo	拼字錯誤
typograph	印刷術
typographs	印刷品
typography	排版
typologic	類型學
typologies	類型學
typologist	類型學家
typology	類型學
typos	拼字錯誤
typp	類型
typps	蒂普斯
typy	典型
tyramine	酪胺
tyramines	酪胺
tyrannic	暴虐的
tyrannical	強橫
tyrannies	暴政
tyrannise	暴政
tyrannised	遭受暴政
tyrannises	暴政
tyrannize	暴虐
tyrannized	遭受暴政
tyrannizer	暴君
tyrannizes	暴政
tyrannous	暴虐
tyranny	暴政
tyrant	暴君
tyrants	暴君
tyre	胎
tyred	疲倦
tyres	輪胎
tyring	輪胎
tyro	初學者
tyrocidin	酪胺酸蛋白酶
tyrocidine	酪胺酸
tyrocidins	酪胺酸蛋白酶
tyronic	泰隆的
tyros	蒂羅斯
tyrosinase	酪胺酸酶
tyrosine	酪胺酸
tyrosines	酪胺酸
tythe	蒂特
tythed	蒂特德
tythes	蒂特
tything	什一稅
tzaddik	正義
tzaddikim	正義
tzar	沙皇
tzardom	沙皇統治
tzardoms	沙皇
tzarevna	沙皇
tzarevnas	沙皇
tzarina	沙皇
tzarinas	沙皇
tzarism	沙皇制度
tzarisms	沙皇制度
tzarist	沙皇
tzarists	沙皇
tzaritza	察里察
tzaritzas	沙皇
tzars	沙皇
tzetze	策策
tzetzes	切茨
tzigane	茨甘
tziganes	齊加內斯
tzimmes	齊默斯
tzitzis	茲齊斯
tzitzit	茲齊特
tzitzith	茲齊斯
tzuris	楚里斯
uakari	烏阿卡里
uakaris	烏卡里斯
ubieties	地方
ubiety	普及性
ubique	烏比克
ubiquinone	泛醌
ubiquities	無所不在
ubiquitous	無所不在
ubiquity	無所不在
udder	乳房
udders	乳房
udo	雙藤
udometer	里程表
udometers	里程表
udometries	測量學
udometry	測量學
udon	烏龍麵
udons	烏龍麵
udos	烏多斯
ufological	不明飛行物
ufologies	不明飛行物
ufologist	不明飛行物研究者
ufologists	不明飛行物研究者
ufology	不明飛行物研究
ugh	啊
ughs	呃
uglier	更醜
uglies	醜陋
ugliest	最醜
uglified	醜化
uglifier	醜化器
uglifiers	醜化者
uglifies	使醜化
uglify	醜化
uglifying	醜化
uglily	醜陋
ugliness	醜陋
uglinesses	醜陋
ugly	醜陋的
ugsome	醜陋
uh	呃
uhlan	烏蘭
uhlans	烏蘭人
uintahite	尤因塔希特
uintahites	尤因塔希特人
uintaite	尤因泰特
uintaites	尤因泰特
uitlander	外地人
uitlanders	外地人
ukase	敕令
ukases	法令
uke	受
ukelele	尤克里裡
ukeleles	尤克里裡
ukes	尤克里裡
ukulele	尤克里裡琴
ukuleles	尤克里裡琴
ulama	烏裡瑪
ulamas	烏裡瑪
ulan	烏蘭
ulans	烏蘭斯
ulcer	潰瘍
ulcerate	潰瘍
ulcerated	潰爛
ulcerates	潰瘍
ulcerating	潰瘍
ulceration	潰瘍
ulcerative	潰瘍性
ulcered	潰瘍
ulcering	潰瘍
ulcerous	潰瘍
ulcers	潰瘍
ulema	烏裡瑪
ulemas	烏裡瑪
ulexite	硼砂
ulexites	硼砂
ullage	空距
ullaged	缺口
ullages	空距
ulna	尺骨
ulnad	烏爾納德
ulnae	尺骨
ulnar	尺骨
ulnas	尺骨
ulpan	烏爾潘
ulpanim	烏爾帕尼姆
ulster	阿爾斯特
ulsters	阿爾斯特人
ulterior	別有用心
ulteriorly	別有用心地
ultima	最後
ultimacies	終極意義
ultimacy	終極性
ultimas	最後
ultimata	最後通牒
ultimate	最終的
ultimated	最終
ultimately	最終
ultimates	終極
ultimating	終極
ultimatum	最後通牒
ultimatums	最後通牒
ultimo	最後
ultra	極端主義者
ultrabasic	超鹼性
ultrachic	超時尚
ultraclean	超潔淨
ultracold	超冷
ultracool	超酷
ultradense	超緻密
ultradry	超幹
ultrafast	超快
ultrafiche	超微縮膠片
ultrafine	超細
ultraheat	超熱
ultraheats	超熱
ultraheavy	超重型
ultrahigh	超高
ultrahip	超時尚
ultrahot	超熱
ultrahuman	超人
ultraism	極端主義
ultraisms	極端主義
ultraist	極端主義者
ultraistic	極端的
ultraists	極端主義者
ultraleft	極左
ultralight	超輕
ultralow	超低
ultramafic	超鎂鐵質
ultramicro	超微
ultraposh	超豪華
ultrapure	超純
ultraquiet	超靜音
ultrarapid	超快速
ultrarare	極為稀有
ultrared	紅外線
ultrareds	紅外線
ultrarich	超富豪
ultraright	極右翼
ultras	極端分子
ultrasafe	超級安全
ultrasharp	超銳利
ultrashort	超短
ultraslick	超滑
ultraslow	超慢
ultrasmall	超小型
ultrasmart	超智能
ultrasoft	超柔軟
ultrasonic	超音波
ultrasound	超音波
ultrathin	超薄
ultratiny	超微小
ultravacua	超真空
ultrawide	超寬
ulu	烏魯
ululant	烏盧蘭特
ululate	欷
ululated	歡呼
ululates	嚎叫
ululating	嚎叫
ululation	泣聲
ululations	嚎叫聲
ulus	烏魯斯
ulva	石蓴
ulvas	石蓴
um	嗯
umami	鮮味
umamis	鮮味
umangite	橙黃鐵礦
umangites	烏曼吉特
umbel	繖形花序
umbeled	傘狀的
umbellar	傘狀的
umbellate	繖形的
umbelled	傘狀的
umbellet	繖形科
umbellets	小繖形花序
umbellifer	繖形科
umbellule	小繖形科
umbellules	小繖形花序
umbels	繖形花序
umber	棕色
umbered	編號
umbering	數數
umbers	號碼
umbilical	臍帶
umbilicals	臍帶
umbilicate	臍狀的
umbilici	臍
umbilicus	臍
umbles	布爾斯
umbo	臍
umbonal	臍
umbonate	臍骨
umbones	臍骨
umbonic	臍帶
umbos	凸起
umbra	本影
umbrae	本影
umbrage	憤怒
umbrageous	陰暗的
umbrages	憤怒
umbral	本影
umbras	本影
umbrella	傘
umbrellaed	帶傘的
umbrellas	雨傘
umbrette	雨傘
umbrettes	遮陽傘
umiac	烏米亞克
umiack	烏米亞克
umiacks	尤米亞克斯
umiacs	烏米亞克斯
umiak	烏米亞克
umiaks	烏米亞克斯
umiaq	烏米亞克
umiaqs	烏米亞克人
umlaut	變音符號
umlauted	變音的
umlauting	變音
umlauts	變音符號
umm	嗯
ump	泵浦
umped	被轉移
umping	抽水
umpirage	裁判
umpirages	裁判員
umpire	裁判
umpired	裁判
umpires	裁判員
umpiring	裁判
umps	裁判員
umpteen	無數
umpteenth	無數次
umteenth	第 10
un	聯合國
unabashed	毫無顧忌
unabated	有增無減
unabatedly	有增無減
unabating	不減
unabetted	無人教唆
unabiding	不守規矩
unabjured	未曾放棄
unable	無法
unaborted	未墮胎
unabraded	未磨損
unabridged	未刪節版
unabsorbed	未吸收
unabused	未受濫用
unabusive	不辱罵
unacademic	非學術的
unaccented	無重音
unaccepted	未被接受
unaccrued	未計提
unacerbic	不酸
unachieved	未實現
unacidic	非酸性
unactable	不可執行
unacted	未演繹
unactorish	不做演員的
unadapted	未適應
unadded	未添加
unadept	不熟練
unadeptly	不熟練地
unadjusted	未調整
unadmired	不受人讚賞
unadmitted	未被承認
unadopted	未被領養
unadorned	縵
unadult	未成年
unadvised	未經建議
unaffected	不受影響
unaffluent	不富裕
unafraid	無所畏懼
unaged	未老
unageing	永保青春
unagile	不敏捷
unaging	永保青春
unagreed	不同意
unai	烏奈
unaided	無人幫助
unaidedly	獨自地
unaimed	無目的的
unaired	未播出
unais	聯合國愛滋病規劃署
unakin	烏納金
unakite	紅土礦
unakites	烏納基特
unalarmed	不驚慌
unalerted	未警覺
unaligned	未對齊
unalike	不一樣
unallayed	未受干擾的
unalleged	未指稱
unallied	無盟國
unallowed	不允許
unalloyed	純合金
unalluring	缺乏吸引力
unaltered	未改變
unamassed	未聚集的
unamazed	毫不驚訝
unamenable	頑皮
unamended	未修改
unamiable	不友善
unamused	不開心
unamusing	無趣
unanalyzed	未經分析
unanchor	解除錨定
unanchored	未錨定
unanchors	解除錨定
unaneled	未經加工
unanimity	一致同意
unanimous	一致
unannexed	未吞併
unannoyed	不惱火
unanswered	未答覆
unapparent	不明顯的
unappeased	未平息
unapplied	未應用
unapproved	未獲批准
unapt	不適合
unaptly	不恰當地
unaptness	不適應
unarched	無拱形
unarguable	無可爭辯
unarguably	毫無疑問
unargued	毫無爭議
unarm	解除武裝
unarmed	徒手
unarming	解除武裝
unarmored	無裝甲
unarms	解除武裝
unaroused	未喚起
unarrayed	未排列
unarrogant	不傲慢
unartful	缺乏技巧
unartistic	缺乏藝術感
unary	一元
unashamed	毫無羞恥
unasked	未經請求
unassailed	未受攻擊
unassayed	未測定
unassigned	未分配
unassisted	無人協助
unassuaged	未緩和
unassuming	謙遜
unassured	不確定
unathletic	不擅長運動
unatoned	未贖罪的
unattached	未依附
unattended	無人看管
unattested	未經證實
unattired	未著裝
unattuned	不協調的
unau	烏納烏
unaudited	未經審計
unaus	烏納斯
unavailing	徒勞無功
unavenged	未受報復
unaverage	不平均
unaverted	未受避免的
unavowed	未公開
unawake	未醒
unawaked	未醒
unawakened	未覺醒
unawarded	未獲獎
unaware	不知道
unawarely	不知不覺地
unawares	不知不覺
unawed	無畏
unawesome	不棒
unaxed	未控制
unbacked	未受支持的
unbaked	未烘焙
unbalance	不平衡
unbalanced	不平衡
unbalances	不平衡
unbale	解包
unbaled	未打包
unbales	解包
unbaling	拆包
unban	解禁
unbandage	解開繃帶
unbandaged	未包紮
unbandages	解開繃帶
unbanded	無帶
unbanned	解禁
unbanning	解除禁令
unbans	解除禁令
unbaptized	未受洗禮
unbar	取消標記
unbarbed	無刺的
unbarbered	未修剪的
unbarred	不受限制
unbarring	解除禁令
unbars	解除禁令
unbased	無根據
unbasted	未上油的
unbated	未受阻攔
unbathed	未洗澡
unbe	雲部
unbear	無法承受
unbearable	難以忍受
unbearably	難以忍受
unbearded	無鬍鬚的
unbeared	無法忍受
unbearing	不忍
unbears	不承受
unbeatable	無與倫比
unbeatably	無可匹敵
unbeaten	不敗
unbecoming	不雅
unbeholden	不受恩惠
unbeing	不存在
unbeknown	未知
unbelief	不信
unbeliefs	不信
unbeliever	不信者
unbeloved	不被愛
unbelt	解開腰帶
unbelted	解開腰帶
unbelting	解開腰帶
unbelts	解開腰帶
unbemused	不困惑
unbend	伸直
unbendable	不可彎曲
unbended	不彎曲
unbending	不屈
unbendings	不屈不撓
unbends	伸直
unbenign	不善
unbent	不彎曲
unbiased	不偏不倚
unbiassed	不偏不倚
unbiblical	不符合聖經
unbid	未出價
unbidden	未經邀請
unbigoted	不偏執
unbilled	未開票
unbind	解除綁定
unbinding	解除綁定
unbinds	解除綁定
unbitted	未咬
unbitten	未被咬傷
unbitter	不苦澀
unblamed	無可指責
unbleached	未漂白
unblenched	不屈不撓
unblended	未混合
unblessed	未受祝福的
unblest	未受祝福的
unblinded	未盲
unblinking	不眨眼
unblock	解除封鎖
unblocked	暢通
unblocking	解除封鎖
unblocks	解除封鎖
unblooded	不流血
unbloody	不流血
unblurred	不模糊
unblushing	不臉紅
unboarded	未登機
unbobbed	不剪短髮
unbodied	無軀體
unboiled	未煮熟的
unbolt	解開
unbolted	未上鎖
unbolting	解開
unbolts	解開
unbonded	未黏合
unboned	無骨的
unbonnet	打開引擎蓋
unbonneted	無閥蓋
unbonnets	解開引擎蓋
unbookish	不書呆子
unbooted	未啟動
unborn	未出生
unbosom	吐露心聲
unbosomed	無胸懷的
unbosomer	解胸
unbosomers	解胸
unbosoming	傾訴
unbosoms	暴露心聲
unbottle	取下瓶子
unbottled	未裝瓶
unbottles	開瓶
unbottling	開瓶
unbought	未購買
unbouncy	無彈性
unbound	未綁定
unbounded	無界
unbowed	不屈服
unbowing	不屈服
unbox	拆箱
unboxed	拆箱
unboxes	拆箱
unboxing	拆箱
unbrace	解開支撐
unbraced	無支撐
unbraces	解開牙套
unbracing	解除束縛
unbraid	解開辮子
unbraided	未編織
unbraiding	解開
unbraids	解開辮子
unbrake	放開煞車
unbraked	未煞車
unbrakes	放開煞車
unbraking	解除煞車
unbranched	無分支
unbranded	無品牌
unbred	未受孕
unbreech	解除武裝
unbreeched	無褲襠
unbreeches	解開馬褲
unbridged	未橋接
unbridle	放肆
unbridled	肆無忌憚
unbridles	放肆
unbridling	肆無忌憚
unbriefed	未得到簡報
unbright	不明亮
unbroiled	未烤
unbroke	未破
unbroken	未破
unbrowned	未褐變
unbruised	未受傷害
unbrushed	未刷過的
unbuckle	解開
unbuckled	解開
unbuckles	解開
unbuckling	解開
unbudgeted	未列入預算
unbudging	不讓步
unbuffered	無緩衝
unbuild	取消建置
unbuilding	拆除建築
unbuilds	取消建設
unbuilt	未建造
unbulky	不笨重
unbundle	解除捆綁
unbundled	解綁
unbundles	解綁
unbundling	分割
unburden	表白
unburdened	無負擔
unburdens	減輕負擔
unburied	未埋葬
unburnable	不可燃
unburned	未燃燒
unburnt	未燒毀
unbusted	未破
unbusy	不忙
unbuttered	不塗黃油
unbutton	解開
unbuttoned	解開釦子
unbuttons	解開紐扣
uncage	解籠
uncaged	出籠
uncages	解開
uncaging	解籠
uncake	解開蛋糕
uncaked	未結塊
uncakes	拆開蛋糕
uncaking	解結
uncalcined	未煅燒
uncalled	未調用
uncanceled	未取消
uncandid	不坦誠
uncandidly	毫不坦率地
uncandled	未點燈的
uncanned	未裝罐
uncannier	令人驚異的
uncanniest	最不可思議的
uncannily	不可思議地
uncanny	不可思議的
uncap	摘帽
uncapable	無能為力
uncapped	無上限
uncapping	去掉封蓋
uncaps	開蓋
uncarded	無卡
uncaring	漠不關心
uncarpeted	未鋪地毯
uncarted	未裝運
uncarved	未雕琢的
uncase	取消案例
uncased	無外殼
uncases	解除案件
uncashed	未兌現
uncasing	開殼
uncasked	未裝桶
uncast	未播
uncatchy	不吸引人的
uncatered	未提供餐飲
uncaught	未被捕獲
uncaused	無因
unceasing	不斷
unceded	未割讓
uncensored	未經審查
uncensured	不受譴責
uncertain	不確定
unchain	解開
unchained	解開束縛
unchaining	解開
unchains	解開
unchair	解下椅子
unchaired	無總統
unchairing	解職
unchairs	解開椅子
unchancy	不順利
unchanged	未變
unchanging	不變
uncharge	取消充電
uncharged	未帶電
uncharges	免收費用
uncharging	解除充電
uncharming	毫無魅力
uncharred	未燒焦的
uncharted	未知
unchary	不仁慈的
unchaste	不貞潔的
unchastely	不貞潔地
unchaster	安查斯特
unchastest	不貞潔的
unchastity	不貞潔
unchecked	未選取
unchewable	不可咀嚼
unchewed	未咀嚼的
unchic	不時髦
unchicly	不時髦地
unchilled	未冷藏
unchoke	解除窒息
unchoked	暢通無阻
unchokes	解除窒息
unchoking	疏通
unchosen	未被選中
unchurch	脫離教會
unchurched	未信教者
unchurches	非教會人士
unchurchly	不合教規地
unci	聯合國
uncia	安西亞
unciae	安西亞
uncial	安色爾
uncially	安西亞地
uncials	安色爾文
unciform	鉤狀
unciforms	鉤形
unciliated	無絲狀菌
uncinal	胡西納爾
uncinaria	鉤藤
uncinarias	鉤蟲
uncinate	鉤突
uncini	尤奇尼
uncinus	鉤狀
uncivil	不文明
uncivilly	不禮貌地
unclad	裸露
unclaimed	無人認領
unclamp	鬆開
unclamped	鬆開
unclamping	鬆開
unclamps	鬆開
unclarity	不明確
unclasp	松
unclasped	解開
unclasping	解開
unclasps	解開
unclassy	不優雅
unclawed	無爪
uncle	叔叔
unclean	不潔淨
uncleaned	未清洗
uncleaner	不乾淨
uncleanest	最不乾淨
uncleanly	不乾淨地
unclear	不清楚
uncleared	未清空
unclearer	不清楚
unclearest	最不清楚
unclearly	不清楚
uncleft	未裂開的
unclench	放鬆
unclenched	鬆開
unclenches	放鬆
uncles	叔叔
uncliched	不陳腔濫調
unclinch	鬆開
unclinched	未扣緊
unclinches	鬆開
unclip	解開
unclipped	未剪裁
unclipping	解開
unclips	解開
uncloak	解除隱形
uncloaked	揭露
uncloaking	解除隱形
uncloaks	揭露
unclog	疏通
unclogged	暢通無阻
unclogging	疏通
unclogs	疏通
unclose	取消關閉
unclosed	未關閉
uncloses	取消關閉
unclosing	解除關閉
unclothe	脫衣服
unclothed	赤裸裸
unclothes	脫衣服
unclothing	脫衣服
uncloud	解雲
unclouded	萬裡無雲
unclouding	陰雲散去
unclouds	雲開
uncloudy	晴朗
uncloyed	不受束縛
uncloying	不令人厭煩
unclutter	清理
unclutters	清理
unco	聯合國
uncoalesce	解聚
uncoated	無塗層
uncoating	脫殼
uncoatings	脫塗層
uncobbled	未修補
uncock	解開
uncocked	未上膛
uncocking	鬆開
uncocks	解開
uncoded	未編碼
uncodified	未編纂
uncoerced	非強制
uncoercive	非強制性的
uncoffin	開棺
uncoffined	棺材沒了
uncoffins	開棺
uncoil	展開
uncoiled	展開
uncoiling	開卷
uncoils	展開
uncoined	未鑄造
uncolored	無色
uncombed	未梳理
uncombined	未結合
uncomely	不雅的
uncomic	不滑稽
uncommon	罕見
uncommoner	不常見的
uncommonly	不常見地
unconcern	漠不關心
unconcerns	漠不關心
unconfined	不受限制
unconfuse	消除混淆
unconfused	不困惑
unconfuses	消除混淆
unconsumed	未消耗
unconvoyed	未護送
uncooked	生
uncool	不酷
uncooled	未冷卻
uncork	拔掉木塞
uncorked	拔掉塞子
uncorking	拔塞
uncorks	拔掉瓶塞
uncorrupt	廉潔
uncorseted	不穿束身衣
uncos	聯合國科教文組織
uncounted	未計數
uncouple	解耦
uncoupled	解耦
uncoupler	解耦器
uncouplers	解耦器
uncouples	解開
uncoupling	解耦
uncouth	粗野
uncouthly	粗魯地
uncover	揭露
uncovered	裸露
uncovering	揭露
uncovers	揭露
uncoy	頑皮
uncracked	未破裂
uncrate	拆箱
uncrated	未裝箱
uncrates	開箱
uncrating	拆箱
uncrazy	不瘋狂
uncreate	取消創建
uncreated	未創建
uncreates	取消創造
uncreating	不創造
uncreative	缺乏創造力
uncredited	未署名
uncrewed	無人駕駛
uncrippled	未殘廢的
uncritical	不加批判
uncropped	未裁切
uncross	解除交叉
uncrossed	未交叉
uncrosses	解除交叉
uncrossing	解除交叉
uncrowded	不擁擠
uncrown	摘掉王冠
uncrowned	無冕之王
uncrowning	摘掉王冠
uncrowns	摘掉王冠
uncrumple	解開
uncrumpled	未皺的
uncrumples	解開
uncrushed	未壓碎
unction	聖油禮
unctions	聖職
unctuous	油腔滑調的
unctuously	假惺惺
uncuff	解開袖口
uncuffed	無袖口
uncuffing	解開袖口
uncuffs	解開袖口
uncultured	未受過教育的
uncurable	無法治愈
uncurably	無法治愈
uncurb	放開
uncurbed	不受約束
uncurbing	放開
uncurbs	解除束縛
uncured	未治愈
uncurious	不好奇
uncurl	展開
uncurled	未捲曲
uncurling	伸直
uncurls	展開
uncurrent	不現行
uncursed	未被詛咒的
uncus	尤卡斯
uncut	未切割
uncute	不可愛
uncynical	不憤世嫉俗的
undamaged	未受損壞
undamped	無阻尼
undaring	不敢
undatable	不可日期化
