de	of
Secretaría de Agricultura	Ministry of Agriculture
Secretaria de Defensa	Secretary of Defense
Secretaría de Defensa	Ministry of Defense
secretaria de dirección	executive secretary
Secretaria de Economía	Secretary of Economy
Secretaría de Economía	Ministry of Economy
Secretaria de Educación	Secretary of Education
Secretaría de Educación	Ministry of Education
secretaria de embajada	embassy secretary
Secretaria de Estado	Secretary of State
Secretaría de Estado	State Secretariat
Secretaria de Gobernación	Secretary of the Interior
Secretaría de Gobernación	Ministry of the Interior
Secretaria de Hacienda	Secretary of Finance
Secretaría de Hacienda	Ministry of Finance
secretaria de imagen	image secretary
Secretaria del Tesoro	Secretary of the Treasury
secretaria del tribunal	court secretary
secretaria de redacción	editorial secretary
Secretaria de Transporte	Department of Transportation
Secretaria de Turismo	Tourism Office
Secretaría de Turismo	Ministry of Tourism
secretaria ejecutiva	executive secretary
secretaria general	general secretary
secretaría general	general secretariat
secretaria particular	private secretary
secretaria personal	personal secretary
secretaria privada	private secretary
Secretario de Agricultura	Secretary of Agriculture
Secretario de Defensa	Secretary of Defense
secretario de dirección	secretary of management
Secretario de Economía	Secretary of Economy
Secretario de Educación	Secretary of Education
secretario de embajada	embassy secretary
Secretario de Estado	Secretary of State
Secretario de Gobernación	Secretary of the Interior
Secretario de Hacienda	Secretary of the Treasury
secretario de imagen	image secretary
Secretario del Tesoro	Secretary of the Treasury
secretario del tribunal	court clerk
secretario de redacción	editorial secretary
Secretario de Transporte	Secretary of Transportation
Secretario de Turismo	Secretary of Tourism
secretario ejecutivo	Executive Secretary
secretario general	Secretary General
secretario particular	personal secretary
secretario personal	personal secretary
secretario privado	private secretary
secreto a voces	secret to you
secreto bancario	banking secrecy
secreto de alcoba	bedroom secret
secreto de confesión	secret of confession
secreto de estado	state secret
secreto de sumario	confidentiality of summary
secreto militar	military secret
secreto profesional	professional secrecy
sector agrario	agricultural sector
sector de automóviles usados	used car sector
sector de la aviación	aviation sector
sector de la construcción	construction sector
sector del automóvil	automotive sector
sector del transporte aéreo	air transport sector
sector de servicios	service sector
sector empresarial	business sector
sectorialmente	sectorally
sector primario	primary sector
sector privado	private sector
sector público	public sector
sector secundario	secondary sector
sector terciario	tertiary sector
secuencialmente	sequentially
secuestro exprés	express kidnapping
seda cruda	this cruda
seda dental	this dental
seda natural	that's natural
sede social	registered office
sedimentarse	sediment
Sedue	Sedu
seg.	themselves.
segmento de edad	age segment
segregación racial	racial segregation
segunda de a bordo	second on board
segunda línea	second line
segunda niñez	second childhood
segundo de a bordo	second on board
seguridad biológica	biological security
seguridad ciudadana	citizen security
seguridad del estado	state security
seguridad e higiene	safety and hygiene
seguridad social	social security
seguridad vial	road safety
seguridad y salud	Safety and health
seguro ahorro	safe savings
seguro antirrobo	anti-theft insurance
seguro a todo riesgo	comprehensive insurance
seguro catastrófico	catastrophic insurance
seguro contra terceros	third party insurance
seguro de accidentes	accident insurance
seguro de desempleo	unemployment insurance
seguro de enfermedad	health insurance
seguro de incendios	fire insurance
seguro de viaje	travel insurance
seguro de vida	life insurance
seguro personal de accidentes	personal accident insurance
seguro social	social security
seguro temporal	temporary insurance
seibó	seibo
seleccionable	selectable
selección natural	natural selection
sello de lacre	wax seal
sello de tiempo	timestamp
sello fiscal	tax stamp
Selva Negra	Black forest
semaforazo	semaphorase
semana inglesa	english week
semana laboral	work week
Semana Santa	Easter week
semiamueblado	semi-amouring
semiautónomo	semi-autonomous
semicírculo graduado	graduated semicircle
semicomatoso	semi-comatose
semicualificado	semiskilled
semiderruido	half-ruined
semidesconocido	semi-unknown
semidesértico	semi-desert
semidesierto	semi-desert
semillero de empresas	business incubator
seminuevo	second hand
semiolvidado	half-forgotten
semioscuridad	dimness
semiprofesional	Semi Professional
sémola de arroz	rice semolina
señalador	bookmark
señal de auxilio	distress signal
señal de ceda el paso	yield sign
señal de la cruz	sign of the cross
señal de socorro	distress signal
señal horaria	time signal
señalización vial	road signs
señalizador	signaller
señas particulares	distinctive features
señas personales	personal details
S.en C.	S. and C.
Sendero Luminoso	Shining Path
seno materno	maternal breast
señora de compañía	lady companion
señor feudal	feudal lord
señorita	Miss
Señor/Señora/Señorita	Sir/Madam/Miss
SENPA	PLEASE
sensacionalizar	sensationalize
sensacionalmente	stunningly
sensación térmica	wind chill
sensatamente	sensibly
sensor remoto	remote sensor
sentaderas	buttocks
sentencia firme	final judgment
sentido común	common sense
sentido de la orientación	sense of direction
sentido del humor	sense of humor
sentido del ridículo	sense of the ridiculous
sentido práctico	practicality
sentimiento de culpa	feeling of guilt
senyera	sign
separación de bienes	separation of property
separación de cuerpos	separation of bodies
separación de poderes	separation of powers
separador de claras	egg white separator
Sepes	The fence
séptimo arte	seventh art
sepultación	burial
serenazgo	serenity
ser humano	human being
seriado	series
serialización	serialization
serie negra	black series
serifa	serif
serigrafista	silkscreen printer
serpiente boa	boa snake
serpiente constrictora	constrictor snake
serpiente de cascabel	rattlesnake
serpiente de verano	summer snake
serpiente pitón	python snake
serpollo	snake
serrucho de castilla	castile saw
Ser Supremo	Supreme Being
Servia	Serbia
servicio activo	active service
servicio a domicilio	home delivery
servicio al cliente	customer service
servicio conmemorativo	memorial service
servicio de asistencia	Help Desk
servicio de catering	catering service
servicio de información	information service
servicio de inteligencia	intelligence service
servicio de limpieza	cleaning service
servicio de orden	order service
servicio de prevención	prevention service
servicio de seguridad	security service
servicio de transporte	transport service
servicio de trenes	train service
servicio de vigilancia costera	coastal surveillance service
servicio diplomático	diplomatic service
servicio doméstico	domestic service
servicio interno	internal service
servicio militar	military service
servicio postventa	after-sales service
servicio público	public service
servicios de emergencia	emergency services
servicio secreto	secret service
servicios informativos	information services
servicios mínimos	minimum services
servicios sociales	social services
servidora del orden	servant of order
servidor de correo	mail server
servidor de Internet	Internet server
servidor del orden	order server
servidor de web	web server
servidumbre de acceso	access right of way
servidumbre de aguas	water easement
servidumbre de luces	easement of lights
servidumbre de paso	right of way
ser vivo	living being
servoasistido	servo assisted
servofreno de emergencia	emergency brake booster
sesgo inconsciente	unconscious bias
sesionar	to meet
sesión continua	continuous session
sesión de control	control session
sesión numerada	numbered session
sesión solemne	solemn session
setter inglés	English setter
setter inglesa	puts inglesa
setter irlandés	Irish setter
setter irlandesa	puts the Irish
Seúl	Seoul
s. e. u. o.	yours
sevillanas	Sevillanas
sexo al nacer	sex at birth
sexo débil	weaker sex
sexo de nacimiento	birth sex
sexo seguro	safe sex
sexo telefónico	phone sex
sexto sentido	sixth sense
sexualización	sexualization
Sgto.	Sgt.
shií	Shia
shock séptico	septic shock
short de baño	swim shorts
shorts de baño	swim shorts
SHU	THAT'S it
Siam	Make
sibilancia	sibilance
siena tostado	burnt sienna
sierra de cadena	chain saw
sierra de calar	keyhole saw
sierra de cinta	band saw
sierra de espigar	tenoning saw
sierra de mano	hand saw
sierra de marquetería	scroll saw
sierra de puñal	dagger saw
sierra eléctrica	electric saw
Sierra Leona	Sierra Leone
sierraleonés	Sierra Leonean
sierra mecánica	chainsaw
sierva de la gleba	serf
siervo de la gleba	serf
siete y media	half past seven
sifrino	sifrine
sig.	themselves.
sigilo profesional	professional secrecy
sigilo sacramental	sacramental seal
Siglo de las Luces	Age of Enlightenment
Siglo de Oro	Golden age
signo de admiración	exclamation mark
signo de igual	equal sign
signo de interrogación	question mark
signo de pregunta	question mark
signo de puntuación	punctuation mark
signo diacrítico	diacritical sign
signo lingüístico	linguistic sign
signo más	plus sign
signo menos	minus
signo ortográfico	orthographic sign
signo pare	I think it's Mr.
SII	GIVE
silbato celta	Celtic whistle
silicón	silicone
silla abuelita	granny chair
silla alta	high chair
silla Barcelona	on the Barcelona bridge
silla curul	curule chair
silla de cordero	saddle of lamb
silla de hamaca	hammock chair
silla de la reina	queen's chair
silla de manos	sedan
silla de oro	golden chair
silla de ruedas	wheelchair
silla de tijera	folding chair
silla eléctrica	electric chair
silla giratoria	swivel chair
silla plegable	folding chair
silla presidencial	presidential chair
sillar de clave	keystone ashlar
sillón académico	academic chair
sillón de orejas	wing chair
símbolo de la fe	symbol of faith
simétricamente	symmetrically
simulacro de ataque	attack simulation
simulacro de combate	combat simulation
simulacro de incendio	fire drill
simulado	simulated
simulador de vuelo	flight simulator
sinaloense	Sinaloa native
sin contacto	no contact
síncope cardíaco	cardiac syncope
sincronizadamente	synchronously
sincronizador	synchronizer
sindicalización	unionization
sindicato amarillo	yellow union
sindicato bancario	banking union
sindicato blanco	white union
sindicato de accionistas	shareholders' union
sindicato de aseguradores	union of insurers
sindicato vertical	vertical syndicate
sindicatura	syndicate
síndrome de abstinencia	withdrawal syndrome
síndrome de alergia total	total allergy syndrome
síndrome de Asperger	Asperger syndrome
síndrome de Diógenes	Diogenes syndrome
síndrome de Down	Down syndrome
síndrome de fatiga crónica	chronic fatigue syndrome
síndrome de inmunodeficiencia adquirida	acquired immunodeficiency syndrome
síndrome de la clase turista	economy class syndrome
síndrome del bebé sacudido	shaken baby syndrome
síndrome del colapso de la colmena	colony collapse syndrome
síndrome del shoc tóxico	toxic shock syndrome
síndrome de muerte infantil súbita	sudden infant death syndrome
síndrome de muerte súbita del lactante	sudden infant death syndrome
síndrome premenstrual	premenstrual syndrome
síndrome respiratorio agudo severo	severe acute respiratory syndrome
síndrome tóxico	toxic syndrome
síndrome urémico hemolítico	hemolytic uremic syndrome
sinfonier	symphonier
Singapur	Singapore
singlista	from the single
sin hueso	boneless
sino-	but-
sinovitis del codo	synovitis of the elbow
sintagma nominal	noun phrase
sin techo	homeless
sintéticamente	synthetically
sintetizador de voz	voice synthesizer
sintoismo	Shintoism
sintoista	from you
sinvergüenzura	shameless
síper	sipper
sirena de niebla	foghorn
sisebuta	we still ask
Sísifo	Sisyphus
sismografía	seismography
sismográfico	seismographic
sistema de contramedidas electrónicas	electronic countermeasures system
sistema de creencias	belief system
sistema de distribución	distribution system
sistema de ecuaciones	system of equations
sistema de navegación por satélite	satellite navigation system
sistema de tarifa única	flat rate system
sistema experto	expert system
sistema inmunitario	immune system
sistema inmunológico	immune system
sistema métrico decimal	decimal metric system
