্নানি	Grandma	naani
উত্তমদের	The good ones	uttmder
উত্তমতা	Goodness	uttmtaa
উত্তমকে	To the best	uttmke
উত্তম।	Good.	uttm / 
উত্তম	Good	uttm
উত্তপ্ত	Hot	uttpt
উৎচ্ছন্ন	Excited	ucchnn
উত্খাত	Uprooted	utkhaat
উৎক্ষেপকারী	Launcher	ukssepkaarii
উৎক্ষিপ্ত	Ejected	ukssipt
উৎকোচের	Bribery	ukeaacer
উৎকোচে।	In vain.	ukeaace / 
উৎকোচে	In bribery	ukeaace
উৎকোচপ্রিয়	Greedy	ukeaacpriyy
উৎকোচ	Bribery	ukeaac
উৎকৃষ্টা	Excellence	ukRssttaa
উত্কৃষ্টমানের	High quality	utkRssttmaaner
উৎকৃষ্টতার	Excellence	ukRsstttaar
উৎকৃষ্টতা।	excellence	ukRsstttaa / 
উৎকৃষ্টতা	Excellence	ukRsstttaa
উৎকৃষ্টতর	Better	ukRsstttr
উৎকৃষ্ট।	Excellent.	ukRsstt / 
উত্কৃষ্ট	Excellent	utkRsstt
উৎকীর্ণ।	Engraved.	ukiirnn / 
উৎকীর্ণ	Carved	ukiirnn
উৎকর্ষের	Excellence	ukrsser
উৎকর্ষে	In excellence	ukrsse
উৎকর্ষতা	Excellence	ukrsstaa
উৎকর্ষ।	Excellence.	ukrss / 
উৎকর্ষ	Excellence	ukrss
উৎকন্ঠিত	Anxious	ukntthit
উৎকন্ঠায়	In anxiety	ukntthaayy
উৎকন্ঠা	Anxiety	ukntthaa
উৎকণ্ঠিত	Anxious	uknntthit
উৎকণ্ঠায়	In anxiety	uknntthaayy
উৎকণ্ঠা	Anxiety	uknntthaa
উৎকট	Utkat	uktt
উতুখ্‌কে	Utukhke	utukhke
উতুখ্‌	Utukh	utukh
উতুখকে	To Utukh	utukhke
উতুখ	Utukh	utukh
উতলা	Utala	utlaa
উতপ্ত	Hot	utpt
উততরে	North	uttre
উড্ডীয়মান	Soaring	uddddiiyymaan
উড্ডীন	Flying	uddddiin
উড়ো	Fly	urro
উড়ে।	Fly.	urre / 
উড়ে	Fly	udd'e
উড়ূক।	Uruk.	urruuk / 
উড়ুনী	Bird	urrunii
উড়ুক্কু	Bird	urrukku
উড়ুক।	Let it fly.	udd'uk / 
উড়িয়ে	Blow up	udd'iy'e
উড়িয়া	Oriya	urriyyaa
উড়িতেছেন	Flying	urritechen
উড়িতেছে।	It is flying.	urriteche / 
উড়িতে	In flight	urrite
উড়াল।	Fly.	udd'aal / 
উড়াব	I will fly.	urraab
উড়ানো	Flying	urraano
উড়াতে	To fly	urraate
উড়াইয়া	Blowing away	urraaiyyaa
উড়াইতে	To fly	urraaite
উড়াই।	Flying.	urraai / 
উড়া	Flying	udd'aa
উড়লে	If you fly	urrle
উড়বে	Will fly.	udd'be
উড়ন্ত	Flying	udd'nt
উড়তে	To fly	udd'te
উড়ছেন	Flying	udd'chen
উড়ছে।	Flying.	urrche / 
উড়ছে	Flying	udd'che
উড়ছিলেন।	He was flying.	urrchilen / 
উড়ছিল	Was flying.	udd'chil
উঠোনের	In the yard	uttheaaner
উঠোনে।	In the yard.	uttheaane / 
উঠোনে	In the yard	uttheaane
উঠোনশুদ্ধ	Yard clean	uttheaanshuddh
উঠোনমুখী	Courtyard facing	uttheaanmukhii
উঠোনটা	The yard	uttheaanttaa
উঠোনও	The yard too	utthono
উঠোনঃ	Yard:	uttheaanH
উঠোন	Yard	uttheaan
উঠো।	Get up.	uttho / 
উঠো	Get up.	uttheaa
উঠেলো	Got up.	utthelo
উঠের	Up	utther
উঠেবে৷	Will rise.	utthebe4/
উঠেন	Get up.	utthen
উঠেছেন।	Got up.	utthechen / 
উঠেছেন	Got up.	utthechen
উঠেছে।	It's up.	uttheche / 
উঠেছে	Risen	uttheche
উঠেছিলেন।	Got up.	utthechilen / 
উঠেছিলেন	Got up	utthechilen
উঠেছিলে।	You got up.	utthechile / 
উঠেছিলে	You got up.	utthechile
উঠেছিলাম	I got up.	utthechilaam
উঠেছিল।	It was up.	utthechil / 
উঠেছিল	Got up	utthechil
উঠেছি।	I got up.	utthechi / 
উঠেছি	I got up.	utthechi
উঠেছ।	You are up.	utthech / 
উঠেছ	Got up.	utthech
উঠেই	Get up.	utthei
উঠে।	Get up.	utthe / 
উঠে	Get up	utthe
উঠুন	Get up.	utthun
উঠুক৷	Let him get up.	utthuk4/
উঠুক।	Let it rise.	utthuk / 
উঠুক	Let it rise.	utthuk
উঠিলেন।	He got up.	utthilen / 
উঠিলেন	Got up.	utthilen
উঠিলেও	Even if it rises	utthileo
উঠিলেই	As soon as you wake up	utthilei
উঠিলে	When you get up	utthile
উঠিলাম।	I got up.	utthilaam / 
উঠিলাম	I got up.	utthilaam
উঠিল।	Got up.	utthil / 
উঠিল	Got up.	utthil
উঠিয়েছেন।	Raised.	utthiy'echen / 
উঠিয়েছেন	Raised	utthiy'echen
উঠিয়েছে।	Raised.	utthiyyeche / 
উঠিয়েছে	Raised	utthiy'eche
উঠিয়েছিলেন।	He raised it.	utthiy'echilen / 
উঠিয়েছিলেন	Raised	utthiy'echilen
উঠিয়েছিলাম	I lifted it.	utthiyyechilaam
উঠিয়েছি।	I picked it up.	utthiy'echi / 
উঠিয়েছি	I lifted it.	utthiy'echi
উঠিয়েছ	You raised it.	utthiy'ech
উঠিয়েই	Just lift it up	utthiyyei
উঠিয়ে	Raised	utthiy'e
উঠিয়াছেন।	He has risen.	utthiyyaachen / 
উঠিয়াছেন	Got up.	utthiyyaachen
উঠিয়াছে।	It has risen.	utthiyyaache / 
উঠিয়াছে	It has risen.	utthiyyaache
উঠিয়াছিলেন	He had risen.	utthiyyaachilen
উঠিয়াছিলে	You woke up.	utthiyyaachile
উঠিয়াছিলাম	I got up.	utthiyyaachilaam
উঠিয়াছিল।	It was up.	utthiyyaachil / 
উঠিয়াছিল	It had risen.	utthiyyaachil
উঠিয়াছ।	You are up.	utthiyyaach / 
উঠিয়াছ	You are up.	utthiyyaach
উঠিয়া	Rise	utthiyyaa
উঠিবেন।	Get up.	utthiben / 
উঠিবেন	Will you get up?	utthiben
উঠিবে।	Will rise.	utthibe / 
উঠিবে	Will rise.	utthibe
উঠিবার	To rise	utthibaar
উঠিবামাত্র	As soon as you wake up	utthibaamaatr
উঠিব।	I will get up.	utthib / 
উঠিব	I will get up.	utthib
উঠিতেছেন	Getting up	utthitechen
উঠিতেছে।	It's rising.	utthiteche / 
উঠিতেছে	Rising.	utthiteche
উঠিতেছিলেন।	He was getting up.	utthitechilen / 
উঠিতেছিলেন	Was getting up.	utthitechilen
উঠিতেছিলে।	You were getting up.	utthitechile / 
উঠিতেছিল।	It was rising.	utthitechil / 
উঠিতেছিল	Was rising.	utthitechil
উঠিতেছ	Are you getting up?	utthitech
উঠিতে	To rise	utthite
উঠিতাম	I would get up.	utthitaam
উঠিত।	Rise.	utthit / 
উঠিত	Risen	utthit
উঠিও	Get up.	utthio
উঠি।	Get up.	utthi / 
উঠি	Get up.	utthi
উঠালেন।	He picked it up.	utthaalen / 
উঠালেন	Raised	utthaalen
উঠালেও	Even if you raise it	utthaaleo
উঠালে।	If you lift it.	utthaale / 
উঠালে	If you lift	utthaale
উঠালাম	I picked it up.	utthaalaam
উঠাল।	Raised.	utthaal / 
উঠাল	Lift	utthaal
উঠার	To get up	utthaar
উঠায়াছে।	It's up.	utthaayyaache / 
উঠায়।	It rises.	utthaayy / 
উঠায়	Raises	utthaay'
উঠাবো।	I will pick it up.	utthaabo / 
উঠাবো	I will pick it up.	utthaabo
উঠাবেন।	Pick it up.	utthaaben / 
উঠাবেন	Will you pick it up?	utthaaben
উঠাবে।	Will pick up.	utthaabe / 
উঠাবে	Will pick up	utthaabe
উঠাবার	To lift	utthaabaar
উঠাব।	I will pick it up.	utthaab / 
উঠাব	I will pick it up.	utthaab
উঠানোই	To lift.	utthaanoi
উঠানো	Lift	utthaano
উঠানেরও	In the yard too	utthaanero
উঠানের	In the yard	utthaaner
উঠানেই	In the yard	utthaanei
উঠানে।	In the yard.	utthaane / 
উঠানে	In the yard	utthaane
উঠানটির	The yard	utthaanttir
উঠানটি	The yard	utthaantti
উঠানটা	The yard	utthaanttaa
উঠানগুলোর	The courtyards	utthaangulor
উঠানগুলোতে	In the courtyards	utthaangulote
উঠানগুলো	The courtyards	utthaangulo
উঠানগুলির	The courtyards	utthaangulir
উঠান।	Yard.	utthaan / 
উঠান	Courtyard	utthaan
উঠাতেন	Would raise	utthaaten
উঠাতে	To lift	utthaate
উঠাত	Up	utthaat
উঠাচ্ছে।	Lifting.	utthaacche / 
উঠাচ্ছে	Lifting	utthaacche
উঠাও।	Get up.	utthaao / 
উঠাও	Pick up.	utthaao
উঠাইলেন।	He picked it up.	utthaailen / 
উঠাইলেন	Raised	utthaailen
উঠাইলে।	If you pick it up.	utthaaile / 
উঠাইলে	If you pick it up	utthaaile
উঠাইলাম	I picked it up.	utthaailaam
উঠাইল।	I picked it up.	utthaail / 
উঠাইল	I lifted it.	utthaail
উঠাইয়াছেন।	He has raised it.	utthaaiyyaachen / 
উঠাইয়াছেন	Raised	utthaaiyyaachen
উঠাইয়াছে।	It's up.	utthaaiyyaache / 
উঠাইয়াছে	Raised	utthaaiyyaache
উঠাইয়াছিলেন।	He was lifting.	utthaaiyyaachilen / 
উঠাইয়াছিলেন	Raised	utthaaiyyaachilen
উঠাইয়াছি	I have picked it up.	utthaaiyyaachi
উঠাইয়াছ	You have raised it.	utthaaiyyaach
উঠাইয়া	Raised	utthaaiyyaa
উঠাইবেন।	Will pick it up.	utthaaiben / 
উঠাইবেন	Will pick up.	utthaaiben
উঠাইবে।	Will pick it up.	utthaaibe / 
উঠাইবে	Will pick up	utthaaibe
উঠাইবার	To lift	utthaaibaar
উঠাইব।	I will pick it up.	utthaaib / 
উঠাইব	I will pick it up.	utthaaib
উঠাইতেছে।	It's getting up.	utthaaiteche / 
উঠাইতে	To lift	utthaaite
উঠাইত	Would have raised	utthaait
উঠাই।	I'll get up.	utthaai / 
উঠাই	Lift	utthaai
উঠা	Rise	utthaa
উঠলো।	Got up.	utthlo / 
উঠলো	Got up.	utthlo
উঠলেন৷	He got up.	utthlen4/
উঠলেন।	He got up.	utthlen / 
উঠলেন	Got up.	utthlen
উঠলেও	Even if it rises	utthleo
উঠলেই	As soon as I get up	utthlei
উঠলে।	When you get up.	utthle / 
উঠলে	When you get up	utthle
উঠলাম।	I got up.	utthlaam / 
উঠলাম	I got up.	utthlaam
উঠল৷	Got up.	utthl4/
উঠল।	Got up.	utthl / 
উঠল	Got up	utthl
উঠবো।	I will get up.	utthbo / 
উঠবো	I will get up.	utthbo
উঠবেন।	Get up.	utthben / 
উঠবেন	Will get up.	utthben
উঠবেও	Will rise.	utthbeo
উঠবে৷	Will rise.	utthbe4/
উঠবে।	Will rise.	utthbe / 
উঠবে	Will rise.	utthbe
উঠবার	To get up	utthbaar
উঠব।	I will get up.	utthb / 
উঠব	I will get up.	utthb
উঠপাখির	Bird of prey	utthpaakhir
উঠন্ত	Rising	utthnt
উঠনের	Garden	utthner
উঠতো	Would rise	utthto
উঠতেন।	He would get up.	utthten / 
উঠতেন	Would get up	utthten
উঠতেই	As soon as I get up	utthtei
উঠতে	To get up	utthte
উঠতাম	I would get up.	utthtaam
উঠত।	It would rise.	uttht / 
উঠত	would rise	uttht
উঠছেন।	Getting up.	utthchen / 
উঠছেন	Getting up	utthchen
উঠছে।	Rising.	utthche / 
উঠছে	Rising	utthche
উঠছিলেন।	He was getting up.	utthchilen / 
উঠছিলেন	Was getting up.	utthchilen
উঠছিলে।	You were getting up.	utthchile / 
উঠছিল।	It was rising.	utthchil / 
উঠছিল	Was rising.	utthchil
উঠছ	Are you getting up?	utthch
উঠ।	Get up.	utth / 
উঠ	Get up.	utth
উটেরা।	Utera.	utteraa / 
উটেরা	Uterus	utteraa
উটের	Camel	utter
উটেদের	Camels	utteder
উটে।	Camel.	utte / 
উটে	Camel	utte
উটল	Utal	uttl
উটপাথির	Camel	uttpaathir
উটপাখীরা	Ostriches	uttpaakhiiraa
উটপাখীর	Ostrich	uttpaakhiir
উটপাখী	Ostrich	uttpaakhii
উটপাখিরা	Ostriches	uttpaakhiraa
উটপাখির	Ostrich	uttpaakhir
উটপাখিদের	Ostriches	uttpaakhider
উটপাখি	Ostrich	uttpaakhi
উটদেরকেও	Camels too	uttderkeo
উটদেরকে	To the camels	uttderke
উটদের	Camels	uttder
উটগুলোর	The camels	uttguleaar
উটগুলোকেও	Camels too	uttguleaakeo
উটগুলোকে	The camels	uttguleaake
উটগুলো	The camels	uttgulo
উটগুলির	Camels	uttgulir
উটগুলিকেও	Camels too	uttgulikeo
উটগুলিকে	Camels	uttgulike
উটগুলিও	Camels too	uttgulio
উটগুলি	Camels	uttguli
উটও	Camel too	utto
উট।	Camel.	utt / 
উট	Camel	utt
উজ্জ্বলভাবে	Brightly	ujjblbhaabe
উজ্জ্বলতার	Brightness	ujjbltaar
উজ্জ্বলতায়	In brightness	ujjbltaay'
উজ্জ্বলতাও	Brightness too	ujjbltaao
উজ্জ্বলতা।	Brightness.	ujjbltaa / 
উজ্জ্বলতা	Brightness	ujjbltaa
উজ্জ্বলতর।	Brighter.	ujjbltr / 
উজ্জ্বলতর	Brighter	ujjbltr
উজ্জ্বলকান্তি	Bright	ujjblkaanti
উজ্জ্বল।	Bright.	ujjbl / 
উজ্জ্বল	Bright	ujjbl
উজ্জু	Ujju	ujju
উজ্জীবিত	Energized	ujjiibit
উজ্জীন	Ujjain	ujjiin
উজ্জিয়ের	Uzziah	ujjiyyer
উজ্জিয়র	Uzziah	ujjiyyr
উজ্জিয়ন	Ujjwal	ujjiyyn
উজ্‌জাহ্‌কে	To Uzzah	ujjaahke
উজ্‌জাহ্	Uzzah	ujjaah
উজ্জার	Ujjar	ujjaar
উজ্	Ujj	uj
উজের	Ujjain	ujer
উজাল	Ujal	ujaal
উজানে	Upstream	ujaane
উজান	Upstream	ujaan
উজাড়	Desolation	ujaarr
উজজাহ্।	Uzzah.	ujjaah / 
উজজাহ্	Ujjah	ujjaah
উজজাহকে	To Uzzah	ujjaahke
উজজার	Uzzar	ujjaar
উজকে	Uzke	ujke
উজই	Uji	uji
উজ	Uz	uj
উছোটও	Upside down	uchotto
উছোট	Small	ucheaatt
উছিন্ন	Torn	uchinn
উছলে	Upside down	uchle
উচ্ছ্বাসে।	Excited.	ucchbaase / 
উচ্ছ্বাসে	With excitement	ucchbaase
উচ্ছ্বাসিত।	Excited.	ucchbaasit / 
উচ্ছ্বাসিত	Excited	ucchbaasit
উচ্ছ্বাস।	Excitement.	ucchbaas / 
উচ্ছ্বাস	Excitement	ucchbaas
উচ্ছ্বসিত	Excited	ucchbsit
উচ্ছেদের	Eviction	uccheder
উচ্ছেদার্থী	Evacuee	ucchedaarthii
উচ্ছেদ।	Eviction.	ucched / 
উচ্ছেদ	Eviction	ucched
উচ্ছৃহ্খল	Excited	ucchRhkhl
উচ্ছৃঙ্খলদের	The rioters	ucchRngkhlder
উচ্ছৃঙ্খলতার	Disorderly conduct	ucchRngkhltaar
উচ্ছৃঙ্খলতায়	In disorder	ucchRngkhltaayy
উচ্ছৃঙ্খলতাআর	Disorderly conduct	ucchRngkhltaaaar
উচ্ছৃঙ্খলতা	Disorderliness	ucchRngkhltaa
উচ্ছৃঙ্খল	Unruly	ucchRngkhl
উচ্ছৃংখলতায়	In chaos	ucchRNkhltaayy
