a	and
fyzickom	physical
fyzickú	physical
fyzických	physical
ƒ	ƒ
Gabon	Gabon
Gabonu	Gabon
Gaelské	Gaelic
gain	gain
GAK	GAK
Galadriel	Galadriel
galaxie	galaxy
galériu	gallery
galícijčina	Galician
Galois	Galois
galónov	gallons
galónu	gallon
galóny	gallons
Gambie	Gambia
game	game
Game Center	Game Center
GameCenter	Game Center
GameCenterPlaceholderApp	GameCenterPlaceholderApp
GameKit	GameKit
Gamepad	Gamepad
gameportu	gameport
games	games
gamma	gamma
gamy	gamma
Gangsta	Gangsta
GarageBand	GarageBand
GarageBandu	GarageBand
garáže	garages
garážová	garage
Garcínia	Garcinia
Garcínie	Garcinia
gardy	guards
garnáty	shrimp
gaštany	chestnuts
gateway	gateway
GatheringInfo	GatheringInfo
Gátor	Gator
Gauče	Couches
Gaussov	Gaussian
Gaussovho	Gaussian
Gaussovské	Gaussian
Gaussovským	Gaussian
gay	gay
Gb	GB
Gbit	Gbit
GBK	GBK
Gbps	Gbps
gé	g
Gears	Gears
GeForce	GeForce
gejov	gays
Gejzíry	Geysers
gekóny	geckos
gelato	ice cream
Gemplus	Gemplus
Generačný	Generational
generation	generation
generátory	generators
Generické	Generic
generované	generated
generovaný	generated
generovaných	generated
Genieo	Genieo
genius	genius
genser	sweater
genserAcquisition	genserAcquisition
genserComsec	genserComsec
genserNations	genserNations
genserSecurityCategories	genserSecurityCategories
genserTagSetName	genserTagSetName
geofence	geofence
Geografický	Geographic
Geographic	Geographic
GeoJSON	GeoJSON
geometrická	geometric
geometrické	geometric
geometrickej	geometric
geometricky	geometrically
geometrie	geometry
geometriu	geometry
Geonames	Geonames
Georgetown	Georgetown
Georgia	Georgia
Georgie	Georgia
Gepardy	Cheetahs
gest	gesture
gestá	gestures
geste	gesture
Gestom	By gesture
get	get
GetControllerTime	GetControllerTime
GetDriveIdentifyData	GetDriveIdentifyData
GetDriveInquiryData	GetDriveInquiryData
GetDriveSMARTData	GetDriveSMARTData
GetDriveSMARTDataThresholds	GetDriveSMARTDataThresholds
GetDriveSMARTStatus	GetDriveSMARTStatus
GetFolderContents	GetFolderContents
GetJBODPassThroughMode	GetJBODPassThroughMode
GetSpecifiedAddressBookItems	GetSpecifiedAddressBookItems
GF	GF
ggyy	ggyy
Ghany	Ghana
Ghz	GHz
GiB	GB
gibibajt	gibibyte
gibibajtov	gibibytes
gibibajtu	gibibyte
gibibajty	gibibytes
Gibraltaru	Gibraltar
Gibraltáru	Gibraltar
gid	guide
gidNumber	gidNumber
gif	gif
giff	gif
gigabajt	gigabyte
gigabajtov	gigabytes
gigabajtu	gigabyte
gigabajty	gigabytes
Girlandy	Garlands
gitary	guitars
GL	GL
GLBT	LGBT
GlimmerBlocker	GlimmerBlocker
Glims	Glimpses
globálne	globally
globálneho	global
globálnu	global
globálnych	global
globálnym	global
Globe	Globe
GlobeSet	GlobeSet
glóbuse	globe
glóbusu	globe
Glóbusy	Globes
GLUT	GLUT
glyf	glyph
glyfu	glyph
gm	gm
GMA	GMA
gmac	gmac
GMT	GMT
gMux	gMux
GNU	GNU
goblin	goblin
goes	goes
Golemy	Golems
golfisti	golfers
golfistka	golfer
golfistky	female golfers
golfová	golf
golfovanie	golfing
Golfové	Golf
golfu	golf
Gombíkovač	Button maker
Gombíkovače	Button makers
gombíkové	buttoned
gombíky	buttons
GongjinCheong	GongjinCheong
Gongy	Gongs
good	good
Google	Google
GoogleDNS	GoogleDNS
GOP	GOP
Gopher	Gopher
gordita	obesity
Gordon	Gordon
gorily	gorillas
Gothic	Gothic
Gotická	Gothic
Gotické	Gothic
Governance	Governance
GP	GP
GPGMail	GPGMail
GPIB	GPIB
GPIO	GPIOs
GPO	GPO
GPP	GPP
GPSInfoIFD	GPSInfoIFD
GPT	GPT
GPU	GPU
GPUFamily	GPUFamily
Graffiti	Graffiti
grafická	graphic
grafické	graphic
grafickej	graphic
grafických	graphic
grafickými	graphic
grafiku	graphics
grafiky	graphics
grafu	chart
grafy	charts
Grále	Grail
gramatiku	grammar
Grammy	Grammys
Gramofónová	Gramophone
Gramofónové	Turntables
Gramofóny	Turntables
gramov	grams
gramu	gram
gramy	grams
Grand	Grand
Grande	Grand
granny	granny
Grantha	Grantha
Grapefruity	Grapefruits
Grappling	Grappling
Grapplingy	Grappling
gratulácie	congratulations
gratulovanie	congratulations
Gratulujeme	Congratulations
grcajúca	gurgling
grcajúce	gurgling
grcajúci	gurgling
grcal	gurgled
grcala	gurgled
grcali	they gurgled
grcia	Greece
Great	Great
Greek	Greek
Green	Green
Green Car	Green Car
Grenadín	Grenadine
Grenady	Grenada
Greyhoundy	Greyhounds
Grid	Grid
Griffin	Griffin
Grilovacie	Grilling
Grilované	Grilled
Grily	Grills
grimasenie	grimace
grónčina	Greenlandic
Grónska	Greenland
Groove	Groove
Growl	Growl
grp	group
gruľa	lump
grule	grub
Gruzínska	Georgian
Gruzínske	Georgian
Grytviken	Grytviken
GS	GS
GSM	GSM
GSSAPI	GSSAPI
gt	gt
GTE	GTE
GTX	GTX
gua	gua
Guacamole	Guacamole
Guadeloupe	Guadeloupe
Guadeloupu	Guadeloupe
Guakamole	Guacamole
Guam	Guam
Guamu	Guam
Guatemaly	Guatemala
Guava	Guava
Guavy	Guavas
Gudžarátske	Gujarati
Guernsey	Guernsey
guest	guest
GUI	GUI
GUID	GUID
guide	guide
Guiney	Guinea
Guitar	Guitar
Gujarati	Gujarati
Guláše	Goulash
gulička	ball
guličkové	ball
guličky	balls
Gulja	Gulja
guľky	bullets
guľôčkové	ball-shaped
Gumové	Rubber
gumy	rubber
Gupka	Gupka
Gupky	Guppies
Gurmukhí	Gurmukhi
gus	gus
Gustáv	Gustav
Gutenprint	Goodprint
Guya	Guy
Guyany	Guyana
gymnasti	gymnasts
gymnastka	gymnast
gymnastky	gymnasts
Gyoza	Gyoza
Gyozy	Gyoza
gz	gz
gzip	gzip
h	h
Habanero	Habanero
Háby	The Hobs
hacky	hacks
Hádajte	Guess
Hadice	Hoses
hadonos	snake-bearer
hádzanárka	handball player
hádzanej	handball
hádzanú	handball
Hagaki	Hagaki
haha	hahaha
HairLine	HairLine
Haji	Haji
hajzeľ	bastard
hajzle	bastard
half	half
Halifax	Halifax
Haliotis	Haliotis
Halloween	Halloween
halúzkou	branch
haly	halls
hamachi	hamachi
Hamaky	Hammocks
Hamburg	Hamburg
Hamburgery	Hamburgers
Han	Han
Hán	Han
handoff	handoff
Handoffu	Handoff
Handsfree	Handsfree
handshake	handshake
HandyTech	HandyTech
Handža	Handza
Hangáre	Hangars
hangul	Hangul
Hanoj	Hanoi
Hanunóo	Hanunoo
Hanzi	Hanzi
happy	happy
Haptické	Haptic
Harare	Harare
hard	hard
hardcoded	hardcoded
hardvéri	hardware
Hardvérová	Hardware
hardvérové	hardware
hardvérového	hardware
hardvérovej	hardware
Hardvérovo	Hardware
Hari	Hari
hárka	sheet
hárkoch	sheets
hárkov	sheets
hárku	sheet
hárky	sheets
Harmoniky	Harmonicas
Harpo	Harpo
HasFolderCount	HasFolderCount
hash	hash
hashi	hash
hashom	hash
Hasiace	Firefighting
Hasiaci	Firefighters
hasiči	firefighters
hasička	firefighter
Hasičská	Fire department
hasičské	fire department
hašovací	hashing
Hašovacia	Hash
Hasselblad	Hasselblad
hatchbacky	hatchbacks
Hatran	Hatran
Hattori	Hattori
Hau	Wow
Hausbóty	Houseboats
Hauspie	Housewife
hauština	Hausa
Háv	Hat
Havajská	Hawaiian
havajské	Hawaiian
Havana	Havana
havka	howl
Havkáče	Hawks
havko	hello
Hawaiian	Hawaiian
HBCI	HBCI
HCI	HCI
hd	hd
HDCP	HDCP
HDMI	HDMI
hdmx	hdmx
HDR	HDR
he	hey
head	head
header	header
Headers	Headers
heavy	heavy
HeavyFace	HeavyFace
Hebrejská	Hebrew
hebrejské	Hebrew
héééj	hey
hehe	hehe
heheh	hehehe
HEIC	HEIC
HEIF	HEIF
hektára	hectares
hektáre	hectares
hektárov	hectares
Helena	Helen
Heleny	Helena
Helikoptéry	Helicopters
Hélios	Helios
hellip	...
Hellman	Hellman
Hello	Hello
help	help
HelpApplication	HelpApplication
helper	helper
HelpMe	Help Me
Helsinki	Helsinki
Helvetica	Helvetica
HelveticaNeue	Helvetica Neue
Henrik	Henry
Hercegoviny	Herzegovina
here	games
herná	gaming
Herné	Gaming
herného	gaming
hernej	gaming
Hero	Hero
hesiel	passwords
hesla	passwords
heslá	passwords
heslám	passwords
heslami	passwords
hesle	passwords
heslom	password
heslu	password
HEVC	HEVC
hex	hex
Hexadecatuple	Hexadecatuple
hexadecimálnych	hexadecimal
hfs	hfs
hh	hh
hhea	hehe
HHS	HHS
HID	HID
HiDPI	HiDPI
Hidžáby	Hijabs
hier	games
Hierarchické	Hierarchical
hierarchiu	hierarchy
hieroglyfy	hieroglyphs
HiFi	HiFi
high	high
High Sierra	High Sierra
hil	hill
HIM	HIM
HIMS	HIMS
Hindská	Hindi
Hindský	Hindi
hinglish	Hinglish
hint	hint
hiragana	hiragana
histogramov	histograms
histogramu	histogram
histogramy	histograms
historická	historical
historické	historical
histórie	history
histórii	history
históriou	history
históriu	history
Hitachi	Hitachi
HKSCS	HKSCS
hl	head
hľadáčika	viewfinder
hľadaného	wanted
hľadanej	wanted
hľadania	searches
hľadenie	looking
hľadiaca	looking
hľadiaci	looking
hladinou	surface
hladná	hungry
hladší	smoother
hlásená	reported
hlásení	reports
hlásenia	reports
hláseniach	reports
hlásením	by reporting
hlasitosti	volume
hlasitosťou	loudness
hláskovacej	spelling
hlásky	sounds
Hlasno	Loud
hlasov	votes
Hlasová	Voice
hlasovacie	voting
hlasovania	voting
hlasovú	voice
hlavičiek	headers
hlavičku	header
Hlavonožce	Cephalopods
hĺbavá	deep-seated
Hĺbkotlačový	Gravure printing
Hĺbková	Deep
Hĺbkové	Deep-sea
HLD	HLD
hliadkujúce	patrolling
hlted	swallow
hmac	touch
HMACwith	HMACwith
HMACwithAESwrap	HMACwithAESwrap
hmm	hmm
Hmong	Hmong
hmotnosti	weights
hms	HMS
hmtx	hmtx
HNC	HNC
hnedej	brown
hnedožltá	brownish yellow
Hniezdiská	Nesting sites
Hobart	Hobart
Hočiminovo	Ho Chi Minh City
hodinami	hours
hodinkách	watch
hodinkám	watch
hodinových	hourly
hodnotaN	valueN
hodnotení	ratings
hodnotiaca	evaluative
Hodnotiť	Rate
hojdačky	swings
Hojo	Hojo
Hokeje	Hockey
hokejová	hockey
Hokejové	Hockey players
hol	stick
Holandska	Netherlands
Holandská	Dutch
Holandské	Dutch
Holandských	Dutch
holder	holder
holiča	barber
Hollywood	Hollywood
holmes	holmes
Homáre	Lobsters
home	home
HomeKit	HomeKit
HomeKitu	HomeKit
HomePode	HomePod
Hondurasu	Honduras
Hongkongu	Hong Kong
Honolulu	Honolulu
Horčice	Mustard
horčicová	mustard
horizontálna	horizontal
horizontálne	horizontally
horizontálneho	horizontal
horizontálnej	horizontal
horizontálnom	horizontal
horizontálnych	horizontal
Horké	Hot
horná	upper
hornopriepustný	high-pass
horolezkyňa	mountaineer
horská	mountain
horúca	hot
Horúčavy	Heatwaves
horúcimi	hot
host	guest
hosta	guest
hosťa	guest
Hostince	Inns
hosting	hosting
hostiteľa	host
hostiteľe	hosts
hostitelia	hosts
hostiteľom	host
hostiteľov	hosts
hostiteľovi	to the host
hostiteľské	host
hostiteľskej	host
hostiteľskú	host
hostname	hostname
hosťov	guests
hosťovania	hosting
Hosťovská	Guest house
hosťovské	guest
hosťovského	guest's
hosťovskí	guest
hosťovských	guest
hosts	hosts
hot	hot
Hotely	Hotels
hotnews	hot news
hotovo	done
hour	hour
hours	hours
Houston	Houston
hovädzia	beef
hovná	shit
hovnisko	shithole
hovorenú	spoken
hovoriaca	speaking
hovoriacej	speaking
hovorov	calls
hovoru	call
hovory	calls
how	how
HP	HP
hPa	hPa
HPGL	HPGL
HQ	HQ
hráča	player
hráči	players
hracia	playing
hracie	playing
hráčka	player
Hračky	Toys
hráčky	female players
hráčmi	players
hráčom	players
hráčov	players
hrajúca	playing
hrajúci	playing
hrán	edge
hranatá	square
hrané	feature film
Hraničné	Borderline​
hraničného	border
hraničných	border
hranolčeky	French fries
Hranolky	French fries
hrany	edges
Hraška	Pea
hrasko	playground
Hraško	Pea
HRAŠKOVCI	PEAS
Hraškovcov	Pears
Hráte	Are you playing?
hrboľa	bump
hrboľové	bumpy
hrdosťou	pride
Hrebenatky	Scallops
Hrebeňová	Hrebenova
href	href
Hriankovače	Toasters
Hríby	Mushrooms
hrnčeka	mug
hrnčeky	mugs
Hrochy	Hippos
Hromadná	Bulk
Hromadné	Bulk
hromadnú	bulk
hromženie	thunder
hromžia	thunder
hromžiaca	thunderous
hromžiace	thunderous
hromžiaci	thunderous
hrušky	pears
Hryzačky	Teethers
hrz	snort
HSB	HSB
HSXGA	HSXGA
HT	HT
html	html
http	http
https	https
Hua	Hua
hub	mushroom
hubov	mushrooms
huby	mushrooms
hudby	music
hudobná	musical
hudobného	musical
hudobnej	musical
hudobníčka	musician
hudobnom	musical
Hudobnou	Musical
hula	hula hoop
Human	Human
Humanware	Humanware
Hummus	Hummus
Humusy	Hummus
Huňatý	Shaggy
hurikány	hurricanes
hustoty	densities
HUXGA	HUXGA
Hviezdice	Starfish
hviezdičiek	asterisks
hviezdičky	asterisks
hviezdna	starry
hviezdnatá	starry
Hviezdnaté	Starry
hviezdne	stellar
hviezdou	star
HVXC	HVXC
HXGA	HXGA
hýbete	you move
Hybridná	Hybrid
hydinové	poultry
hydranty	hydrants
Hyper	Hyper
hyperlink	hyperlink
hysterická	hysterical
i dní	even days
IAC	IAC
Iana	Ian
IASKeyableWindow	IASKeyableWindow
IATA	IATA
ibišteky	hibiscus
IBM	IBM
iBook	iBook
iBooks	iBooks
iBooks Store	iBooks Store
iBOT	iBOT
iBridge	iBridge
IBSS	IBSS
ICADevices	ICADevices
iCal	iCal
icalu	icalu
Icc	Icc
ICCID	ICCID
ice	ice
iChat	iChat
iChatu	iChat
icloud	icloud
iCloud 	iCloud 
iCloud Drive	iCloud Drive
iCloud Fotky	iCloud Photos
iCloud ID	iCloud ID
iCloud Kľúčenku	iCloud Keychain
iCloud Zdieľania	iCloud Sharing
iCloud Zdieľanie	iCloud Sharing
iCloud Zdieľanie fotiek	iCloud Photo Sharing
iCloude	iCloud
iCloudom	iCloud
iCloudu	iCloud
iCloudUserNotificationsd	iCloudUserNotificationsd
ICNS	ICNS
Icon	Icon
icons	icons
ICQ	ICQ
ICS	ICS
id	id
ideálne	ideal
identifikácie	identification
identifikácii	identification
identifikáciu	identification
Identifikačné	Identification
identifikátora	identifier
identifikátormi	identifiers
identifikátorom	identifier
identifikátorov	identifiers
identifikátory	identifiers
identifikovali	identified
identifikovaná	identified
identifikovaného	identified
identifikovaní	identified
Identifikovaný	Identified
identifikovaných	identified
identifikovanými	identified
identifikuje	identifies
Identifikujem	I identify
identite	identity
identitou	identity
identitu	identity
identity	identities
Identrus	Identrus
Ideografické	Ideographic
ideogramom	ideogram
ideogramy	ideograms
iDisk	iDisk
iDisku	iDisk
idp	idp
ids	ids
idúca	going
idúce	going
idúci	going
iDVD	iDVD
ie	yes
IEC	IEC
IEEE	IEEE
if	if
iforgot	iforgot
Igelitová	Plastic
Igelitové	Plastic bags
ignorovaná	ignored
ignorované	ignored
ignorovaný	ignored
ignoruje	ignores
ignorujem	I ignore
Ihličkové	Needle
ihličkovom	needle-like
ihličnany	conifers
ihlové	needle
ihriská	playgrounds
ii	ii
IIc	IIc
IKE	IKE
IKEv	IKEv
ikon	icon
ikonové	iconic
ikonu	icon
Ikry	Caviar
iLBC	iLBC
iLife	iLife
Illustrator	Illustrator
Ilustrácie	Illustrations
Ilúzie	Illusions
IMA	IMA
IMAADPCM	IMAADPCM
iMac	iMac
iMacu	iMac
image	image
ImageableArea	ImageableArea
ImageCaptureService	ImageCaptureService
ImageInfoRec	ImageInfoRec
ImageKit	ImageKit
ImageLink	ImageLink
images	images
imagescan	imagescan
imageTransformationInfo	imageTransformationInfo
IMAP	IMAP
IMAVCore	IMAVCore
IMCore	IMCore
IMCP	IMCP
IMEI	IMEI
Imelá	Mistletoe
iMessage	iMessage
imetur	imetura
img	image
immeno	name
iMovie	iMovie
Imperiálne	Imperial
implementáciu	implementation
implementovaná	implemented
implementované	implemented
implicitConfirm	implicitConfirm
implicitné	implicit
Implodovať	Implode
importe	import
importovaná	imported
importované	imported
importovaného	imported
importovania	importing
importovanie	importing
importovaním	by importing
importovanú	imported
importovaných	imported
importovanými	imported
importu	import
importuje	imports
Importujem	Importing
Importujte	Import
Importy	Imports
Impress	Impress
IMs	IMs
IMSI	IMSI
IMX	IMX
INBOX	INBOX
incididunt	incident
inciumquam	inciumquam
Inclined	Inclined
include	includes
IncludeFeature	IncludeFeature
ind	Indian
Indeo™	Indeo™
indexe	index
IndexedDB	IndexedDB
indexom	index
indexov	indexes
indexová	index
indexované	indexed
indexovanie	indexing
indexovaný	indexed
indexPathsForItemsInRect	indexPathsForItemsInRect
Indexujem	Indexing
indexy	indices
Indianapolis	Indianapolis
Indiánske	Native American
indicators	indicators
indické	Indian
indickooceánske	Indian Ocean
indickooceánskeho	Indian Ocean
indickooceánskych	Indian Ocean
indikáciu	indication
indikátorov	indicators
indikované	indicated
indikovanie	indicating
individuálna	individual
individuálne	individually
individuálneho	individual
Indonézie	Indonesia
Indonézske	Indonesian
Industrial	Industrial
Inf	Inf
InfiniBand	InfiniBand
InfinitiBand	InfinitiBand
INFORM	INFORM
informáciách	information
informáciám	information
informácii	information
informáciou	information
informáciu	information
information	information
Informative	Informative
Informatívne	Informative
informuje	informs
Infosekcia	Info section
infra	infrared
infraštruktúry	infrastructure
ini	other
inicializácie	initialization
inicializačného	initialization
inicializátor	initializer
Inicializované	Initialized
Inicializovanie	Initializing
inicializovaný	initialized
Inicializujem	Initializing
Iniciálky	Initials
iniciátora	initiator
iniciátorom	initiator
injekcií	injections
injekčná	injectable
Inkadescenčná	Incandescent
Inkadescenčné	Incandescent
Inkjet	Inkjet
Inlinové	Inline
inode	inode
Ins	Ins
InsChr	InsChr
InsLn	InsLn
inšpektora	inspector
inštalácie	installations
inštalácii	installation
inštaláciou	installation
inštaláciu	installation
Inštalačná	Installation
inštalačné	installation
inštalačného	installation
inštalačnej	installation
inštalačný	installation
inštalačných	installation
inštalačnými	installation
inštalátor	installer
inštalátora	plumber
Inštalátoru	Installer
Inštalátory	Installers
Installable	Installable
InstallationCheck	InstallationCheck
Installer	Installer
inštalované	installed
inštalovaní	installed
inštalovanie	installation
Inštalovaním	By installing
Inštalovanú	Installed
inštalovateľné	installable
inštaluje	installs
inštalujem	I am installing
inštalujete	you are installing
Instamatic	Instamatic
inštancie	instances
inštancií	instances
inštanciu	instance
Instant	Instant
InstantOn	InstantOn
InstaPayment	InstaPayment
Inštitúcie	Institutions
inštitúciou	institution
instruction	instruction
instructions	instructions
inštrukcie	instructions
inštrukcií	instructions
inštrukciu	instruction
inštruktori	instructors
inštruktorka	instructor
inštruktorky	instructors
Inštrumentálna	Instrumental
Instruments	Instruments
int	int
integrálne	integral
integrity	integrity
inteligentná	intelligent
inteligentných	intelligent
IntelliBar	IntelliBar
Intellitech	Intellitech
intendedRecipients	intendedRecipients
Intent	Intent
intenzitou	intensity
intenzitu	intensity
intenzívneho	intensive
Interac	Interac
interactDown	interactDown
interactDownShift	interactDownShift
interactLeft	interactLeft
interactRight	interactRight
interactUp	interactUp
interactUpShift	interactUpShift
Interagujte	Interact
interakcie	interactions
interakciu	interaction
Interaktívny	Interactive
Interchange	Interchange
Interiéry	Interiors
Intermediate	Intermediate
interná	internal
interné	internal
interného	internal
internej	internal
internete	on the internet
internetová	internet
internetové	internet
internetového	internet
internetovej	internet
internetovom	online
internetovú	internet
internetových	internet
internetovými	internet
internetu	internet
internistka	internist
interných	internal
interným	internal
interpoláciu	interpolation
interpolation	interpolation
interpolované	interpolated
interpretka	performer
interpunkcie	punctuation
interpunkciu	punctuation
interpunkčné	punctuation
interpunkčných	punctuation
interrupt	interrupt
Intertrader	Intertrader
intervale	interval
intervalom	interval
intervalu	interval
IntlPreferences	IntlPreferences
intonácie	intonation
intonáciu	intonation
Intra	Intra
intranetu	intranet
INTRO	INTRO
IntroAlert	IntroAlert
IntroText	IntroText
Inuitské	Inuit
Inuktitutská	Inuktitut
Invalidate	Invalidate
invalidného	disabled
invertovania	inverting
invertovaním	by inverting
Invertujem	I invert
inverziu	inversion
Invitation	Invitation
